prefix,registration_group,publisher_code,item_number,check_digit,isbn
978,0,590,55408,0,9780590554080
978,0,439,67996,0,9780439679960
978,0,803,73474,0,9780803734740
978,0,743,43735,0,9780743437350
978,0,141,38289,0,9780141382890
978,0,763,63016,0,9780763630160
978,0,060,53183,0,9780060531830
978,0,590,45204,0,9780590452040
978,0,441,00865,0,9780441008650
978,0,803,73474,0,9780803734740
978,0,440,44251,0,9780440442510
978,0,060,72514,0,9780060725140
978,0,544,28960,0,9780544289600
978,0,373,21006,0,9780373210060
978,0,061,66277,0,9780061662770
978,0,060,88208,0,9780060882080
978,0,553,26922,0,9780553269220
978,0,439,36678,0,9780439366780
978,0,061,72082,0,9780061720820
978,0,689,85797,0,9780689857970
978,0,385,73534,0,9780385735340
978,0,060,73949,0,9780060739490
978,1,250,01192,0,9781250011920
978,0,060,09490,0,9780060094900
978,0,803,73153,0,9780803731530
978,0,803,73153,0,9780803731530
978,0,805,08049,0,9780805080490
978,0,316,04314,0,9780316043140
978,0,060,51410,0,9780060514100
978,1,405,25821,0,9781405258210
978,0,553,53565,0,9780553535650
978,0,152,05086,0,9780152050860
978,1,406,33116,0,9781406331160
978,1,599,90479,0,9781599904790
978,0,061,23896,0,9780061238960
978,0,786,83865,0,9780786838650
978,0,689,83908,0,9780689839080
978,0,451,22090,0,9780451220900
978,0,062,33638,0,9780062336380
978,0,670,01183,0,9780670011830
978,1,423,12820,0,9781423128200
978,0,547,54810,0,9780547548100
978,0,399,16241,0,9780399162410
978,0,062,22097,0,9780062220970
978,0,439,63251,0,9780439632510
978,0,385,72934,0,9780385729340
978,1,626,72095,0,9781626720950
978,0,385,73341,0,9780385733410
978,0,373,21004,0,9780373210040
978,1,250,06178,0,9781250061780
978,1,595,14436,0,9781595144360
978,0,553,38304,0,9780553383040
978,0,807,21898,0,9780807218980
978,0,142,40076,0,9780142400760
978,0,385,73875,0,9780385738750
978,0,439,55401,0,9780439554010
978,1,416,93640,0,9781416936400
978,1,599,90696,0,9781599906960
978,0,140,34893,0,9780140348930
978,0,062,27878,0,9780062278780
978,0,142,40175,0,9780142401750
978,0,060,57736,0,9780060577360
978,0,316,04267,0,9780316042670
978,0,758,26693,0,9780758266930
978,0,689,87859,0,9780689878590
978,1,599,90342,0,9781599903420
978,0,553,21314,0,9780553213140
978,1,590,38743,0,9781590387430
978,0,061,97462,0,9780061974620
978,0,440,22668,0,9780440226680
978,0,060,77625,0,9780060776250
978,0,547,95911,0,9780547959110
978,0,375,83657,0,9780375836570
978,0,439,78361,0,9780439783610
978,0,689,86006,0,9780689860060
978,0,316,16021,0,9780316160210
978,0,439,85805,0,9780439858050
978,0,385,73030,0,9780385730300
978,0,312,36027,0,9780312360270
978,0,385,73529,0,9780385735290
978,0,385,73915,0,9780385739150
978,0,316,04145,0,9780316041450
978,1,416,99067,0,9781416990670
978,0,061,13938,0,9780061139380
978,1,416,95010,0,9781416950100
978,1,416,93650,0,9781416936500
978,0,547,62839,0,9780547628390
978,1,492,62247,0,9781492622470
978,0,451,22238,0,9780451222380
978,0,142,40371,0,9780142403710
978,1,935,61804,0,9781935618040
978,0,590,39606,0,9780590396060
978,0,671,72945,0,9780671729450
978,1,423,10227,0,9781423102270
978,1,416,99556,0,9781416995560
978,0,743,43732,0,9780743437320
978,1,434,76433,0,9781434764330
978,0,142,30070,0,9780142300700
978,1,599,90111,0,9781599901110
978,0,316,16021,0,9780316160210
978,0,385,73794,0,9780385737940
978,0,062,38088,0,9780062380880
978,0,375,82545,0,9780375825450
978,0,375,83532,0,9780375835320
978,1,250,04955,0,9781250049550
978,0,803,73909,0,9780803739090
978,0,062,12436,0,9780062124360
978,1,416,99067,0,9781416990670
978,0,375,95572,0,9780375955720
978,1,931,51480,0,9781931514800
978,0,439,12042,0,9780439120420
978,0,312,65629,0,9780312656290
978,0,061,13223,0,9780061132230
978,1,423,10400,0,9781423104000
978,0,316,90573,0,9780316905730
978,0,061,92126,0,9780061921260
978,0,060,09748,0,9780060097480
978,0,451,22238,0,9780451222380
978,0,373,21028,0,9780373210280
978,0,142,50153,0,9780142501530
978,1,595,14398,0,9781595143980
978,1,416,97176,0,9781416971760
978,0,440,97534,0,9780440975340
978,0,316,12726,0,9780316127260
978,1,595,14436,0,9781595144360
978,0,062,06075,0,9780062060750
978,0,062,11462,0,9780062114620
978,0,810,98788,0,9780810987880
978,0,062,49853,0,9780062498530
978,0,671,72939,0,9780671729390
978,1,402,27188,0,9781402271880
978,0,552,55571,0,9780552555710
978,0,395,13719,0,9780395137190
978,0,062,04855,0,9780062048550
978,1,599,90844,0,9781599908440
978,0,373,21006,0,9780373210060
978,1,406,30936,0,9781406309360
978,0,060,09490,0,9780060094900
978,0,698,18489,0,9780698184890
978,0,061,56608,0,9780061566080
978,0,062,08102,0,9780062081020
978,1,442,41315,0,9781442413150
978,0,061,76761,0,9780061767610
978,0,060,09612,0,9780060096120
978,0,545,28413,0,9780545284130
978,0,802,72347,0,9780802723470
978,1,599,90342,0,9781599903420
978,1,416,98448,0,9781416984480
978,0,553,28052,0,9780553280520
978,0,062,27897,0,9780062278970
978,0,671,72945,0,9780671729450
978,0,590,55409,0,9780590554090
978,0,525,42563,0,9780525425630
978,0,451,21995,0,9780451219950
978,1,416,95010,0,9781416950100
978,1,406,31025,0,9781406310250
978,0,141,35727,0,9780141357270
978,0,439,79146,0,9780439791460
978,0,385,73359,0,9780385733590
978,0,525,47881,0,9780525478810
978,1,599,90058,0,9781599900580
978,0,060,72456,0,9780060724560
978,0,440,41579,0,9780440415790
978,0,374,32492,0,9780374324920
978,0,803,73153,0,9780803731530
978,0,440,97534,0,9780440975340
978,0,062,28067,0,9780062280670
978,1,416,99796,0,9781416997960
978,0,439,82911,0,9780439829110
978,0,440,22668,0,9780440226680
978,0,670,07030,0,9780670070300
978,1,599,90322,0,9781599903220
978,0,062,00233,0,9780062002330
978,1,423,11619,0,9781423116190
978,1,606,84058,0,9781606840580
978,0,385,74139,0,9780385741390
978,0,062,22474,0,9780062224740
978,0,671,72940,0,9780671729400
978,0,312,36027,0,9780312360270
978,0,547,62835,0,9780547628350
978,1,416,92806,0,9781416928060
978,0,061,56608,0,9780061566080
978,1,626,72095,0,9781626720950
978,0,440,22668,0,9780440226680
978,1,442,44580,0,9781442445800
978,0,553,53652,0,9780553536520
978,1,599,90479,0,9781599904790
978,0,439,89597,0,9780439895970
978,1,481,42630,0,9781481426300
978,0,375,86902,0,9780375869020
978,0,525,47689,0,9780525476890
978,0,739,35236,0,9780739352360
978,0,689,85796,0,9780689857960
978,0,152,05780,0,9780152057800
978,1,595,14452,0,9781595144520
978,0,545,14032,0,9780545140320
978,1,599,90696,0,9781599906960
978,0,060,89032,0,9780060890320
978,0,316,90969,0,9780316909690
978,1,442,42999,0,9781442429990
978,0,375,80681,0,9780375806810
978,1,250,01192,0,9781250011920
978,0,446,54524,0,9780446545240
978,0,061,56608,0,9780061566080
978,0,439,79664,0,9780439796640
978,0,312,64298,0,9780312642980
978,0,064,40833,0,9780064408330
978,0,786,81658,0,9780786816580
978,0,385,73859,0,9780385738590
978,0,689,87237,0,9780689872370
978,1,905,29496,0,9781905294960
978,0,525,42156,0,9780525421560
978,0,060,75736,0,9780060757360
978,0,698,41043,0,9780698410430
978,1,402,79844,0,9781402798440
978,1,423,10487,0,9781423104870
978,0,439,75521,0,9780439755210
978,0,440,41579,0,9780440415790
978,0,142,42295,0,9780142422950
978,1,626,72095,0,9781626720950
978,0,316,00287,0,9780316002870
978,0,064,47279,0,9780064472790
978,0,385,73257,0,9780385732570
978,1,423,10003,0,9781423100030
978,0,375,95572,0,9780375955720
978,0,671,02735,0,9780671027350
978,0,689,86913,0,9780689869130
978,0,440,22912,0,9780440229120
978,1,906,42714,0,9781906427140
978,0,553,21317,0,9780553213170
978,0,385,73314,0,9780385733140
978,1,442,42664,0,9781442426640
978,0,786,85197,0,9780786851970
978,0,060,53092,0,9780060530920
978,0,061,44912,0,9780061449120
978,1,416,92500,0,9781416925000
978,0,142,42870,0,9780142428700
978,0,373,21018,0,9780373210180
978,1,423,17637,0,9781423176370
978,0,545,01009,0,9780545010090
978,0,142,40251,0,9780142402510
978,0,316,04474,0,9780316044740
978,1,595,14307,0,9781595143070
978,1,423,10006,0,9781423100060
978,0,060,88208,0,9780060882080
978,0,440,99578,0,9780440995780
978,0,786,85445,0,9780786854450
978,0,062,24009,0,9780062240090
978,0,316,00256,0,9780316002560
978,1,590,38898,0,9781590388980
978,1,423,11619,0,9781423116190
978,0,385,73893,0,9780385738930
978,0,060,83577,0,9780060835770
978,0,786,85692,0,9780786856920
978,1,416,90344,0,9781416903440
978,0,786,81658,0,9780786816580
978,1,595,14272,0,9781595142720
978,1,442,41315,0,9781442413150
978,0,060,51410,0,9780060514100
978,0,446,54524,0,9780446545240
978,1,423,11639,0,9781423116390
978,0,525,42294,0,9780525422940
978,0,060,72514,0,9780060725140
978,1,416,96824,0,9781416968240
978,0,385,32306,0,9780385323060
978,1,599,90167,0,9781599901670
978,0,449,81844,0,9780449818440
978,1,599,90109,0,9781599901090
978,0,061,96955,0,9780061969550
978,1,907,41105,0,9781907411050
978,0,670,07609,0,9780670076090
978,0,142,40165,0,9780142401650
978,1,595,14323,0,9781595143230
978,1,484,70528,0,9781484705280
978,1,846,05476,0,9781846054760
978,0,810,99359,0,9780810993590
978,0,738,70392,0,9780738703920
978,1,406,31027,0,9781406310270
978,1,606,41042,0,9781606410420
978,0,307,93190,0,9780307931900
978,1,484,72499,0,9781484724990
978,0,312,37015,0,9780312370150
978,0,439,13960,0,9780439139600
978,0,316,21307,0,9780316213070
978,0,765,32958,0,9780765329580
978,1,434,76433,0,9781434764330
978,0,060,57732,0,9780060577320
978,0,439,82911,0,9780439829110
978,0,062,08548,0,9780062085480
978,0,545,28410,0,9780545284100
978,0,060,56225,0,9780060562250
978,0,312,57594,0,9780312575940
978,0,062,07113,0,9780062071130
978,0,375,86902,0,9780375869020
978,0,312,65025,0,9780312650250
978,0,385,73257,0,9780385732570
978,0,553,37605,0,9780553376050
978,0,373,21051,0,9780373210510
978,1,416,90344,0,9781416903440
978,1,416,97170,0,9781416971700
978,0,312,65626,0,9780312656260
978,0,142,40758,0,9780142407580
978,1,442,46595,0,9781442465950
978,0,316,01368,0,9780316013680
978,0,545,14032,0,9780545140320
978,0,060,59638,0,9780060596380
978,0,142,40112,0,9780142401120
978,1,442,41315,0,9781442413150
978,1,595,14250,0,9781595142500
978,0,439,36678,0,9780439366780
978,0,803,73155,0,9780803731550
978,1,442,42369,0,9781442423690
978,0,689,84033,0,9780689840330
978,0,062,23579,0,9780062235790
978,0,747,59415,0,9780747594150
978,0,060,09490,0,9780060094900
978,0,316,90573,0,9780316905730
978,0,330,39780,0,9780330397800
978,1,423,12166,0,9781423121660
978,0,142,40579,0,9780142405790
978,0,316,00985,0,9780316009850
978,0,805,09460,0,9780805094600
978,0,380,73223,0,9780380732230
978,0,060,72450,0,9780060724500
978,0,062,08548,0,9780062085480
978,0,385,73398,0,9780385733980
978,1,416,99176,0,9781416991760
978,0,008,25045,0,9780008250450
978,1,484,72499,0,9781484724990
978,1,450,59599,0,9781450595990
978,1,421,51343,0,9781421513430
978,1,590,38743,0,9781590387430
978,0,060,77624,0,9780060776240
978,0,142,40612,0,9780142406120
978,0,061,56613,0,9780061566130
978,0,812,55070,0,9780812550700
978,1,416,98579,0,9781416985790
978,0,671,02346,0,9780671023460
978,0,062,19472,0,9780062194720
978,0,399,24455,0,9780399244550
978,0,061,62632,0,9780061626320
978,0,553,26215,0,9780553262150
978,1,561,37173,0,9781561371730
978,0,525,42604,0,9780525426040
978,1,423,13450,0,9781423134500
978,0,061,99618,0,9780061996180
978,1,907,41105,0,9781907411050
978,1,451,63575,0,9781451635750
978,0,440,97534,0,9780440975340
978,0,061,13223,0,9780061132230
978,0,060,57732,0,9780060577320
978,0,064,47281,0,9780064472810
978,1,400,03105,0,9781400031050
978,0,439,96809,0,9780439968090
978,0,545,14299,0,9780545142990
978,0,061,77982,0,9780061779820
978,0,486,45559,0,9780486455590
978,0,399,25265,0,9780399252650
978,0,316,05825,0,9780316058250
978,0,451,22238,0,9780451222380
978,0,062,11869,0,9780062118690
978,1,442,44493,0,9781442444930
978,1,423,12128,0,9781423121280
978,0,060,54144,0,9780060541440
978,0,316,90969,0,9780316909690
978,0,439,47429,0,9780439474290
978,1,442,40660,0,9781442406600
978,0,738,70392,0,9780738703920
978,0,312,36858,0,9780312368580
978,0,060,72514,0,9780060725140
978,1,599,90338,0,9781599903380
978,0,066,23850,0,9780066238500
978,0,060,53092,0,9780060530920
978,0,062,34868,0,9780062348680
978,0,545,32700,0,9780545327000
978,0,385,73742,0,9780385737420
978,0,375,83487,0,9780375834870
978,0,062,08102,0,9780062081020
978,0,689,86913,0,9780689869130
978,1,416,98942,0,9781416989420
978,0,547,24804,0,9780547248040
978,0,670,07030,0,9780670070300
978,1,402,26227,0,9781402262270
978,1,416,91430,0,9781416914300
978,0,312,59097,0,9780312590970
978,0,061,34569,0,9780061345690
978,1,423,14673,0,9781423146730
978,1,554,68274,0,9781554682740
978,0,062,02404,0,9780062024040
978,1,250,06178,0,9781250061780
978,1,905,29443,0,9781905294430
978,0,062,04851,0,9780062048510
978,0,062,11462,0,9780062114620
978,1,423,12130,0,9781423121300
978,0,064,41014,0,9780064410140
978,1,590,38743,0,9781590387430
978,0,399,25619,0,9780399256190
978,0,399,25651,0,9780399256510
978,1,582,34918,0,9781582349180
978,0,060,75587,0,9780060755870
978,0,553,21314,0,9780553213140
978,0,316,11500,0,9780316115000
978,0,340,91172,0,9780340911720
978,0,064,41047,0,9780064410470
978,0,316,01453,0,9780316014530
978,0,060,73401,0,9780060734010
978,0,152,06396,0,9780152063960
978,1,416,99556,0,9781416995560
978,1,416,98325,0,9781416983250
978,0,060,77625,0,9780060776250
978,0,547,73848,0,9780547738480
978,0,786,81418,0,9780786814180
978,1,906,42714,0,9781906427140
978,0,590,92068,0,9780590920680
978,0,312,65626,0,9780312656260
978,1,416,94091,0,9781416940910
978,1,442,42369,0,9781442423690
978,1,416,50964,0,9781416509640
978,0,380,73223,0,9780380732230
978,1,595,14199,0,9781595141990
978,0,786,83819,0,9780786838190
978,0,670,06105,0,9780670061050
978,0,439,65548,0,9780439655480
978,0,061,77982,0,9780061779820
978,1,931,51480,0,9781931514800
978,0,316,16021,0,9780316160210
978,0,803,73306,0,9780803733060
978,0,062,31847,0,9780062318470
978,0,385,73877,0,9780385738770
978,0,142,40120,0,9780142401200
978,0,553,23370,0,9780553233700
978,1,596,43152,0,9781596431520
978,0,689,85797,0,9780689857970
978,1,419,12212,0,9781419122120
978,0,375,83365,0,9780375833650
978,0,062,00233,0,9780062002330
978,0,152,06385,0,9780152063850
978,0,062,07206,0,9780062072060
978,0,060,75736,0,9780060757360
978,0,060,76624,0,9780060766240
978,0,375,83299,0,9780375832990
978,0,385,73359,0,9780385733590
978,0,786,83654,0,9780786836540
978,0,439,75521,0,9780439755210
978,1,599,90338,0,9781599903380
978,0,525,42563,0,9780525425630
978,0,142,40425,0,9780142404250
978,0,440,42006,0,9780440420060
978,0,803,73306,0,9780803733060
978,0,670,01295,0,9780670012950
978,0,340,89362,0,9780340893620
978,0,062,08102,0,9780062081020
978,0,007,32595,0,9780007325950
978,0,060,87416,0,9780060874160
978,0,439,84665,0,9780439846650
978,0,765,32958,0,9780765329580
978,1,442,45415,0,9781442454150
978,0,763,62812,0,9780763628120
978,1,599,90074,0,9781599900740
978,0,553,21314,0,9780553213140
978,0,763,62812,0,9780763628120
978,0,061,13938,0,9780061139380
978,1,741,66448,0,9781741664480
978,1,405,25821,0,9781405258210
978,1,416,97170,0,9781416971700
978,0,060,57581,0,9780060575810
978,0,399,24455,0,9780399244550
978,0,316,90572,0,9780316905720
978,0,670,07030,0,9780670070300
978,0,316,22134,0,9780316221340
978,0,670,01194,0,9780670011940
978,0,061,65926,0,9780061659260
978,0,316,05825,0,9780316058250
978,0,060,58936,0,9780060589360
978,0,061,72681,0,9780061726810
978,0,590,55408,0,9780590554080
978,1,442,40232,0,9781442402320
978,0,316,15630,0,9780316156300
978,0,399,25620,0,9780399256200
978,0,061,65922,0,9780061659220
978,0,062,22474,0,9780062224740
978,1,409,52197,0,9781409521970
978,0,062,33638,0,9780062336380
978,1,594,74736,0,9781594747360
978,0,330,42578,0,9780330425780
978,0,060,56621,0,9780060566210
978,0,547,25127,0,9780547251270
978,0,062,07107,0,9780062071070
978,0,375,99067,0,9780375990670
978,1,416,92500,0,9781416925000
978,1,423,11070,0,9781423110700
978,0,441,00576,0,9780441005760
978,0,689,83911,0,9780689839110
978,0,141,35727,0,9780141357270
978,0,385,73398,0,9780385733980
978,0,062,22410,0,9780062224100
978,0,689,87299,0,9780689872990
978,1,416,95006,0,9781416950060
978,1,423,12166,0,9781423121660
978,0,802,79824,0,9780802798240
978,0,394,82038,0,9780394820380
978,1,423,17512,0,9781423175120
978,0,803,73356,0,9780803733560
978,0,439,85802,0,9780439858020
978,0,062,01456,0,9780062014560
978,0,064,40734,0,9780064407340
978,0,439,54527,0,9780439545270
978,0,312,56904,0,9780312569040
978,1,451,66821,0,9781451668210
978,0,440,90057,0,9780440900570
978,0,451,22090,0,9780451220900
978,0,316,01456,0,9780316014560
978,0,441,06881,0,9780441068810
978,0,142,30070,0,9780142300700
978,0,441,06881,0,9780441068810
978,0,763,62091,0,9780763620910
978,0,689,85544,0,9780689855440
978,0,552,55265,0,9780552552650
978,0,062,27113,0,9780062271130
978,0,689,84158,0,9780689841580
978,0,738,71868,0,9780738718680
978,0,810,99359,0,9780810993590
978,0,060,76491,0,9780060764910
978,0,316,01456,0,9780316014560
978,0,375,83487,0,9780375834870
978,0,786,85171,0,9780786851710
978,0,670,07030,0,9780670070300
978,0,061,05992,0,9780061059920
978,0,553,23370,0,9780553233700
978,0,446,54524,0,9780446545240
978,0,743,43732,0,9780743437320
978,1,406,31028,0,9781406310280
978,0,061,72891,0,9780061728910
978,0,316,12353,0,9780316123530
978,0,064,47279,0,9780064472790
978,0,671,72946,0,9780671729460
978,0,888,99416,0,9780888994160
978,0,547,95921,0,9780547959210
978,0,064,41047,0,9780064410470
978,0,670,06029,0,9780670060290
978,0,060,72450,0,9780060724500
978,1,595,14337,0,9781595143370
978,0,689,86006,0,9780689860060
978,0,312,65629,0,9780312656290
978,1,595,14491,0,9781595144910
978,0,439,36678,0,9780439366780
978,0,671,72939,0,9780671729390
978,0,064,40631,0,9780064406310
978,0,142,40001,0,9780142400010
978,0,060,88739,0,9780060887390
978,0,373,21005,0,9780373210050
978,0,803,73155,0,9780803731550
978,0,316,12238,0,9780316122380
978,0,316,13398,0,9780316133980
978,0,062,02404,0,9780062024040
978,0,670,01225,0,9780670012250
978,0,060,53503,0,9780060535030
978,0,689,85771,0,9780689857710
978,0,545,22490,0,9780545224900
978,0,385,75106,0,9780385751060
978,0,060,87419,0,9780060874190
978,0,062,00394,0,9780062003940
978,0,451,22973,0,9780451229730
978,0,689,86519,0,9780689865190
978,1,406,30936,0,9781406309360
978,0,316,06805,0,9780316068050
978,0,689,84092,0,9780689840920
978,0,373,21037,0,9780373210370
978,0,316,13398,0,9780316133980
978,0,064,40504,0,9780064405040
978,1,463,75697,0,9781463756970
978,1,406,50106,0,9781406501060
978,0,060,51410,0,9780060514100
978,0,061,34572,0,9780061345720
978,0,060,59016,0,9780060590160
978,0,553,53652,0,9780553536520
978,1,595,14317,0,9781595143170
978,0,786,85149,0,9780786851490
978,1,442,48659,0,9781442486590
978,0,307,93190,0,9780307931900
978,1,416,97918,0,9781416979180
978,1,416,97918,0,9781416979180
978,1,423,14057,0,9781423140570
978,0,525,42367,0,9780525423670
978,0,689,87780,0,9780689877800
978,0,439,77128,0,9780439771280
978,0,061,13223,0,9780061132230
978,0,062,41409,0,9780062414090
978,1,250,06056,0,9781250060560
978,0,142,40614,0,9780142406140
978,0,808,55304,0,9780808553040
978,0,061,77985,0,9780061779850
978,0,062,05993,0,9780062059930
978,0,747,59988,0,9780747599880
978,0,061,34569,0,9780061345690
978,0,312,65025,0,9780312650250
978,0,385,74356,0,9780385743560
978,1,423,14673,0,9781423146730
978,0,803,73699,0,9780803736990
978,0,060,87419,0,9780060874190
978,0,061,28888,0,9780061288880
978,0,441,01029,0,9780441010290
978,0,061,44912,0,9780061449120
978,0,064,40021,0,9780064400210
978,0,142,40076,0,9780142400760
978,0,689,87299,0,9780689872990
978,0,375,83695,0,9780375836950
978,0,525,42306,0,9780525423060
978,1,416,91417,0,9781416914170
978,0,062,39218,0,9780062392180
978,1,599,90479,0,9781599904790
978,0,142,40110,0,9780142401100
978,0,439,70089,0,9780439700890
978,0,060,88012,0,9780060880120
978,0,062,24009,0,9780062240090
978,1,934,81332,0,9781934813320
978,0,399,24458,0,9780399244580
978,0,812,55070,0,9780812550700
978,0,141,38289,0,9780141382890
978,0,312,37015,0,9780312370150
978,0,689,84092,0,9780689840920
978,0,064,47278,0,9780064472780
978,0,399,25693,0,9780399256930
978,0,525,42335,0,9780525423350
978,0,440,41851,0,9780440418510
978,1,481,40455,0,9781481404550
978,0,439,35807,0,9780439358070
978,0,689,84537,0,9780689845370
978,1,421,51343,0,9781421513430
978,0,062,11462,0,9780062114620
978,0,451,47470,0,9780451474700
978,0,316,12611,0,9780316126110
978,0,061,68942,0,9780061689420
978,0,312,18111,0,9780312181110
978,0,312,36747,0,9780312367470
978,0,061,70124,0,9780061701240
978,0,062,00394,0,9780062003940
978,0,553,38304,0,9780553383040
978,0,316,73516,0,9780316735160
978,1,423,10227,0,9781423102270
978,0,805,08051,0,9780805080510
978,1,442,40339,0,9781442403390
978,0,803,73720,0,9780803737200
978,0,066,23850,0,9780066238500
978,0,060,58936,0,9780060589360
978,0,803,73155,0,9780803731550
978,0,374,38472,0,9780374384720
978,0,062,01456,0,9780062014560
978,0,439,70089,0,9780439700890
978,0,618,68308,0,9780618683080
978,0,061,72082,0,9780061720820
978,1,481,42234,0,9781481422340
978,1,595,14491,0,9781595144910
978,0,385,73314,0,9780385733140
978,1,606,84057,0,9781606840570
978,1,595,54716,0,9781595547160
978,0,441,01240,0,9780441012400
978,1,846,05476,0,9781846054760
978,0,061,13223,0,9780061132230
978,0,439,55401,0,9780439554010
978,0,802,72086,0,9780802720860
978,0,439,47429,0,9780439474290
978,0,373,21028,0,9780373210280
978,0,525,47689,0,9780525476890
978,0,141,38289,0,9780141382890
978,0,385,73916,0,9780385739160
978,1,582,34991,0,9781582349910
978,0,062,07116,0,9780062071160
978,0,374,34668,0,9780374346680
978,1,595,54716,0,9781595547160
978,0,061,05992,0,9780061059920
978,0,152,04566,0,9780152045660
978,0,060,87416,0,9780060874160
978,0,547,73848,0,9780547738480
978,0,805,08051,0,9780805080510
978,0,373,21028,0,9780373210280
978,1,406,32134,0,9781406321340
978,0,142,40865,0,9780142408650
978,0,440,99578,0,9780440995780
978,0,062,28568,0,9780062285680
978,1,442,45415,0,9781442454150
978,1,416,94967,0,9781416949670
978,0,553,49909,0,9780553499090
978,1,423,18310,0,9781423183100
978,0,060,08209,0,9780060082090
978,1,416,90585,0,9781416905850
978,0,062,32052,0,9780062320520
978,0,375,83695,0,9780375836950
978,0,060,73408,0,9780060734080
978,0,060,51410,0,9780060514100
978,0,441,01240,0,9780441012400
978,0,440,43988,0,9780440439880
978,0,439,92550,0,9780439925500
978,1,423,14673,0,9781423146730
978,0,060,88738,0,9780060887380
978,0,060,76088,0,9780060760880
978,0,689,85797,0,9780689857970
978,0,525,42329,0,9780525423290
978,0,553,53565,0,9780553535650
978,0,399,25651,0,9780399256510
978,0,062,22097,0,9780062220970
978,0,679,73477,0,9780679734770
978,0,451,23161,0,9780451231610
978,0,312,36028,0,9780312360280
978,0,060,09490,0,9780060094900
978,0,375,83487,0,9780375834870
978,0,061,66807,0,9780061668070
978,0,545,06039,0,9780545060390
978,0,060,83765,0,9780060837650
978,1,455,50306,0,9781455503060
978,1,423,12131,0,9781423121310
978,0,808,55304,0,9780808553040
978,0,152,05222,0,9780152052220
978,0,553,49668,0,9780553496680
978,1,416,91874,0,9781416918740
978,1,423,18310,0,9781423183100
978,0,808,51696,0,9780808516960
978,0,758,27281,0,9780758272810
978,0,553,28052,0,9780553280520
978,0,061,12527,0,9780061125270
978,0,062,31715,0,9780062317150
978,0,778,32564,0,9780778325640
978,0,062,04855,0,9780062048550
978,1,442,43500,0,9781442435000
978,0,060,73942,0,9780060739420
978,0,060,72461,0,9780060724610
978,0,061,99066,0,9780061990660
978,0,062,24817,0,9780062248170
978,0,698,18489,0,9780698184890
978,0,061,28447,0,9780061284470
978,0,525,42158,0,9780525421580
978,1,423,10876,0,9781423108760
978,0,857,53202,0,9780857532020
978,0,385,73877,0,9780385738770
978,0,399,16784,0,9780399167840
978,0,805,09925,0,9780805099250
978,0,061,97459,0,9780061974590
978,1,442,40232,0,9781442402320
978,0,451,52883,0,9780451528830
978,0,525,42294,0,9780525422940
978,0,142,40001,0,9780142400010
978,0,062,31067,0,9780062310670
978,0,399,24455,0,9780399244550
978,0,805,08052,0,9780805080520
978,0,060,75587,0,9780060755870
978,0,810,99359,0,9780810993590
978,0,060,53399,0,9780060533990
978,0,062,00949,0,9780062009490
978,1,905,65487,0,9781905654870
978,0,062,05996,0,9780062059960
978,0,810,99359,0,9780810993590
978,1,442,47428,0,9781442474280
978,0,373,21018,0,9780373210180
978,0,060,84183,0,9780060841830
978,0,738,71018,0,9780738710180
978,0,062,01201,0,9780062012010
978,1,416,97170,0,9781416971700
978,0,439,02350,0,9780439023500
978,1,862,30817,0,9781862308170
978,1,423,16823,0,9781423168230
978,0,316,17604,0,9780316176040
978,0,316,13291,0,9780316132910
978,1,416,98448,0,9781416984480
978,1,741,66135,0,9781741661350
978,1,421,51343,0,9781421513430
978,0,545,16917,0,9780545169170
978,0,061,70124,0,9780061701240
978,0,140,37642,0,9780140376420
978,0,545,01009,0,9780545010090
978,1,595,14307,0,9781595143070
978,1,599,90844,0,9781599908440
978,1,442,40354,0,9781442403540
978,0,316,03606,0,9780316036060
978,0,060,51960,0,9780060519600
978,1,451,63575,0,9781451635750
978,0,375,83365,0,9780375833650
978,1,442,40660,0,9781442406600
978,1,416,97453,0,9781416974530
978,0,060,28814,0,9780060288140
978,1,250,00632,0,9781250006320
978,1,416,97895,0,9781416978950
978,0,142,40120,0,9780142401200
978,1,416,94091,0,9781416940910
978,0,786,83893,0,9780786838930
978,0,394,82038,0,9780394820380
978,0,062,27878,0,9780062278780
978,0,061,67086,0,9780061670860
978,1,416,52040,0,9781416520400
978,0,671,72940,0,9780671729400
978,0,439,63648,0,9780439636480
978,1,400,03105,0,9781400031050
978,0,062,42296,0,9780062422960
978,0,061,66277,0,9780061662770
978,0,525,42294,0,9780525422940
978,0,803,73356,0,9780803733560
978,0,545,42290,0,9780545422900
978,0,062,02057,0,9780062020570
978,0,062,23579,0,9780062235790
978,1,250,09184,0,9781250091840
978,0,786,83788,0,9780786837880
978,0,062,22097,0,9780062220970
978,1,406,50107,0,9781406501070
978,1,481,40455,0,9781481404550
978,1,423,15737,0,9781423157370
978,1,599,90119,0,9781599901190
978,0,440,42124,0,9780440421240
978,0,553,21316,0,9780553213160
978,0,061,05993,0,9780061059930
978,0,439,35807,0,9780439358070
978,0,142,40663,0,9780142406630
978,1,416,97453,0,9781416974530
978,0,061,05993,0,9780061059930
978,1,423,12820,0,9781423128200
978,0,061,23116,0,9780061231160
978,0,316,13398,0,9780316133980
978,0,525,42588,0,9780525425880
978,0,061,76763,0,9780061767630
978,0,142,40739,0,9780142407390
978,0,142,40165,0,9780142401650
978,0,062,08102,0,9780062081020
978,0,062,23579,0,9780062235790
