exam_date,exam_time,exam_datetime
1985-11-07,09:23:00,1985-11-07 09:23:00
1970-01-21,07:05:34,1970-01-21 07:05:34
1992-02-15,06:44:06,1992-02-15 06:44:06
1985-02-10,01:04:23,1985-02-10 01:04:23
2009-04-13,09:40:46,2009-04-13 09:40:46
1975-11-23,23:02:17,1975-11-23 23:02:17
1972-03-04,02:37:44,1972-03-04 02:37:44
1991-07-26,00:10:58,1991-07-26 00:10:58
2018-03-25,07:08:18,2018-03-25 07:08:18
2014-03-11,11:35:54,2014-03-11 11:35:54
1972-12-19,11:15:13,1972-12-19 11:15:13
2016-04-17,16:03:05,2016-04-17 16:03:05
2008-04-29,21:43:52,2008-04-29 21:43:52
2007-11-15,15:36:22,2007-11-15 15:36:22
1997-08-04,12:49:34,1997-08-04 12:49:34
2015-09-11,15:58:06,2015-09-11 15:58:06
2015-10-11,11:36:41,2015-10-11 11:36:41
1978-08-23,08:39:41,1978-08-23 08:39:41
1989-06-16,22:13:05,1989-06-16 22:13:05
2012-04-22,15:13:45,2012-04-22 15:13:45
1984-07-09,01:23:36,1984-07-09 01:23:36
2002-07-15,02:44:31,2002-07-15 02:44:31
2004-10-07,05:12:01,2004-10-07 05:12:01
1997-08-15,12:00:08,1997-08-15 12:00:08
1998-07-31,15:25:14,1998-07-31 15:25:14
2002-01-28,13:26:23,2002-01-28 13:26:23
2020-10-06,16:06:48,2020-10-06 16:06:48
2001-11-13,01:06:19,2001-11-13 01:06:19
2008-04-26,11:18:09,2008-04-26 11:18:09
1970-10-29,22:26:56,1970-10-29 22:26:56
1990-08-28,07:20:10,1990-08-28 07:20:10
1991-07-29,07:03:04,1991-07-29 07:03:04
1980-09-14,18:39:48,1980-09-14 18:39:48
1973-11-15,10:20:52,1973-11-15 10:20:52
2020-09-20,08:13:36,2020-09-20 08:13:36
1981-01-23,21:50:25,1981-01-23 21:50:25
2006-06-15,12:28:25,2006-06-15 12:28:25
2023-11-23,09:20:25,2023-11-23 09:20:25
2020-06-19,13:17:34,2020-06-19 13:17:34
1981-04-01,16:06:16,1981-04-01 16:06:16
1983-06-01,17:33:48,1983-06-01 17:33:48
2018-10-10,19:24:31,2018-10-10 19:24:31
1991-01-04,07:58:05,1991-01-04 07:58:05
1992-02-02,21:05:25,1992-02-02 21:05:25
2013-06-18,01:54:08,2013-06-18 01:54:08
1973-03-20,12:56:22,1973-03-20 12:56:22
2003-10-07,22:50:33,2003-10-07 22:50:33
1989-08-24,15:39:36,1989-08-24 15:39:36
2005-08-25,13:31:30,2005-08-25 13:31:30
1972-09-01,08:41:07,1972-09-01 08:41:07
1972-08-04,01:01:39,1972-08-04 01:01:39
2004-06-20,17:00:34,2004-06-20 17:00:34
1985-10-21,04:13:42,1985-10-21 04:13:42
2024-02-19,14:33:25,2024-02-19 14:33:25
2014-10-30,20:21:27,2014-10-30 20:21:27
1975-02-17,16:01:07,1975-02-17 16:01:07
2008-10-07,14:56:55,2008-10-07 14:56:55
1987-09-22,03:42:39,1987-09-22 03:42:39
2023-11-21,14:30:17,2023-11-21 14:30:17
2001-04-11,03:41:39,2001-04-11 03:41:39
2014-03-18,12:53:53,2014-03-18 12:53:53
1994-08-02,16:43:48,1994-08-02 16:43:48
1995-05-10,02:26:12,1995-05-10 02:26:12
1974-12-12,22:52:09,1974-12-12 22:52:09
2012-10-30,18:14:48,2012-10-30 18:14:48
1975-01-17,22:50:27,1975-01-17 22:50:27
2004-02-23,06:36:03,2004-02-23 06:36:03
2014-03-07,10:27:59,2014-03-07 10:27:59
1995-11-17,23:29:27,1995-11-17 23:29:27
1996-03-03,15:37:15,1996-03-03 15:37:15
1975-06-28,08:18:31,1975-06-28 08:18:31
2022-01-23,21:12:03,2022-01-23 21:12:03
1973-01-26,03:49:03,1973-01-26 03:49:03
1997-11-05,19:03:01,1997-11-05 19:03:01
2003-02-24,07:00:57,2003-02-24 07:00:57
2000-11-04,07:56:53,2000-11-04 07:56:53
2016-11-22,09:09:49,2016-11-22 09:09:49
1973-07-31,01:03:45,1973-07-31 01:03:45
1980-07-23,09:07:12,1980-07-23 09:07:12
1984-06-28,05:30:48,1984-06-28 05:30:48
2018-04-26,17:37:33,2018-04-26 17:37:33
2018-07-24,20:57:41,2018-07-24 20:57:41
2023-03-02,20:15:00,2023-03-02 20:15:00
2004-08-30,01:44:56,2004-08-30 01:44:56
2005-06-18,00:44:23,2005-06-18 00:44:23
1995-10-10,01:01:15,1995-10-10 01:01:15
1986-03-26,00:18:49,1986-03-26 00:18:49
2010-05-17,06:35:58,2010-05-17 06:35:58
2019-04-02,00:37:20,2019-04-02 00:37:20
2015-07-12,22:08:11,2015-07-12 22:08:11
2001-08-31,01:05:49,2001-08-31 01:05:49
1982-08-05,02:18:35,1982-08-05 02:18:35
1989-02-13,05:11:04,1989-02-13 05:11:04
2009-05-01,22:28:41,2009-05-01 22:28:41
1998-05-25,09:05:56,1998-05-25 09:05:56
2024-01-10,05:11:59,2024-01-10 05:11:59
1991-01-26,06:15:52,1991-01-26 06:15:52
2019-04-12,09:08:55,2019-04-12 09:08:55
2007-11-03,09:33:14,2007-11-03 09:33:14
2001-06-06,17:19:11,2001-06-06 17:19:11
1977-01-22,21:58:13,1977-01-22 21:58:13
1973-04-21,10:54:19,1973-04-21 10:54:19
2005-09-09,13:50:49,2005-09-09 13:50:49
1994-11-13,00:06:15,1994-11-13 00:06:15
2020-02-21,11:15:17,2020-02-21 11:15:17
1999-11-12,08:31:54,1999-11-12 08:31:54
1995-09-29,07:12:34,1995-09-29 07:12:34
2003-03-22,15:12:51,2003-03-22 15:12:51
1987-10-16,03:52:02,1987-10-16 03:52:02
1987-10-29,17:49:56,1987-10-29 17:49:56
1977-09-30,17:31:20,1977-09-30 17:31:20
2019-02-04,07:24:47,2019-02-04 07:24:47
1985-06-01,01:56:47,1985-06-01 01:56:47
1972-09-22,07:53:18,1972-09-22 07:53:18
2000-05-06,04:59:36,2000-05-06 04:59:36
1982-12-26,00:40:54,1982-12-26 00:40:54
2023-10-17,08:57:57,2023-10-17 08:57:57
2002-09-18,02:59:22,2002-09-18 02:59:22
1995-05-11,02:00:13,1995-05-11 02:00:13
1985-05-09,10:40:57,1985-05-09 10:40:57
1995-07-26,21:52:42,1995-07-26 21:52:42
2006-05-31,19:05:56,2006-05-31 19:05:56
1993-08-09,04:44:58,1993-08-09 04:44:58
1975-05-31,01:23:00,1975-05-31 01:23:00
1989-06-18,04:03:12,1989-06-18 04:03:12
2014-09-05,02:41:24,2014-09-05 02:41:24
2021-08-26,08:55:22,2021-08-26 08:55:22
2011-01-15,22:33:45,2011-01-15 22:33:45
1989-11-24,23:24:01,1989-11-24 23:24:01
2002-09-30,08:53:07,2002-09-30 08:53:07
2008-05-24,21:08:32,2008-05-24 21:08:32
2021-12-29,02:42:52,2021-12-29 02:42:52
2022-09-27,00:12:47,2022-09-27 00:12:47
1971-12-21,03:25:51,1971-12-21 03:25:51
2014-02-03,04:38:38,2014-02-03 04:38:38
2000-05-07,19:55:47,2000-05-07 19:55:47
1989-01-03,18:17:31,1989-01-03 18:17:31
1991-12-29,05:29:50,1991-12-29 05:29:50
2008-06-28,14:40:48,2008-06-28 14:40:48
1995-02-07,22:22:59,1995-02-07 22:22:59
2017-11-09,20:57:24,2017-11-09 20:57:24
1990-08-28,08:22:47,1990-08-28 08:22:47
2001-12-19,22:28:48,2001-12-19 22:28:48
1980-10-08,22:32:40,1980-10-08 22:32:40
1979-03-23,22:16:40,1979-03-23 22:16:40
1996-01-07,13:29:29,1996-01-07 13:29:29
1973-07-11,00:29:35,1973-07-11 00:29:35
1974-12-08,18:33:50,1974-12-08 18:33:50
2012-05-20,19:38:15,2012-05-20 19:38:15
2020-02-03,17:57:42,2020-02-03 17:57:42
1980-01-12,11:31:07,1980-01-12 11:31:07
2012-09-10,09:18:23,2012-09-10 09:18:23
2004-11-15,10:41:06,2004-11-15 10:41:06
1998-07-19,21:13:36,1998-07-19 21:13:36
2008-10-05,03:16:17,2008-10-05 03:16:17
1987-09-30,20:24:29,1987-09-30 20:24:29
2010-04-25,02:28:26,2010-04-25 02:28:26
1982-04-26,16:58:56,1982-04-26 16:58:56
2004-09-01,22:08:32,2004-09-01 22:08:32
2013-08-20,18:15:43,2013-08-20 18:15:43
2002-04-16,20:32:22,2002-04-16 20:32:22
1976-11-10,00:01:05,1976-11-10 00:01:05
1989-11-30,15:02:12,1989-11-30 15:02:12
2022-04-27,15:35:38,2022-04-27 15:35:38
1991-12-08,18:36:25,1991-12-08 18:36:25
1976-06-15,16:49:37,1976-06-15 16:49:37
2011-05-15,14:11:21,2011-05-15 14:11:21
2024-04-24,22:26:54,2024-04-24 22:26:54
1996-07-04,04:17:42,1996-07-04 04:17:42
1993-05-08,19:53:23,1993-05-08 19:53:23
1997-01-01,18:04:52,1997-01-01 18:04:52
2023-04-12,17:25:51,2023-04-12 17:25:51
1989-03-22,20:25:31,1989-03-22 20:25:31
2019-01-16,20:30:56,2019-01-16 20:30:56
1973-09-24,00:11:56,1973-09-24 00:11:56
1980-02-02,16:16:26,1980-02-02 16:16:26
2018-06-07,04:13:43,2018-06-07 04:13:43
1971-03-19,16:04:14,1971-03-19 16:04:14
1982-10-23,21:27:04,1982-10-23 21:27:04
2013-04-23,13:41:55,2013-04-23 13:41:55
1989-10-31,05:54:44,1989-10-31 05:54:44
1973-04-13,02:44:41,1973-04-13 02:44:41
2004-11-04,16:58:43,2004-11-04 16:58:43
2012-06-13,05:22:33,2012-06-13 05:22:33
1995-06-20,03:53:23,1995-06-20 03:53:23
2006-03-03,09:35:53,2006-03-03 09:35:53
1986-03-28,09:38:00,1986-03-28 09:38:00
2019-01-31,07:25:25,2019-01-31 07:25:25
1998-12-29,09:05:45,1998-12-29 09:05:45
2006-09-20,02:40:15,2006-09-20 02:40:15
1970-09-08,10:38:32,1970-09-08 10:38:32
1983-06-16,02:37:53,1983-06-16 02:37:53
1991-04-15,04:00:42,1991-04-15 04:00:42
2021-05-28,12:46:37,2021-05-28 12:46:37
1976-12-19,07:51:06,1976-12-19 07:51:06
2013-07-31,21:10:30,2013-07-31 21:10:30
1977-11-09,03:47:00,1977-11-09 03:47:00
2012-03-23,18:20:18,2012-03-23 18:20:18
1999-04-18,11:02:15,1999-04-18 11:02:15
1981-05-17,11:13:48,1981-05-17 11:13:48
1992-03-20,04:39:41,1992-03-20 04:39:41
2014-02-14,03:06:00,2014-02-14 03:06:00
1991-09-10,19:59:17,1991-09-10 19:59:17
1985-08-01,05:35:11,1985-08-01 05:35:11
2016-07-16,12:41:27,2016-07-16 12:41:27
2018-01-24,21:39:00,2018-01-24 21:39:00
1986-09-28,10:03:23,1986-09-28 10:03:23
1975-05-04,11:19:19,1975-05-04 11:19:19
1971-05-17,14:52:21,1971-05-17 14:52:21
1976-06-30,21:09:00,1976-06-30 21:09:00
2000-06-30,18:31:46,2000-06-30 18:31:46
1986-06-18,16:53:28,1986-06-18 16:53:28
1971-06-28,03:58:54,1971-06-28 03:58:54
2002-07-01,09:22:19,2002-07-01 09:22:19
1983-08-21,13:22:39,1983-08-21 13:22:39
2007-01-29,04:19:47,2007-01-29 04:19:47
2007-10-12,11:28:52,2007-10-12 11:28:52
1997-07-05,05:00:19,1997-07-05 05:00:19
2019-11-19,00:37:31,2019-11-19 00:37:31
2020-08-11,04:11:35,2020-08-11 04:11:35
1982-11-24,22:27:10,1982-11-24 22:27:10
1977-10-31,10:48:09,1977-10-31 10:48:09
2002-01-30,15:04:04,2002-01-30 15:04:04
1987-02-21,17:45:28,1987-02-21 17:45:28
2008-03-19,10:59:07,2008-03-19 10:59:07
2002-12-04,11:08:58,2002-12-04 11:08:58
1971-01-26,22:55:25,1971-01-26 22:55:25
2004-06-22,21:47:36,2004-06-22 21:47:36
1996-04-01,23:40:16,1996-04-01 23:40:16
2008-06-13,11:24:43,2008-06-13 11:24:43
2007-12-01,11:54:25,2007-12-01 11:54:25
1975-12-23,23:07:33,1975-12-23 23:07:33
1973-01-30,07:31:59,1973-01-30 07:31:59
1975-09-26,10:04:19,1975-09-26 10:04:19
2006-06-13,11:20:11,2006-06-13 11:20:11
1984-05-15,21:49:58,1984-05-15 21:49:58
1971-02-01,18:57:41,1971-02-01 18:57:41
1992-01-07,08:09:56,1992-01-07 08:09:56
2006-01-03,02:09:38,2006-01-03 02:09:38
1989-05-12,06:29:30,1989-05-12 06:29:30
1984-02-21,15:00:59,1984-02-21 15:00:59
1981-07-18,07:52:30,1981-07-18 07:52:30
1975-06-23,15:41:29,1975-06-23 15:41:29
1989-11-23,20:13:36,1989-11-23 20:13:36
2016-11-16,08:58:03,2016-11-16 08:58:03
2000-08-16,04:40:54,2000-08-16 04:40:54
1990-12-18,13:59:39,1990-12-18 13:59:39
1991-01-28,20:32:03,1991-01-28 20:32:03
2024-07-11,15:56:18,2024-07-11 15:56:18
1994-06-26,10:41:59,1994-06-26 10:41:59
2001-11-25,18:04:33,2001-11-25 18:04:33
2023-06-16,05:35:04,2023-06-16 05:35:04
1995-05-01,18:27:47,1995-05-01 18:27:47
1982-12-20,16:04:46,1982-12-20 16:04:46
2016-06-17,15:19:36,2016-06-17 15:19:36
2017-10-16,03:09:34,2017-10-16 03:09:34
1974-03-29,13:51:27,1974-03-29 13:51:27
2022-12-19,14:52:13,2022-12-19 14:52:13
1985-05-15,04:54:40,1985-05-15 04:54:40
2020-08-14,15:34:44,2020-08-14 15:34:44
2018-06-12,03:44:55,2018-06-12 03:44:55
2001-12-23,14:03:19,2001-12-23 14:03:19
1982-06-14,15:59:23,1982-06-14 15:59:23
1978-10-31,23:32:37,1978-10-31 23:32:37
1985-04-19,14:59:43,1985-04-19 14:59:43
2019-09-06,10:45:27,2019-09-06 10:45:27
1999-02-13,20:13:47,1999-02-13 20:13:47
1997-07-17,18:47:45,1997-07-17 18:47:45
1975-05-16,13:58:32,1975-05-16 13:58:32
2015-02-28,14:43:20,2015-02-28 14:43:20
1999-11-15,23:29:30,1999-11-15 23:29:30
1992-07-11,13:05:53,1992-07-11 13:05:53
1999-05-18,20:19:55,1999-05-18 20:19:55
1984-03-02,20:25:01,1984-03-02 20:25:01
2022-12-13,10:11:38,2022-12-13 10:11:38
1999-04-11,23:35:22,1999-04-11 23:35:22
2006-10-18,15:02:44,2006-10-18 15:02:44
2016-07-10,14:09:56,2016-07-10 14:09:56
1987-02-02,21:16:06,1987-02-02 21:16:06
1999-01-09,04:17:11,1999-01-09 04:17:11
1992-11-25,16:48:43,1992-11-25 16:48:43
1998-03-21,10:30:49,1998-03-21 10:30:49
2019-11-01,08:09:37,2019-11-01 08:09:37
1975-01-19,22:39:17,1975-01-19 22:39:17
1987-08-27,18:10:58,1987-08-27 18:10:58
1998-07-26,00:22:22,1998-07-26 00:22:22
2013-09-25,04:29:56,2013-09-25 04:29:56
1970-03-06,15:03:25,1970-03-06 15:03:25
2021-04-18,11:32:19,2021-04-18 11:32:19
1989-02-17,11:24:51,1989-02-17 11:24:51
2021-02-01,21:51:21,2021-02-01 21:51:21
1981-11-30,02:31:37,1981-11-30 02:31:37
2014-06-28,11:07:28,2014-06-28 11:07:28
1980-04-07,21:53:06,1980-04-07 21:53:06
1992-12-07,17:03:10,1992-12-07 17:03:10
2007-08-19,07:52:13,2007-08-19 07:52:13
1996-11-09,20:18:56,1996-11-09 20:18:56
1988-01-07,22:21:01,1988-01-07 22:21:01
1990-01-03,02:03:06,1990-01-03 02:03:06
1976-08-14,05:37:56,1976-08-14 05:37:56
2014-10-01,03:27:18,2014-10-01 03:27:18
2020-07-16,05:55:58,2020-07-16 05:55:58
2024-01-12,14:28:22,2024-01-12 14:28:22
2000-10-06,13:09:02,2000-10-06 13:09:02
2000-05-07,04:15:53,2000-05-07 04:15:53
2019-02-27,14:14:24,2019-02-27 14:14:24
1988-01-20,05:45:05,1988-01-20 05:45:05
2015-01-18,13:59:01,2015-01-18 13:59:01
2005-01-28,02:16:48,2005-01-28 02:16:48
2004-03-15,03:18:04,2004-03-15 03:18:04
2015-05-14,19:55:21,2015-05-14 19:55:21
1988-07-08,01:21:55,1988-07-08 01:21:55
2021-08-24,01:41:39,2021-08-24 01:41:39
1994-09-11,21:37:04,1994-09-11 21:37:04
1994-05-04,17:41:06,1994-05-04 17:41:06
1986-10-31,00:54:26,1986-10-31 00:54:26
2004-03-09,00:45:12,2004-03-09 00:45:12
2014-11-10,07:20:07,2014-11-10 07:20:07
2011-10-03,15:56:37,2011-10-03 15:56:37
2009-03-20,12:51:28,2009-03-20 12:51:28
2024-07-13,09:18:32,2024-07-13 09:18:32
1997-03-12,13:29:38,1997-03-12 13:29:38
1985-01-20,18:20:31,1985-01-20 18:20:31
1999-08-09,11:09:13,1999-08-09 11:09:13
2003-03-21,08:15:23,2003-03-21 08:15:23
2019-11-18,06:12:12,2019-11-18 06:12:12
1983-02-21,06:28:04,1983-02-21 06:28:04
1990-06-27,00:27:20,1990-06-27 00:27:20
1989-12-08,05:47:40,1989-12-08 05:47:40
1982-01-13,19:37:13,1982-01-13 19:37:13
1995-07-03,02:37:45,1995-07-03 02:37:45
1992-09-13,00:49:02,1992-09-13 00:49:02
1999-11-21,06:50:27,1999-11-21 06:50:27
2019-12-16,15:02:31,2019-12-16 15:02:31
2006-06-16,02:27:01,2006-06-16 02:27:01
2014-02-02,07:52:13,2014-02-02 07:52:13
1992-04-28,19:27:46,1992-04-28 19:27:46
2009-06-03,09:16:58,2009-06-03 09:16:58
1970-02-16,11:17:12,1970-02-16 11:17:12
2006-11-27,18:59:48,2006-11-27 18:59:48
2015-08-24,03:24:15,2015-08-24 03:24:15
1981-05-23,17:22:51,1981-05-23 17:22:51
2010-06-21,02:44:12,2010-06-21 02:44:12
1991-01-09,18:15:45,1991-01-09 18:15:45
2001-01-15,18:48:54,2001-01-15 18:48:54
1975-07-24,17:13:09,1975-07-24 17:13:09
2016-04-18,20:34:32,2016-04-18 20:34:32
2019-07-10,11:40:48,2019-07-10 11:40:48
1987-09-29,11:14:40,1987-09-29 11:14:40
2007-07-04,09:39:28,2007-07-04 09:39:28
2004-01-23,23:57:39,2004-01-23 23:57:39
2005-07-16,22:50:44,2005-07-16 22:50:44
1993-08-11,20:07:34,1993-08-11 20:07:34
2007-11-04,04:04:47,2007-11-04 04:04:47
1994-12-22,08:14:04,1994-12-22 08:14:04
2017-01-03,14:34:36,2017-01-03 14:34:36
2007-03-07,14:20:08,2007-03-07 14:20:08
2000-05-19,10:18:45,2000-05-19 10:18:45
1972-08-26,13:01:43,1972-08-26 13:01:43
1975-03-04,20:58:33,1975-03-04 20:58:33
1984-09-04,00:48:20,1984-09-04 00:48:20
1993-12-29,23:25:38,1993-12-29 23:25:38
2013-03-29,20:15:35,2013-03-29 20:15:35
1987-08-24,07:18:09,1987-08-24 07:18:09
1973-02-08,00:45:17,1973-02-08 00:45:17
1975-10-09,10:11:19,1975-10-09 10:11:19
1981-05-08,04:02:20,1981-05-08 04:02:20
2015-04-06,20:31:10,2015-04-06 20:31:10
2015-11-17,21:32:33,2015-11-17 21:32:33
2011-11-18,02:06:13,2011-11-18 02:06:13
2010-02-23,12:27:06,2010-02-23 12:27:06
1997-08-23,23:11:04,1997-08-23 23:11:04
2022-05-26,12:55:07,2022-05-26 12:55:07
2000-05-16,03:17:34,2000-05-16 03:17:34
2022-04-16,06:43:11,2022-04-16 06:43:11
1982-02-18,10:10:54,1982-02-18 10:10:54
1996-09-21,19:02:13,1996-09-21 19:02:13
1970-04-21,13:12:39,1970-04-21 13:12:39
1991-01-03,17:38:26,1991-01-03 17:38:26
1980-04-29,13:24:32,1980-04-29 13:24:32
1971-07-04,15:34:23,1971-07-04 15:34:23
1972-03-24,18:14:17,1972-03-24 18:14:17
1995-08-20,02:01:51,1995-08-20 02:01:51
1990-05-30,02:10:07,1990-05-30 02:10:07
1997-01-20,08:08:26,1997-01-20 08:08:26
2000-08-18,02:01:18,2000-08-18 02:01:18
2004-08-17,17:50:05,2004-08-17 17:50:05
1999-03-23,22:21:51,1999-03-23 22:21:51
1977-07-29,00:16:07,1977-07-29 00:16:07
2002-04-15,08:10:50,2002-04-15 08:10:50
2001-02-25,12:57:11,2001-02-25 12:57:11
1982-09-12,18:53:05,1982-09-12 18:53:05
1998-09-17,23:58:47,1998-09-17 23:58:47
1984-09-24,12:12:56,1984-09-24 12:12:56
2004-01-08,22:33:18,2004-01-08 22:33:18
1996-09-07,15:01:14,1996-09-07 15:01:14
1971-09-07,17:01:31,1971-09-07 17:01:31
2007-06-15,18:55:20,2007-06-15 18:55:20
2013-11-18,19:29:55,2013-11-18 19:29:55
2012-07-07,17:31:53,2012-07-07 17:31:53
1996-05-31,15:01:14,1996-05-31 15:01:14
1994-09-16,01:47:32,1994-09-16 01:47:32
1987-09-14,22:36:48,1987-09-14 22:36:48
1982-04-11,22:14:06,1982-04-11 22:14:06
2012-07-29,09:49:42,2012-07-29 09:49:42
2021-07-24,01:01:43,2021-07-24 01:01:43
1980-02-20,13:30:46,1980-02-20 13:30:46
2024-07-29,01:13:05,2024-07-29 01:13:05
1985-09-08,20:54:13,1985-09-08 20:54:13
2019-07-24,15:28:20,2019-07-24 15:28:20
2013-08-08,13:49:55,2013-08-08 13:49:55
2000-10-12,06:56:45,2000-10-12 06:56:45
1983-05-20,08:19:09,1983-05-20 08:19:09
1975-06-18,07:16:16,1975-06-18 07:16:16
1993-05-25,13:18:22,1993-05-25 13:18:22
2010-01-04,00:57:28,2010-01-04 00:57:28
1984-07-23,10:46:01,1984-07-23 10:46:01
1978-03-19,18:41:33,1978-03-19 18:41:33
1976-12-20,08:26:33,1976-12-20 08:26:33
1980-09-28,05:24:25,1980-09-28 05:24:25
2016-03-02,04:10:25,2016-03-02 04:10:25
1996-04-19,01:46:18,1996-04-19 01:46:18
2003-04-09,08:30:44,2003-04-09 08:30:44
2019-09-11,07:01:55,2019-09-11 07:01:55
1996-02-19,09:46:56,1996-02-19 09:46:56
1982-09-15,07:48:52,1982-09-15 07:48:52
2008-08-17,18:07:25,2008-08-17 18:07:25
1978-03-28,00:40:52,1978-03-28 00:40:52
1971-01-31,18:08:09,1971-01-31 18:08:09
1971-04-14,07:49:35,1971-04-14 07:49:35
1988-07-02,16:37:10,1988-07-02 16:37:10
1972-12-03,20:52:40,1972-12-03 20:52:40
1998-07-06,00:26:32,1998-07-06 00:26:32
1994-04-25,01:56:37,1994-04-25 01:56:37
2021-12-11,10:27:52,2021-12-11 10:27:52
1985-02-13,21:46:39,1985-02-13 21:46:39
1994-04-23,21:06:25,1994-04-23 21:06:25
1971-12-19,05:22:23,1971-12-19 05:22:23
2020-12-29,21:16:09,2020-12-29 21:16:09
2012-12-25,15:31:26,2012-12-25 15:31:26
2007-07-27,02:19:09,2007-07-27 02:19:09
1996-07-29,16:45:42,1996-07-29 16:45:42
2023-09-07,02:49:16,2023-09-07 02:49:16
1973-05-06,19:50:52,1973-05-06 19:50:52
1989-06-07,06:43:04,1989-06-07 06:43:04
2004-07-12,22:40:54,2004-07-12 22:40:54
1991-11-30,14:06:01,1991-11-30 14:06:01
1999-06-03,06:31:50,1999-06-03 06:31:50
1977-12-31,03:09:32,1977-12-31 03:09:32
2011-01-08,19:26:49,2011-01-08 19:26:49
2017-09-03,18:31:52,2017-09-03 18:31:52
1984-10-10,19:28:14,1984-10-10 19:28:14
2004-02-05,18:56:17,2004-02-05 18:56:17
1989-03-26,19:13:03,1989-03-26 19:13:03
2016-06-08,06:18:10,2016-06-08 06:18:10
2010-12-10,13:52:20,2010-12-10 13:52:20
1992-07-31,02:10:58,1992-07-31 02:10:58
1974-02-18,15:21:28,1974-02-18 15:21:28
1986-03-13,13:13:57,1986-03-13 13:13:57
1998-10-17,21:53:09,1998-10-17 21:53:09
2002-08-15,08:38:55,2002-08-15 08:38:55
1999-02-23,12:06:21,1999-02-23 12:06:21
1974-08-13,06:50:13,1974-08-13 06:50:13
1974-12-27,07:41:48,1974-12-27 07:41:48
1981-12-02,16:55:32,1981-12-02 16:55:32
1990-03-11,01:19:56,1990-03-11 01:19:56
2004-08-18,14:20:01,2004-08-18 14:20:01
1976-05-29,07:26:24,1976-05-29 07:26:24
2014-02-22,23:08:07,2014-02-22 23:08:07
1988-11-12,15:33:58,1988-11-12 15:33:58
2002-06-11,20:35:52,2002-06-11 20:35:52
2017-07-07,11:10:50,2017-07-07 11:10:50
1972-08-20,17:39:17,1972-08-20 17:39:17
2014-11-13,14:45:59,2014-11-13 14:45:59
2008-08-12,08:20:04,2008-08-12 08:20:04
1975-09-09,04:11:14,1975-09-09 04:11:14
2022-09-25,16:22:28,2022-09-25 16:22:28
1983-05-11,15:54:49,1983-05-11 15:54:49
2022-06-16,11:23:15,2022-06-16 11:23:15
1989-05-28,16:42:17,1989-05-28 16:42:17
1974-08-04,20:37:39,1974-08-04 20:37:39
2010-05-08,03:52:22,2010-05-08 03:52:22
1973-02-13,14:49:23,1973-02-13 14:49:23
1985-06-10,03:37:13,1985-06-10 03:37:13
1974-10-10,22:42:07,1974-10-10 22:42:07
1973-07-10,18:33:25,1973-07-10 18:33:25
1989-11-29,09:45:46,1989-11-29 09:45:46
2006-01-17,21:33:07,2006-01-17 21:33:07
1995-05-19,04:18:35,1995-05-19 04:18:35
1999-08-22,23:16:34,1999-08-22 23:16:34
1988-01-16,02:27:43,1988-01-16 02:27:43
2021-04-01,16:44:49,2021-04-01 16:44:49
2014-04-22,06:50:22,2014-04-22 06:50:22
2015-11-19,10:53:57,2015-11-19 10:53:57
1982-10-02,18:33:17,1982-10-02 18:33:17
1998-06-08,17:43:40,1998-06-08 17:43:40
2014-06-24,12:04:09,2014-06-24 12:04:09
2018-11-18,07:44:46,2018-11-18 07:44:46
2007-01-03,21:41:35,2007-01-03 21:41:35
1986-12-04,18:00:20,1986-12-04 18:00:20
2002-02-04,19:13:52,2002-02-04 19:13:52
1972-05-25,16:13:08,1972-05-25 16:13:08
1984-05-06,11:23:43,1984-05-06 11:23:43
1997-03-07,14:29:08,1997-03-07 14:29:08
2003-10-14,02:01:20,2003-10-14 02:01:20
1970-01-13,13:40:13,1970-01-13 13:40:13
1992-10-31,20:52:48,1992-10-31 20:52:48
1992-07-01,07:40:09,1992-07-01 07:40:09
2004-11-25,00:10:29,2004-11-25 00:10:29
2014-02-17,08:35:40,2014-02-17 08:35:40
1978-07-03,21:38:17,1978-07-03 21:38:17
2002-07-17,05:27:22,2002-07-17 05:27:22
1992-10-02,15:50:40,1992-10-02 15:50:40
2012-03-06,11:35:50,2012-03-06 11:35:50
1993-04-16,18:35:33,1993-04-16 18:35:33
1982-01-17,10:37:51,1982-01-17 10:37:51
1983-07-17,12:57:02,1983-07-17 12:57:02
2009-03-14,17:28:39,2009-03-14 17:28:39
2000-12-25,17:12:45,2000-12-25 17:12:45
2022-08-09,22:36:32,2022-08-09 22:36:32
2002-02-09,18:06:56,2002-02-09 18:06:56
1983-07-27,17:54:27,1983-07-27 17:54:27
2000-09-10,07:25:26,2000-09-10 07:25:26
2020-10-15,21:13:32,2020-10-15 21:13:32
2000-08-27,09:57:52,2000-08-27 09:57:52
2010-08-26,03:08:32,2010-08-26 03:08:32
2015-06-22,06:32:52,2015-06-22 06:32:52
2019-11-14,13:17:32,2019-11-14 13:17:32
1994-09-10,17:22:33,1994-09-10 17:22:33
2017-04-27,05:12:02,2017-04-27 05:12:02
2002-11-06,03:59:31,2002-11-06 03:59:31
2001-03-03,08:12:35,2001-03-03 08:12:35
1985-06-03,19:47:46,1985-06-03 19:47:46
1989-11-25,10:23:22,1989-11-25 10:23:22
2004-01-28,02:34:36,2004-01-28 02:34:36
1985-11-10,04:25:38,1985-11-10 04:25:38
1987-08-20,22:29:00,1987-08-20 22:29:00
