latitude,longitude,coordinates
58.2584475,88.552882,"58.2584475, 88.552882"
20.634974,-170.896524,"20.634974, -170.896524"
-6.116534,175.167380,"-6.116534, 175.167380"
56.928921,112.765082,"56.928921, 112.765082"
-28.728395,45.103050,"-28.728395, 45.103050"
-43.297245,-60.976709,"-43.297245, -60.976709"
84.1207825,-178.338307,"84.1207825, -178.338307"
-72.0477285,109.614962,"-72.0477285, 109.614962"
-6.167432,-163.219158,"-6.167432, -163.219158"
-40.679603,86.439525,"-40.679603, 86.439525"
-54.041918,-128.834205,"-54.041918, -128.834205"
7.417229,-141.067480,"7.417229, -141.067480"
-57.960848,5.001005,"-57.960848, 5.001005"
-35.1335475,-100.873534,"-35.1335475, -100.873534"
39.935133,-34.831204,"39.935133, -34.831204"
72.6692805,-33.276321,"72.6692805, -33.276321"
-18.292498,149.068728,"-18.292498, 149.068728"
87.8883955,-77.844751,"87.8883955, -77.844751"
-1.674218,-114.821963,"-1.674218, -114.821963"
88.1730945,40.006468,"88.1730945, 40.006468"
-33.717139,-148.406577,"-33.717139, -148.406577"
9.9404725,-76.686661,"9.9404725, -76.686661"
-69.0700655,14.397811,"-69.0700655, 14.397811"
-21.8090315,-150.924599,"-21.8090315, -150.924599"
85.804783,103.107622,"85.804783, 103.107622"
1.0276665,12.497156,"1.0276665, 12.497156"
72.133292,175.673405,"72.133292, 175.673405"
5.605128,-95.209128,"5.605128, -95.209128"
42.7298535,8.888260,"42.7298535, 8.888260"
9.4065245,-71.925936,"9.4065245, -71.925936"
35.126601,-28.712944,"35.126601, -28.712944"
42.3737915,175.622267,"42.3737915, 175.622267"
-68.508585,48.043800,"-68.508585, 48.043800"
-88.490969,-55.514578,"-88.490969, -55.514578"
4.3176125,65.309666,"4.3176125, 65.309666"
-89.363957,-156.953003,"-89.363957, -156.953003"
41.874081,-120.320501,"41.874081, -120.320501"
-33.913783,117.116868,"-33.913783, 117.116868"
-30.113109,60.127493,"-30.113109, 60.127493"
11.6361085,-117.245603,"11.6361085, -117.245603"
4.540932,-137.634494,"4.540932, -137.634494"
-47.3800875,144.791853,"-47.3800875, 144.791853"
-74.2405325,100.118736,"-74.2405325, 100.118736"
56.056537,-77.854245,"56.056537, -77.854245"
-7.439589,-167.177820,"-7.439589, -167.177820"
-28.6630235,43.458039,"-28.6630235, 43.458039"
-66.745546,160.574643,"-66.745546, 160.574643"
50.2063125,19.088500,"50.2063125, 19.088500"
-22.505769,68.812073,"-22.505769, 68.812073"
29.551114,8.988226,"29.551114, 8.988226"
-51.207103,-152.192019,"-51.207103, -152.192019"
69.982105,171.204253,"69.982105, 171.204253"
-5.2647245,154.676953,"-5.2647245, 154.676953"
87.0228005,51.165763,"87.0228005, 51.165763"
4.320879,132.685149,"4.320879, 132.685149"
-18.760347,-137.472296,"-18.760347, -137.472296"
35.010384,123.187707,"35.010384, 123.187707"
21.073883,127.578373,"21.073883, 127.578373"
-33.0894915,-125.557995,"-33.0894915, -125.557995"
60.469861,114.003905,"60.469861, 114.003905"
30.379758,69.876884,"30.379758, 69.876884"
61.4198035,62.333900,"61.4198035, 62.333900"
51.475378,130.719976,"51.475378, 130.719976"
4.9297875,-8.526833,"4.9297875, -8.526833"
53.789964,-6.262229,"53.789964, -6.262229"
-74.002258,-11.456694,"-74.002258, -11.456694"
82.302431,-176.991290,"82.302431, -176.991290"
22.1665115,142.292127,"22.1665115, 142.292127"
5.8401185,-28.027226,"5.8401185, -28.027226"
-89.5843525,-128.280021,"-89.5843525, -128.280021"
49.1265805,-76.718379,"49.1265805, -76.718379"
58.6982565,-61.299319,"58.6982565, -61.299319"
-34.5072715,41.841939,"-34.5072715, 41.841939"
5.5281185,49.217237,"5.5281185, 49.217237"
-79.820348,28.830504,"-79.820348, 28.830504"
-43.116385,-123.351730,"-43.116385, -123.351730"
31.6447585,-2.191823,"31.6447585, -2.191823"
61.0316655,-135.672882,"61.0316655, -135.672882"
-22.6208635,-69.261972,"-22.6208635, -69.261972"
-34.7425875,-0.000511,"-34.7425875, -0.000511"
-4.102188,163.704952,"-4.102188, 163.704952"
-79.972271,74.091448,"-79.972271, 74.091448"
-15.3837525,97.743576,"-15.3837525, 97.743576"
13.9542315,1.754369,"13.9542315, 1.754369"
30.1567385,-84.572433,"30.1567385, -84.572433"
-56.370764,114.533476,"-56.370764, 114.533476"
72.2631285,9.074573,"72.2631285, 9.074573"
40.1402935,-103.126857,"40.1402935, -103.126857"
-44.489665,-106.273443,"-44.489665, -106.273443"
-79.7034085,100.514390,"-79.7034085, 100.514390"
-55.4303575,-115.627670,"-55.4303575, -115.627670"
-53.547123,88.286453,"-53.547123, 88.286453"
20.5865595,5.026051,"20.5865595, 5.026051"
84.032814,-9.279566,"84.032814, -9.279566"
44.484845,-59.957011,"44.484845, -59.957011"
49.7815635,56.389088,"49.7815635, 56.389088"
-5.8962365,-33.099543,"-5.8962365, -33.099543"
8.5129285,-60.822539,"8.5129285, -60.822539"
73.146395,21.791899,"73.146395, 21.791899"
31.228629,130.417350,"31.228629, 130.417350"
38.1279785,72.828139,"38.1279785, 72.828139"
88.3613815,69.093368,"88.3613815, 69.093368"
-6.7964375,65.107526,"-6.7964375, 65.107526"
15.358242,-108.957759,"15.358242, -108.957759"
-41.623847,-16.654817,"-41.623847, -16.654817"
84.723925,-90.443282,"84.723925, -90.443282"
-88.109904,-144.805915,"-88.109904, -144.805915"
-73.102971,157.486021,"-73.102971, 157.486021"
89.864278,10.223136,"89.864278, 10.223136"
13.4456255,-167.197954,"13.4456255, -167.197954"
49.799260,112.137681,"49.799260, 112.137681"
-45.8880695,106.179371,"-45.8880695, 106.179371"
-46.7780735,83.364278,"-46.7780735, 83.364278"
55.632077,109.982636,"55.632077, 109.982636"
-30.250089,34.153084,"-30.250089, 34.153084"
-39.5009625,166.328218,"-39.5009625, 166.328218"
53.166638,122.771581,"53.166638, 122.771581"
-70.9419975,172.088339,"-70.9419975, 172.088339"
-14.353055,65.702443,"-14.353055, 65.702443"
16.0248455,49.420139,"16.0248455, 49.420139"
-64.2082795,-116.955083,"-64.2082795, -116.955083"
-23.7075115,165.429703,"-23.7075115, 165.429703"
57.0021515,46.679620,"57.0021515, 46.679620"
-53.1906735,45.338997,"-53.1906735, 45.338997"
-19.3144195,106.797244,"-19.3144195, 106.797244"
-24.292165,17.118334,"-24.292165, 17.118334"
-63.694670,-171.024122,"-63.694670, -171.024122"
-30.2024345,-1.787687,"-30.2024345, -1.787687"
49.2682865,49.223546,"49.2682865, 49.223546"
29.027926,149.320495,"29.027926, 149.320495"
72.939216,125.220542,"72.939216, 125.220542"
-7.019780,127.364175,"-7.019780, 127.364175"
-15.8181155,-101.336738,"-15.8181155, -101.336738"
88.631710,13.926676,"88.631710, 13.926676"
-84.2367585,-35.913720,"-84.2367585, -35.913720"
-60.724007,-125.323835,"-60.724007, -125.323835"
-29.3784015,84.719647,"-29.3784015, 84.719647"
-42.359169,58.770013,"-42.359169, 58.770013"
-60.5229325,-58.190213,"-60.5229325, -58.190213"
8.6950045,-33.700413,"8.6950045, -33.700413"
-35.277771,82.424612,"-35.277771, 82.424612"
-53.6077275,50.106231,"-53.6077275, 50.106231"
41.769218,-38.361627,"41.769218, -38.361627"
30.0511725,-75.218237,"30.0511725, -75.218237"
-82.4650655,-110.402836,"-82.4650655, -110.402836"
51.246758,-91.013945,"51.246758, -91.013945"
62.7041305,-40.892789,"62.7041305, -40.892789"
17.3465825,156.464047,"17.3465825, 156.464047"
74.1230005,-6.151083,"74.1230005, -6.151083"
-75.737065,83.954183,"-75.737065, 83.954183"
-83.276373,-49.904131,"-83.276373, -49.904131"
-23.2832535,-77.789371,"-23.2832535, -77.789371"
-55.463182,60.148112,"-55.463182, 60.148112"
39.357551,-167.838363,"39.357551, -167.838363"
-46.1209385,-44.868762,"-46.1209385, -44.868762"
-13.697665,-130.185758,"-13.697665, -130.185758"
-75.922316,-140.907373,"-75.922316, -140.907373"
33.8711705,84.949122,"33.8711705, 84.949122"
44.1889805,-151.861184,"44.1889805, -151.861184"
-46.9347515,-50.556877,"-46.9347515, -50.556877"
12.9569205,92.209323,"12.9569205, 92.209323"
1.521322,-157.129798,"1.521322, -157.129798"
43.017518,-65.985641,"43.017518, -65.985641"
-62.727353,170.386608,"-62.727353, 170.386608"
14.8323835,87.340485,"14.8323835, 87.340485"
-89.367611,-25.856114,"-89.367611, -25.856114"
24.4611615,123.458869,"24.4611615, 123.458869"
-45.100094,87.764519,"-45.100094, 87.764519"
-10.2170285,109.834288,"-10.2170285, 109.834288"
41.631767,154.967564,"41.631767, 154.967564"
88.5175075,63.114303,"88.5175075, 63.114303"
-19.2746605,5.857617,"-19.2746605, 5.857617"
-75.9219665,-44.582129,"-75.9219665, -44.582129"
-63.713972,6.088905,"-63.713972, 6.088905"
38.313054,143.644138,"38.313054, 143.644138"
19.5425885,-45.014109,"19.5425885, -45.014109"
70.731855,70.530877,"70.731855, 70.530877"
-15.857211,55.643705,"-15.857211, 55.643705"
-58.431890,67.233179,"-58.431890, 67.233179"
-64.7937005,159.374163,"-64.7937005, 159.374163"
40.728733,-48.424544,"40.728733, -48.424544"
-13.538911,23.839577,"-13.538911, 23.839577"
-9.4413555,118.950621,"-9.4413555, 118.950621"
-62.337679,38.650034,"-62.337679, 38.650034"
-58.3591075,-134.762202,"-58.3591075, -134.762202"
-34.6850935,57.421482,"-34.6850935, 57.421482"
-61.1501505,-142.560059,"-61.1501505, -142.560059"
1.732276,165.026340,"1.732276, 165.026340"
-40.799472,-154.541772,"-40.799472, -154.541772"
-13.9572285,4.468144,"-13.9572285, 4.468144"
-57.731024,-156.302541,"-57.731024, -156.302541"
75.7264365,-100.470906,"75.7264365, -100.470906"
-47.260382,123.772180,"-47.260382, 123.772180"
10.9720205,-130.999516,"10.9720205, -130.999516"
-67.6454235,-29.011195,"-67.6454235, -29.011195"
57.4341795,175.800249,"57.4341795, 175.800249"
61.9461855,121.231721,"61.9461855, 121.231721"
-65.1531955,-54.402777,"-65.1531955, -54.402777"
-79.2554025,154.534406,"-79.2554025, 154.534406"
3.1058765,-154.602821,"3.1058765, -154.602821"
-81.4282785,10.472378,"-81.4282785, 10.472378"
8.6333515,-161.790418,"8.6333515, -161.790418"
21.257030,5.528892,"21.257030, 5.528892"
49.262914,-168.485215,"49.262914, -168.485215"
-35.7094175,-61.411901,"-35.7094175, -61.411901"
-84.627540,150.562843,"-84.627540, 150.562843"
36.917742,179.199117,"36.917742, 179.199117"
89.1136575,-150.876670,"89.1136575, -150.876670"
-83.4860055,161.989223,"-83.4860055, 161.989223"
63.6712905,-145.767284,"63.6712905, -145.767284"
-47.4665325,145.555072,"-47.4665325, 145.555072"
-24.2037435,-19.752575,"-24.2037435, -19.752575"
81.7003405,109.689009,"81.7003405, 109.689009"
-18.326272,54.181964,"-18.326272, 54.181964"
-54.6655685,90.583562,"-54.6655685, 90.583562"
-44.410596,-19.019401,"-44.410596, -19.019401"
-12.5831435,71.115885,"-12.5831435, 71.115885"
-75.2460805,-20.980446,"-75.2460805, -20.980446"
77.4662415,-172.399740,"77.4662415, -172.399740"
10.9855205,-149.007680,"10.9855205, -149.007680"
11.678209,130.906198,"11.678209, 130.906198"
44.7845985,44.989567,"44.7845985, 44.989567"
33.8430935,-122.730064,"33.8430935, -122.730064"
-14.0678115,-118.960363,"-14.0678115, -118.960363"
72.2513355,-19.562518,"72.2513355, -19.562518"
-40.3062955,-104.321700,"-40.3062955, -104.321700"
-35.8994845,26.426066,"-35.8994845, 26.426066"
7.1695945,20.066054,"7.1695945, 20.066054"
-24.2630865,41.028956,"-24.2630865, 41.028956"
-67.708848,-141.806165,"-67.708848, -141.806165"
32.2521285,49.027868,"32.2521285, 49.027868"
65.7364925,32.969390,"65.7364925, 32.969390"
71.903511,71.501397,"71.903511, 71.501397"
89.3187745,-108.351198,"89.3187745, -108.351198"
-12.157292,-114.375162,"-12.157292, -114.375162"
11.6905755,34.970370,"11.6905755, 34.970370"
-78.6301635,-98.701028,"-78.6301635, -98.701028"
-34.129775,83.337855,"-34.129775, 83.337855"
-10.8712025,161.130260,"-10.8712025, 161.130260"
79.059206,-124.998611,"79.059206, -124.998611"
-64.188090,56.287199,"-64.188090, 56.287199"
-30.8307105,34.491583,"-30.8307105, 34.491583"
-29.535476,160.852135,"-29.535476, 160.852135"
33.3507475,-103.900279,"33.3507475, -103.900279"
80.1576195,-77.275355,"80.1576195, -77.275355"
-64.9396695,111.003591,"-64.9396695, 111.003591"
-83.1506595,-179.084178,"-83.1506595, -179.084178"
-66.330945,172.324836,"-66.330945, 172.324836"
1.7539455,-73.539948,"1.7539455, -73.539948"
27.166923,-54.293156,"27.166923, -54.293156"
29.8404275,-84.890343,"29.8404275, -84.890343"
-68.250527,-35.364756,"-68.250527, -35.364756"
85.2983635,39.780631,"85.2983635, 39.780631"
80.960824,-72.883203,"80.960824, -72.883203"
-45.8574205,-16.093240,"-45.8574205, -16.093240"
17.8677255,-56.729989,"17.8677255, -56.729989"
-33.225874,-112.850997,"-33.225874, -112.850997"
60.3119925,-78.096838,"60.3119925, -78.096838"
-52.974053,-53.712054,"-52.974053, -53.712054"
76.416171,79.857653,"76.416171, 79.857653"
17.994243,-105.534619,"17.994243, -105.534619"
-78.091197,15.162664,"-78.091197, 15.162664"
13.054242,95.152817,"13.054242, 95.152817"
5.7940175,41.341001,"5.7940175, 41.341001"
5.405996,-27.572190,"5.405996, -27.572190"
7.662206,169.137633,"7.662206, 169.137633"
7.7291215,-107.805996,"7.7291215, -107.805996"
80.5829865,76.275834,"80.5829865, 76.275834"
63.5770925,142.425745,"63.5770925, 142.425745"
-45.865111,-78.105298,"-45.865111, -78.105298"
-7.815774,11.882982,"-7.815774, 11.882982"
-41.2402875,57.207106,"-41.2402875, 57.207106"
-22.3069745,-57.658075,"-22.3069745, -57.658075"
75.191709,76.663535,"75.191709, 76.663535"
75.210214,163.471564,"75.210214, 163.471564"
30.1165855,-118.815656,"30.1165855, -118.815656"
-78.0366655,-168.836287,"-78.0366655, -168.836287"
79.672967,-14.286676,"79.672967, -14.286676"
50.5684625,43.965292,"50.5684625, 43.965292"
25.225976,128.014595,"25.225976, 128.014595"
-44.0166225,-144.796862,"-44.0166225, -144.796862"
11.400743,-156.972645,"11.400743, -156.972645"
27.011179,128.556986,"27.011179, 128.556986"
-50.717573,-21.992346,"-50.717573, -21.992346"
10.9053105,-8.197199,"10.9053105, -8.197199"
61.0297485,56.983025,"61.0297485, 56.983025"
52.5580325,16.202058,"52.5580325, 16.202058"
-50.5224525,140.090243,"-50.5224525, 140.090243"
-5.916293,151.501053,"-5.916293, 151.501053"
-67.0469395,-159.754189,"-67.0469395, -159.754189"
-61.0321365,-161.184364,"-61.0321365, -161.184364"
54.5401465,47.345905,"54.5401465, 47.345905"
-45.857686,-153.232982,"-45.857686, -153.232982"
-71.7458455,118.384165,"-71.7458455, 118.384165"
15.242409,-145.979517,"15.242409, -145.979517"
-60.983052,-122.977775,"-60.983052, -122.977775"
16.9453675,-140.946054,"16.9453675, -140.946054"
-35.2651585,90.362870,"-35.2651585, 90.362870"
-53.6457295,-83.828267,"-53.6457295, -83.828267"
6.199951,39.799766,"6.199951, 39.799766"
49.749610,-168.959671,"49.749610, -168.959671"
54.664503,175.724493,"54.664503, 175.724493"
-18.486349,159.340469,"-18.486349, 159.340469"
-88.8330335,-7.256720,"-88.8330335, -7.256720"
-35.628288,-107.396576,"-35.628288, -107.396576"
2.492601,89.512132,"2.492601, 89.512132"
22.1516185,-75.630876,"22.1516185, -75.630876"
-38.0536305,105.922810,"-38.0536305, 105.922810"
61.6471125,117.929049,"61.6471125, 117.929049"
-75.680450,-38.781982,"-75.680450, -38.781982"
-7.9311055,-153.479165,"-7.9311055, -153.479165"
22.318625,-9.314013,"22.318625, -9.314013"
-1.0291765,77.057859,"-1.0291765, 77.057859"
51.088036,110.193900,"51.088036, 110.193900"
-22.4993995,-163.217545,"-22.4993995, -163.217545"
-56.502924,22.329106,"-56.502924, 22.329106"
25.279403,164.409196,"25.279403, 164.409196"
-0.884162,128.652249,"-0.884162, 128.652249"
48.7366985,90.837484,"48.7366985, 90.837484"
54.2364235,69.391816,"54.2364235, 69.391816"
70.535093,-159.893968,"70.535093, -159.893968"
-10.513751,20.473523,"-10.513751, 20.473523"
37.735504,175.957421,"37.735504, 175.957421"
20.130860,-68.150231,"20.130860, -68.150231"
-51.634997,-121.647185,"-51.634997, -121.647185"
-35.673857,-57.307556,"-35.673857, -57.307556"
84.5866795,-178.602641,"84.5866795, -178.602641"
12.384202,32.389447,"12.384202, 32.389447"
-64.2370185,-81.027378,"-64.2370185, -81.027378"
-30.677875,53.319648,"-30.677875, 53.319648"
54.186267,-98.800703,"54.186267, -98.800703"
54.048797,-137.308074,"54.048797, -137.308074"
-4.1763635,-80.030987,"-4.1763635, -80.030987"
-5.4428315,-170.794919,"-5.4428315, -170.794919"
-27.7445405,125.144747,"-27.7445405, 125.144747"
-1.148054,61.016632,"-1.148054, 61.016632"
-0.5843575,-58.724402,"-0.5843575, -58.724402"
-32.2030705,-143.160058,"-32.2030705, -143.160058"
-72.9373505,-92.010700,"-72.9373505, -92.010700"
50.546313,-130.376885,"50.546313, -130.376885"
42.866250,-28.153744,"42.866250, -28.153744"
-20.895450,-73.551253,"-20.895450, -73.551253"
-40.4941385,15.098930,"-40.4941385, 15.098930"
17.8292555,150.622748,"17.8292555, 150.622748"
-24.6438365,117.190565,"-24.6438365, 117.190565"
-47.9581385,44.135273,"-47.9581385, 44.135273"
-83.144308,-100.446650,"-83.144308, -100.446650"
30.290966,-29.366945,"30.290966, -29.366945"
45.2047995,152.645797,"45.2047995, 152.645797"
19.0132535,-12.196022,"19.0132535, -12.196022"
-17.2244315,-108.785332,"-17.2244315, -108.785332"
84.811507,-108.839494,"84.811507, -108.839494"
68.947300,12.572419,"68.947300, 12.572419"
0.8082645,15.949458,"0.8082645, 15.949458"
65.450114,-22.789777,"65.450114, -22.789777"
17.961746,-125.951158,"17.961746, -125.951158"
-30.9247415,-97.657810,"-30.9247415, -97.657810"
42.6883205,168.286402,"42.6883205, 168.286402"
45.131069,134.496983,"45.131069, 134.496983"
-6.664390,50.426282,"-6.664390, 50.426282"
-44.8831825,-152.050470,"-44.8831825, -152.050470"
-12.5173215,26.344753,"-12.5173215, 26.344753"
-72.051677,-63.567997,"-72.051677, -63.567997"
-31.402890,-5.267473,"-31.402890, -5.267473"
57.1205445,94.804269,"57.1205445, 94.804269"
3.9419995,-23.495754,"3.9419995, -23.495754"
31.7138505,-121.300223,"31.7138505, -121.300223"
54.0802915,117.273245,"54.0802915, 117.273245"
-69.6315015,-31.546002,"-69.6315015, -31.546002"
-51.784431,-48.865170,"-51.784431, -48.865170"
59.1366905,-9.453191,"59.1366905, -9.453191"
-89.694851,89.511693,"-89.694851, 89.511693"
42.833152,174.789539,"42.833152, 174.789539"
-22.2770175,-25.356118,"-22.2770175, -25.356118"
-7.6433865,-14.922215,"-7.6433865, -14.922215"
-34.475728,58.103404,"-34.475728, 58.103404"
-67.0073835,134.552261,"-67.0073835, 134.552261"
41.3075395,-118.095598,"41.3075395, -118.095598"
-26.8039845,-29.551017,"-26.8039845, -29.551017"
-23.677426,-13.727417,"-23.677426, -13.727417"
52.061136,-103.919863,"52.061136, -103.919863"
-55.408230,17.480765,"-55.408230, 17.480765"
23.105291,175.749577,"23.105291, 175.749577"
46.4307445,-171.681193,"46.4307445, -171.681193"
44.570320,-170.178186,"44.570320, -170.178186"
-50.904551,-12.869819,"-50.904551, -12.869819"
9.752763,127.255749,"9.752763, 127.255749"
58.2395065,79.609853,"58.2395065, 79.609853"
82.708312,26.557436,"82.708312, 26.557436"
60.448746,-175.657248,"60.448746, -175.657248"
-20.458157,-48.923677,"-20.458157, -48.923677"
34.6474425,106.973699,"34.6474425, 106.973699"
-38.453156,5.386754,"-38.453156, 5.386754"
24.5391135,156.415375,"24.5391135, 156.415375"
58.297844,-5.329421,"58.297844, -5.329421"
79.5427105,-80.425208,"79.5427105, -80.425208"
67.966556,-38.163270,"67.966556, -38.163270"
84.6596005,-96.698304,"84.6596005, -96.698304"
-4.308967,-13.002390,"-4.308967, -13.002390"
77.1434155,-18.345331,"77.1434155, -18.345331"
28.372855,166.538531,"28.372855, 166.538531"
-79.9803625,94.616967,"-79.9803625, 94.616967"
70.215977,-49.174926,"70.215977, -49.174926"
-44.758614,-153.251110,"-44.758614, -153.251110"
-71.6658425,14.910581,"-71.6658425, 14.910581"
-64.1380095,-83.383425,"-64.1380095, -83.383425"
-15.793976,77.675299,"-15.793976, 77.675299"
76.979580,-15.862965,"76.979580, -15.862965"
-13.6799065,50.731703,"-13.6799065, 50.731703"
-85.9050925,-41.167253,"-85.9050925, -41.167253"
55.049472,101.157500,"55.049472, 101.157500"
-13.245509,68.533068,"-13.245509, 68.533068"
-51.756198,-107.568620,"-51.756198, -107.568620"
12.1674955,123.566856,"12.1674955, 123.566856"
45.0038445,143.891000,"45.0038445, 143.891000"
-40.5855745,179.237413,"-40.5855745, 179.237413"
-0.617995,-147.948644,"-0.617995, -147.948644"
-66.166553,-114.354626,"-66.166553, -114.354626"
-61.5552545,93.552118,"-61.5552545, 93.552118"
-50.175460,127.458160,"-50.175460, 127.458160"
-67.4974675,-73.990158,"-67.4974675, -73.990158"
89.7918765,-62.616308,"89.7918765, -62.616308"
13.0148845,-39.626179,"13.0148845, -39.626179"
-33.633950,-45.238762,"-33.633950, -45.238762"
-73.6886255,-127.420397,"-73.6886255, -127.420397"
56.6889585,-58.378195,"56.6889585, -58.378195"
82.283809,143.853059,"82.283809, 143.853059"
8.5244315,54.627368,"8.5244315, 54.627368"
32.7399695,144.737200,"32.7399695, 144.737200"
61.3814945,-82.611344,"61.3814945, -82.611344"
-68.3465865,-82.338752,"-68.3465865, -82.338752"
-10.215080,-121.017101,"-10.215080, -121.017101"
-89.487391,-173.229864,"-89.487391, -173.229864"
30.590745,121.067016,"30.590745, 121.067016"
-86.3157785,109.153377,"-86.3157785, 109.153377"
84.879483,83.954767,"84.879483, 83.954767"
-51.387951,-136.210486,"-51.387951, -136.210486"
11.3619785,90.213498,"11.3619785, 90.213498"
-28.1570635,87.464314,"-28.1570635, 87.464314"
-4.186403,148.232114,"-4.186403, 148.232114"
-80.346514,157.093818,"-80.346514, 157.093818"
-54.6067105,163.437982,"-54.6067105, 163.437982"
-33.641439,95.621032,"-33.641439, 95.621032"
-65.632422,-153.696972,"-65.632422, -153.696972"
-0.3590005,57.750071,"-0.3590005, 57.750071"
-53.807605,-165.563412,"-53.807605, -165.563412"
-8.6073695,-84.589933,"-8.6073695, -84.589933"
30.898855,76.098958,"30.898855, 76.098958"
15.291727,-158.888094,"15.291727, -158.888094"
54.900065,50.067195,"54.900065, 50.067195"
37.7707155,44.444118,"37.7707155, 44.444118"
77.6513955,13.550585,"77.6513955, 13.550585"
-84.827914,-63.765462,"-84.827914, -63.765462"
-21.304740,51.345289,"-21.304740, 51.345289"
-28.8455925,-169.837512,"-28.8455925, -169.837512"
-66.843335,164.279190,"-66.843335, 164.279190"
-83.819037,-150.459860,"-83.819037, -150.459860"
-52.6397785,85.186169,"-52.6397785, 85.186169"
45.2245255,-123.375797,"45.2245255, -123.375797"
-44.807068,91.157142,"-44.807068, 91.157142"
5.353408,98.589606,"5.353408, 98.589606"
-9.3299445,-111.908984,"-9.3299445, -111.908984"
18.901902,47.052250,"18.901902, 47.052250"
67.7583375,154.147581,"67.7583375, 154.147581"
39.137401,34.728331,"39.137401, 34.728331"
78.0844355,-55.578802,"78.0844355, -55.578802"
-4.6545115,153.645830,"-4.6545115, 153.645830"
-7.351469,-76.705084,"-7.351469, -76.705084"
-63.4225655,163.993863,"-63.4225655, 163.993863"
80.9705805,-169.651806,"80.9705805, -169.651806"
-16.5994185,-47.013542,"-16.5994185, -47.013542"
51.095269,-19.936309,"51.095269, -19.936309"
-69.6644845,170.113308,"-69.6644845, 170.113308"
-31.125309,141.681052,"-31.125309, 141.681052"
-47.5259005,70.153357,"-47.5259005, 70.153357"
-16.105532,-39.867617,"-16.105532, -39.867617"
-76.5005135,-70.079230,"-76.5005135, -70.079230"
-27.871052,-64.222393,"-27.871052, -64.222393"
-11.120070,73.398747,"-11.120070, 73.398747"
49.931200,-66.185839,"49.931200, -66.185839"
-76.256642,1.261853,"-76.256642, 1.261853"
14.849135,53.251812,"14.849135, 53.251812"
60.0481165,-8.336231,"60.0481165, -8.336231"
82.804492,19.016664,"82.804492, 19.016664"
41.6027085,-91.103351,"41.6027085, -91.103351"
-75.283418,171.496857,"-75.283418, 171.496857"
32.7269625,170.819708,"32.7269625, 170.819708"
85.9809015,126.180422,"85.9809015, 126.180422"
29.2433275,-144.981817,"29.2433275, -144.981817"
-80.8978825,40.736942,"-80.8978825, 40.736942"
-65.747059,-127.639973,"-65.747059, -127.639973"
-6.2963535,56.467535,"-6.2963535, 56.467535"
-7.365928,-141.921265,"-7.365928, -141.921265"
-24.050487,156.965503,"-24.050487, 156.965503"
-47.0413245,-47.030757,"-47.0413245, -47.030757"
41.8165085,-120.979327,"41.8165085, -120.979327"
42.009997,-37.947698,"42.009997, -37.947698"
-44.185278,78.277659,"-44.185278, 78.277659"
27.197769,-139.600454,"27.197769, -139.600454"
-7.5615845,19.892771,"-7.5615845, 19.892771"
-18.9447925,160.140414,"-18.9447925, 160.140414"
-80.786113,174.168186,"-80.786113, 174.168186"
13.4591535,-0.960016,"13.4591535, -0.960016"
17.584115,-144.276177,"17.584115, -144.276177"
27.058532,139.961813,"27.058532, 139.961813"
-66.0815175,117.611567,"-66.0815175, 117.611567"
-34.5108195,9.732860,"-34.5108195, 9.732860"
-28.4805805,-9.473453,"-28.4805805, -9.473453"
-11.257634,-129.437916,"-11.257634, -129.437916"
-73.7565485,-2.954887,"-73.7565485, -2.954887"
60.8489345,-41.869389,"60.8489345, -41.869389"
43.356917,92.367802,"43.356917, 92.367802"
-9.458414,-143.845312,"-9.458414, -143.845312"
-0.747555,85.801846,"-0.747555, 85.801846"
2.679725,11.014223,"2.679725, 11.014223"
30.5980895,-172.007537,"30.5980895, -172.007537"
-28.691790,-67.086631,"-28.691790, -67.086631"
-61.8463615,-20.477902,"-61.8463615, -20.477902"
74.0774885,-167.478153,"74.0774885, -167.478153"
-64.1008255,119.865813,"-64.1008255, 119.865813"
19.9443115,5.872246,"19.9443115, 5.872246"
-63.7779265,73.077362,"-63.7779265, 73.077362"
-55.4680355,-136.612132,"-55.4680355, -136.612132"
-57.2131975,-85.525278,"-57.2131975, -85.525278"
-42.3596505,140.838035,"-42.3596505, 140.838035"
-76.9273275,22.008564,"-76.9273275, 22.008564"
8.4599185,30.275992,"8.4599185, 30.275992"
-57.698148,-80.381390,"-57.698148, -80.381390"
74.0342755,-73.140673,"74.0342755, -73.140673"
67.546099,175.880184,"67.546099, 175.880184"
-45.936665,-101.414862,"-45.936665, -101.414862"
-17.5406195,-86.620466,"-17.5406195, -86.620466"
-1.498908,76.818484,"-1.498908, 76.818484"
52.2423035,-18.897661,"52.2423035, -18.897661"
-36.786444,-101.551970,"-36.786444, -101.551970"
-66.5098435,116.956586,"-66.5098435, 116.956586"
11.9520235,68.704839,"11.9520235, 68.704839"
4.7971585,102.033846,"4.7971585, 102.033846"
8.8545295,-130.124452,"8.8545295, -130.124452"
6.530606,38.660503,"6.530606, 38.660503"
-65.610331,-93.633098,"-65.610331, -93.633098"
-79.261809,-114.871848,"-79.261809, -114.871848"
-52.505341,-54.573645,"-52.505341, -54.573645"
-39.740254,-111.454437,"-39.740254, -111.454437"
80.4734055,69.474876,"80.4734055, 69.474876"
-34.183940,-40.717587,"-34.183940, -40.717587"
