protocol,domain,tld,url
https,www.mahalo.com,com,https://www.mahalo.com/how-to-pitch-an-article-to-a-newspaper/
https,www.library.usu.edu,edu,https://www.library.usu.edu/Specol/manuscript/caine3.html
http,brown-paper-packages-sa.com,com,http://brown-paper-packages-sa.com/invoice/invoice/846b07751bbfbc389d323a98462f2fd4/
https,www.youtube.com,com,https://www.youtube.com/watch?v=qrvMTv_r8sA
https,www.yorkies1812.blogspot.com,com,https://www.yorkies1812.blogspot.com/2011/10/starting-11-rejected-toronto-fc.html
https,www.yatedo.com,com,https://www.yatedo.com/s/Patrick+Donnelly
https,www.etsy.com,com,https://www.etsy.com/shop/everydayeros
http,twirlygirlphotography.com,com,http://twirlygirlphotography.com/wp-includes/ee.php?m=jyq4jl2729
http,sumofmind.com,com,http://sumofmind.com/
https,www.aspiringtvwriter.blogspot.com,com,https://www.aspiringtvwriter.blogspot.com/2011/06/natpe-pitchcon-2011-interview-w-peter.html
http,moskalskiybodun.com,com,http://moskalskiybodun.com/gate.php
http,dk174.ru,ru,http://dk174.ru/wp-content/themes/img/sec1.store.apple.com.shop.login.c-aHR0cDovL3d3dy5hcHBsZS5jb20vc/Appleworldwide/INTL_Version/Grab.php?page=Login?tokenw77772e646b3137342e7275d961729f5c3f6235fb287ad964ed4ab6
http,modellpolitikrumperoque.ups-for-less.com,com,http://modellpolitikrumperoque.ups-for-less.com/yicnedyedp.php\nnewsok.com/
https,www.wiki.cagepotato.com,com,https://www.wiki.cagepotato.com/index.php/Miguel_Torres
https,www.en.goldenmap.com,com,https://www.en.goldenmap.com/Saluki_(Amtrak)
https,www.footballbuddies.co.uk,uk,https://www.footballbuddies.co.uk/aanmelden.php
https,www.amazon.com,com,https://www.amazon.com/Green-Mile-Tom-Hanks/dp/B00003CWQU
https,www.gatewaybankview.com,com,https://www.gatewaybankview.com/author/jeffcheung/
https,www.jackstackfeedback.com,com,https://www.jackstackfeedback.com/websurvey/app?gateway=FJS
https,www.lostpedia.wikia.com,com,https://www.lostpedia.wikia.com/wiki/ABC_Studios
https,www.clubmontreal.ca,ca,https://www.clubmontreal.ca/en/activities/sportsoffered.aspx
https,www.local.yahoo.com,com,https://www.local.yahoo.com/info-15858574-lima-superior-federal-credit-union-atm-lima
https,www.en.wikipedia.org,org,https://www.en.wikipedia.org/wiki/Kentucky_Derby
https,www.web.userinstinct.com,com,https://www.web.userinstinct.com/3777505-good-samaritan-hospital-laboratory.htm
https,www.ministers-robes-evangelist-robes-custom-made-and-designed.com,com,https://www.ministers-robes-evangelist-robes-custom-made-and-designed.com/
http,travicoperu.com,com,http://travicoperu.com/67fgbcni/
https,www.torontomls.blogspot.com,com,https://www.torontomls.blogspot.com/2007/05/toronto-fc-payroll.html
https,www.timescolonist.com,com,https://www.timescolonist.com/news/Flipped+snarls+traffic+Trans+Canada+Highway/5528783/story.html
https,www.churchpond.com,com,https://www.churchpond.com/archivedsermons.htm
https,www.youtube.com,com,https://www.youtube.com/watch?v=NzYWCrS6k6Y
https,www.ucco-sacc.csn.qc.ca,ca,https://www.ucco-sacc.csn.qc.ca/ScriptorWeb/scripto.asp?resultat=827893
https,www.howmanyofme.com,com,https://www.howmanyofme.com/people/Kenneth_Tobey/
http,suppino.com,com,http://suppino.com/locsedsccfeco00onLeXiauto.php
https,www.totimoshi.bigcartel.com,com,https://www.totimoshi.bigcartel.com/
https,www.johnnylampert.com,com,https://www.johnnylampert.com/
https,www.plaxo.com,com,https://www.plaxo.com/directory/G/75/5/index.html
https,www.republican-watch.com,com,https://www.republican-watch.com/index.html
https,www.zimbio.com,com,https://www.zimbio.com/Len+Lesser
https,www.music.yahoo.com,com,https://www.music.yahoo.com/king-khan-the-shrines/albums/bollywood-hits-the-hind--159874438
https,www.crumbsofparis.com,com,https://www.crumbsofparis.com/gallery/v/weddingcakes/madhatter/
https,www.metrolyrics.com,com,https://www.metrolyrics.com/rock-n-roll-machine-lyrics-the-donnas.html
https,www.connect.in.com,com,https://www.connect.in.com/jaguar-bathroom-fittings/profile.html
https,www.facebook.com,com,https://www.facebook.com/people/Steve-Shifflett/100000167812153
http,info.intarspace.co.vu,vu,http://info.intarspace.co.vu/u/dsfihkfisgbdfsdfbsdkfs.php?id=<redacted>&t= oken1=3DVXNhZW0rMTUw&token2=<redacted>&C=3DClic= k
https,www.answers.com,com,https://www.answers.com/topic/project-86
https,www.genforum.com,com,https://www.genforum.com/broughton/all.html
https,www.monova.org,org,https://www.monova.org/rss/torrent/4639621/le_devoir_2011-08-01.pdf.html
http,woorionline.com,com,http://woorionline.com/keywords/1/10/alibaba/trade.php?email=abuse@165.com
https,www.friendsofmartyrobbins.org,org,https://www.friendsofmartyrobbins.org/
https,www.freep.com,com,https://www.freep.com/section/COL33/Stephen-Henderson
https,www.allhighschools.com,com,https://www.allhighschools.com/school/miami-senior-high-school/858821
https,www.classicrock.about.com,com,https://www.classicrock.about.com/b/2011/02/25/reunion-ola-jeff-beck-rod-stewart.htm
http,www.maciejmajewski.pl,pl,http://www.maciejmajewski.pl/gfx/dropbox/us-mg5.mail.yahoo.com/pass.php?.done=rand=13InboxLight.aspx?n=1774256418&amp
https,www.123people.ca,ca,https://www.123people.ca/s/etienne+methot
http,www.hiusteels.com,com,http://www.hiusteels.com/ican/aol.com/index..htm
https,www.wordiq.com,com,https://www.wordiq.com/definition/CFCF
https,www.new-zealand-holidays.net,net,https://www.new-zealand-holidays.net/
http,donasangrepr.com,com,http://donasangrepr.com/portfolio-view/donec-tellus-leo/feed
http,vehanmace.ru,ru,http://vehanmace.ru/sliva/gate.php
https,www.atkeson.net,net,https://www.atkeson.net/history/index.htm
https,www.rottentomatoes.com,com,https://www.rottentomatoes.com/celebrity/dan_aykroyd/
https,www.drtomahern.com,com,https://www.drtomahern.com/Dr_Tom_Ahern.com/Angry_Mad_Horses.html
https,www.itravelnet.com,com,https://www.itravelnet.com/directories/charterairlines.html
https,www.youtube.com,com,https://www.youtube.com/watch?v=1P2YSktr7xU
https,www.answers.com,com,https://www.answers.com/topic/galt-macdermot
http,tbhwrm1.org,org,http://tbhwrm1.org/foxe/
https,www.en.wikipedia.org,org,https://www.en.wikipedia.org/wiki/Kim_Boekbinder
https,www.evri.com,com,https://www.evri.com/organization/bulgaria-national-football-team-0x60fde
https,www.xxxmoviepro.com,com,https://www.xxxmoviepro.com/star/j/john_%22buttman%22_stagliano.html
https,www.books.google.com,com,https://www.books.google.com/books/about/Honest_to_God.html?id=ouLQhkReQfAC
https,www.imdb.com,com,https://www.imdb.com/title/tt0312081/
https,www.web.minorleaguebaseball.com,com,https://www.web.minorleaguebaseball.com/milb/stats/stats.jsp?sid=milb&t=p_pbp&pid=573103
https,www.intothewild.com,com,https://www.intothewild.com/
https,www.aperfectcareer.co.uk,uk,https://www.aperfectcareer.co.uk/
https,www.mytinyphone.com,com,https://www.mytinyphone.com/ringtone/2422746/
https,www.faculty.marianopolis.edu,edu,https://www.faculty.marianopolis.edu/c.belanger/QuebecHistory/encyclopedia/NapoleonBourassabio.htm
https,www.tripadvisor.com,com,https://www.tripadvisor.com/Attraction_Review-g155032-d155361-Reviews-La_Ronde_Amusement_Park-Montreal_Quebec.html
https,www.publicrecords.com,com,https://www.publicrecords.com/people-search-records/raymond-benoit
https,www.coyotes.nhl.com,com,https://www.coyotes.nhl.com/club/player.htm?id=8468695
https,www.people.mcgill.ca,ca,https://www.people.mcgill.ca/peter.kabal/
http,metropolisanluis.com,com,http://metropolisanluis.com/wp-content/languages/themes/www.mobit.com.pk.htm
https,www.en.wikipedia.org,org,https://www.en.wikipedia.org/wiki/Camp_Fire_USA
https,www.local.yahoo.com,com,https://www.local.yahoo.com/info-21512575-skyline-high-school-oakland
https,www.celebirony.com,com,https://www.celebirony.com/en/m/Actors/John_Simm/
https,www.tv.blinkx.com,com,https://www.tv.blinkx.com/show/aqua-teen-hunger-force/0Cs0iYNYNlLVxlqn
https,www.amazon.com,com,https://www.amazon.com/Empire-Express-Building-Transcontinental-Railroad/dp/0140084991
https,www.cas.umkc.edu,edu,https://www.cas.umkc.edu/bkmk/
https,www.zoominfo.com,com,https://www.zoominfo.com/people/Jordan_Marc_4541619.aspx
https,www.babycenter.com,com,https://www.babycenter.com/baby-names-tiga-894555.htm
https,www.filthythievingbastards.com,com,https://www.filthythievingbastards.com/
https,www.music.aol.com,com,https://www.music.aol.com/song/artist/arashi/2187156
https,www.sites.google.com,com,https://www.sites.google.com/a/woodplanning.com/www/
https,www.aviacards.co.uk,uk,https://www.aviacards.co.uk/2368/29707.html
https,www.linkedin.com,com,https://www.linkedin.com/directory/people/campeau-2.html
https,www.thesuburbannews.ca,ca,https://www.thesuburbannews.ca/content/en/3025
https,www.bytown.net,net,https://www.bytown.net/visitation.htm
http,93.189.42.34,34,http://93.189.42.34/module/311ac29c5a8f6b4e7a247db98207fd6e/
http,0s.mfrwg33vnz2hg.m5xw6z3mmuxgg33n.nblz.ru,ru,http://0s.mfrwg33vnz2hg.m5xw6z3mmuxgg33n.nblz.ru/ServiceLogin?service=mail&amp
https,www.ncbi.nlm.nih.gov,gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC80419/
https,www.ballotpedia.org,org,https://www.ballotpedia.org/wiki/index.php/Matt_Gabler
http,thefashionintern.com,com,http://thefashionintern.com/site/Access.html
https,www.aussieshortfilms.com.au,au,https://www.aussieshortfilms.com.au/drama.php
https,www.construction.kellysearch.com,com,https://www.construction.kellysearch.com/profile/rem+d.o.o./si/slovenia/trebnje/8210/322310480
https,www.wn.com,com,https://www.wn.com/Eaton_Centre
https,www.familytreemaker.genealogy.com,com,https://www.familytreemaker.genealogy.com/users/y/o/u/Curtis-B-Young/GENE6-0017.html
https,www.blu-ray.com,com,https://www.blu-ray.com/movies/Star-Trek-Blu-ray/6086/
https,www.flightstobamako.co.uk,uk,https://www.flightstobamako.co.uk/
https,www.dbgordon.com,com,https://www.dbgordon.com/
https,www.indeed.com,com,https://www.indeed.com/cmp/Cadbury-Schweppes
https,www.lawsite.ca,ca,https://www.lawsite.ca/IAWJ/QHRT/Hamon.htm
https,www.rensco.com,com,https://www.rensco.com/
https,www.robtex.com,com,https://www.robtex.com/dns/lotoclic.com.html
https,www.bbc.co.uk,uk,https://www.bbc.co.uk/news/uk-northern-ireland-15346542
https,www.facebook.com,com,https://www.facebook.com/pages/Skatterman-Snug-Brim/112210945457409
http,eurasian.fc2web.com,com,http://eurasian.fc2web.com/18nws9
http,sisgra.com,com,http://sisgra.com/online/sound/OAL/
https,www.topix.com,com,https://www.topix.com/pe/lima
https,www.wn.com,com,https://www.wn.com/United_States_Army
https,www.news.pickuptrucks.com,com,https://www.news.pickuptrucks.com/2010/12/report-chevrolet-still-considering-el-camino-return.html
https,www.classmates.com,com,https://www.classmates.com/directory/school/Christian%20Academy?org=48957
http,meyer.ship.intnet.mu,mu,http://meyer.ship.intnet.mu/Secure/Secure/Secure/g_doc/
https,www.myspace.com,com,https://www.myspace.com/article_marketing
http,schmerkel.com.br,br,http://schmerkel.com.br/erros/cache/LinkedIn/?tracelog=edmfooter
https,www.bankeubih.blogspot.com,com,https://www.bankeubih.blogspot.com/
https,www.blogs.orlandosentinel.com,com,https://www.blogs.orlandosentinel.com/orlando_opinionators/2011/05/dana-summers-rough-sketches-casey-anthony-osama-and-rick-scott.html
http,guanirama-afirgud.com,com,http://guanirama-afirgud.com/logs/
https,www.politicalgraveyard.com,com,https://www.politicalgraveyard.com/bio/minore-mitchel.html
https,www.seeingredaz.wordpress.com,com,https://www.seeingredaz.wordpress.com/2011/08/29/az-ag-tom-horne-subject-of-leftist-lies-distortions/
https,www.streamingsportsfree.com,com,https://www.streamingsportsfree.com/watch-dallas-stars-montreal-canadiens-live-20-09-2011/
http,secure.square.login-isey.usa.cc,cc,http://secure.square.login-isey.usa.cc/account/app/svc/login.html...
https,www.coolissues.com,com,https://www.coolissues.com/mathematics/Navier-Stokes/nstokes.htm
https,www.flickr.com,com,https://www.flickr.com/photos/ptws/4925569057/
https,www.zionlodge.com,com,https://www.zionlodge.com/
http,epcmediu.ro,ro,http://epcmediu.ro/kcfinder/upload/files/h/m/login.126.cn-hk.htm
https,www.amazon.com,com,https://www.amazon.com/Overcoming-Bulimia-Workbook-Step-Step/dp/1572243260
https,po.sh,sh,https://po.sh/manage/Security.php
https,www.sparkpeople.com,com,https://www.sparkpeople.com/
https,www.montrealjazzfestival.com,com,https://www.montrealjazzfestival.com/
https,www.indiamapped.com,com,https://www.indiamapped.com/municipal-corporation-in-india/vadodara-municipal-corporation/
https,www.medibix.com,com,https://www.medibix.com/company.jsp?company_id=15213
https,www.thousandtrails.com,com,https://www.thousandtrails.com/
https,www.bclions.com,com,https://www.bclions.com/article/bclions-comtv-korey-banks-gets-to-know-joash-gesse
https,www.ostwaltsonsite.com,com,https://www.ostwaltsonsite.com/wp-content/uploads/dsk/user/account/
https,www.manta.com,com,https://www.manta.com/c/mmqbls2/tenth-street-market-deli
https,www.onlinelibrary.wiley.com,com,https://www.onlinelibrary.wiley.com/doi/10.1002/ddr.20077/abstract
https,www.louisianadentalplan.com,com,https://www.louisianadentalplan.com/
http,neverlandemporium.com,com,http://neverlandemporium.com/wp-includes/pomo/play/home/
https,www.baseball-reference.com,com,https://www.baseball-reference.com/minors/player.cgi?id=lacock001ral
https,www.myspace.com,com,https://www.myspace.com/wjcwrestlingentertainment
http,karafarms.co.nz,nz,http://karafarms.co.nz/eclou/contactform.php
http,linsy.eu,eu,http://linsy.eu/classes/go/datatext.php?email=abuse@lvah.com
http,otwayorchard.net,net,http://otwayorchard.net/ydumpjt5
https,sflooring-my.sharepoint.com,com,https://sflooring-my.sharepoint.com/personal/rich_schneidersflooring_com/_layouts/15/Authenticate.aspx?Source=/personal/rich_schneidersflooring_com/
http,nerdtritious.com,com,http://nerdtritious.com/@Info/index.php
http,cnhedge.cn,cn,http://cnhedge.cn/js/index.htm?app=com-d3&amp;http://us.battle.net/login/en/?ref=http://cgtxambus.battle.net/d3/en/index
https,www.facebook.com,com,https://www.facebook.com/pages/La-Rage/199817666734843
http,douglasornellas.com.br,br,http://douglasornellas.com.br/administrator/DHL/index.php?rand=13InboxLightaspxn.1774256418&amp;fid&amp;1252899642&amp;fid.1&amp;fav.1&amp;email=ranji
http,photo.storyonboard.net,net,http://photo.storyonboard.net/readme.php
http,217.23.10.181,181,http://217.23.10.181/bins/usb_bus.mpsl
https,www.zillow.com,com,https://www.zillow.com/school/CA-Oakland/Unknown-School-District/Holy-Names-High-School-127956/
https,www.flixster.com,com,https://www.flixster.com/photos/yvette-vickers-14002569
https,sadeva.web.id,id,https://sadeva.web.id/nl-nl/ICS-NET/Mijn-ICS/NL83jg7tfj295g37c2frbn3t4r32r94h8G2e3wer32er/InLoggen/
http,openmadera.com.uy,uy,http://openmadera.com.uy/googledoc/
https,www.chacha.com,com,https://www.chacha.com/question/what-is-the-fellowship-for-christian-athletes
https,www.linkedin.com,com,https://www.linkedin.com/pub/john-smith/2a/b24/820
http,bak.unja.ac.id,id,http://bak.unja.ac.id/3/alibaba/
http,appleverification.com.vatteroniarchitects.com,com,http://appleverification.com.vatteroniarchitects.com/AppleID/...
https,www.powells.com,com,https://www.powells.com/biblio/9780140449198
https,www.arcadja.com,com,https://www.arcadja.com/auctions/en/docking_shay/artist/69771/
http,santiagoapostol.edu.ar,ar,http://santiagoapostol.edu.ar/Lloyds.co.uk/Dir/
https,www.filmtracks.com,com,https://www.filmtracks.com/titles/flim_flam.html
http,www.inhomecareidaho.com,com,http://www.inhomecareidaho.com/wp-includes/news/
https,www.wellness.com,com,https://www.wellness.com/dir/1944953/gastroenterologist/md/riverdale/napoleon-c-marcelo-md
https,www.libertarian.ca,ca,https://www.libertarian.ca/english/candidate-jean-serge-brisson.html
https,www.topprivateschools.ca,ca,https://www.topprivateschools.ca/school.asp?school_id=39
https,www.spiritus-temporis.com,com,https://www.spiritus-temporis.com/24-april/deaths.html
https,www.123people.com,com,https://www.123people.com/s/roy+brock
https,www.swapalop.com,com,https://www.swapalop.com/meteomedia.com
https,www.incomrealestate.com,com,https://www.incomrealestate.com/
https,www.lostintranslationdc.blogspot.com,com,https://www.lostintranslationdc.blogspot.com/
https,www.facebook.com,com,https://www.facebook.com/oshekalasha
https,www.missouri66.org,org,https://www.missouri66.org/newsevents.html
https,www.sports.espn.go.com,com,https://www.sports.espn.go.com/oly/figureskating/columns/story?columnist=voepel_mechelle&id=6069361
https,www.trackingclick.net,net,https://www.trackingclick.net
https,www.trulia.com,com,https://www.trulia.com/property-sitemap/VA/Virginia_Beach/23462/Tony_Lema_Lane/
http,ilharosa.com.br,br,http://ilharosa.com.br/G/Arch/Archive/index.php
https,www.librarything.com,com,https://www.librarything.com/author/roosevelttheodore
http,gosingdoc.com,com,http://gosingdoc.com/filewords/index.php
https,www.freescale.com,com,https://www.freescale.com/webapp/sps/site/overview.jsp?code=NETWORK_SECURITY_FIPS
http,associatelxl.com,com,http://associatelxl.com/premaincopter/
https,www.bookangles.com,com,https://www.bookangles.com/DragonKnight/tabid/142/Default.aspx
http,sewamainananak.co.id,id,http://sewamainananak.co.id/wp-includes/js/crop/ok/aol.htm
https,www.cardboardconnection.com,com,https://www.cardboardconnection.com/luc-robitaille-auctions-memorabilia-for-charity
https,www.linkedin.com,com,https://www.linkedin.com/directory/people/begbie.html
https,www.familynotices24.co.uk,uk,https://www.familynotices24.co.uk/8844039?s_source=arsf_est
https,www.text-lyrics.com,com,https://www.text-lyrics.com/lyrics__/Keak%20Da%20Sneak/
https,www.nme.com,com,https://www.nme.com/artists/retching-red
https,www.superpages.com,com,https://www.superpages.com/bp/Kansas-City-MO/Athenaeum-Kansas-City-L0141927813.htm
http,sxnjsrmvh.ddnsking.com,com,http://sxnjsrmvh.ddnsking.com/wordpress/?bf7N&amp;utm_source=dazzer
https,www.naiasports.org,org,https://www.naiasports.org/honors/index.php
https,www.ehow.com,com,https://www.ehow.com/video_4948946_oakland-city-center-oakland-tribune.html
http,kitsgnt.com,com,http://kitsgnt.com/8fh34f3?sHnciBszJku=SaeSnIx
https,www.content.postnewsgroup.com,com,https://www.content.postnewsgroup.com/?tag=chauncey-bailey
https,www.wireeagle.auburn.edu,edu,https://www.wireeagle.auburn.edu/
https,www.litigation-essentials.lexisnexis.com,com,https://www.litigation-essentials.lexisnexis.com/webcd/app?action=DocumentDisplay&crawlid=1&doctype=cite&docid=91+Geo.+L.J.+513&srctype=smi&srcid=3B15&key=7acc7c0a0bb8fd4fcdea6c063e5dbcb0
https,www.chacha.com,com,https://www.chacha.com/question/who-are-the-oakland-athletics%27-rivals
https,www.imdb.com,com,https://www.imdb.com/title/tt0280438/plotsummary
https,www.linkedin.com,com,https://www.linkedin.com/directory/people/camirand.html
https,www.ibegin.com,com,https://www.ibegin.com/directory/ca/quebec/saint-henri-de-levis/category/automobile-dealers-used-cars/
https,www.ctwomensbasketballhalloffame.com,com,https://www.ctwomensbasketballhalloffame.com/years/2004.html
http,www.genbei-usa.com,com,http://www.genbei-usa.com/webmail
https,www.educationindex.com,com,https://www.educationindex.com/usa/kansas/lawrence/pinnacle-career-institute-92963/
https,www.fi.linkedin.com,com,https://www.fi.linkedin.com/pub/dir/Gerard/+
https,www.content.usatoday.com,com,https://www.content.usatoday.com/community/tags/topic.aspx?req=tag&tag=Sun%20Bowl
https,www.current.com,com,https://www.current.com/entertainment/music/89326561_mike-shinoda-art-exhibit.htm
https,www.laurajohnsonauthor.blogspot.com,com,https://www.laurajohnsonauthor.blogspot.com/
http,casite-708442.cloudaccess.net,net,http://casite-708442.cloudaccess.net/ap_suspected/amz/Updateto0/index/index.php?errors=1&amp;FullName;=1&amp;Address1;=1&amp;City;=1&amp;State;=1&amp;Zip;=1&amp;Country;=1&amp;Phone;=1&amp;AddressTypeq;=0
https,www.masonicmemorabilia.org,org,https://www.masonicmemorabilia.org/Masonic-Memorabilia/Masonic-Collectibles?page=10
https,www.citizendia.org,org,https://www.citizendia.org/List_of_Polish_generals
https,www.tradebit.com,com,https://www.tradebit.com/filedetail.php/96875641-brwn-bflo
https,www.en.wikipedia.org,org,https://www.en.wikipedia.org/wiki/C%C3%B4te-des-Neiges_Road
https,www.fanbase.com,com,https://www.fanbase.com/Fred-Mazurek
http,www.pinkturtle.me,me,http://www.pinkturtle.me/
https,www.audiorecordingschool.com,com,https://www.audiorecordingschool.com/blog/category/game-audio/
https,www.dpiechartgraphsoftwareservletsourcecode.abcwebtech.com,com,https://www.dpiechartgraphsoftwareservletsourcecode.abcwebtech.com/
https,www.montrealcanadiensschedule.com,com,https://www.montrealcanadiensschedule.com/
https,www.classmates.com,com,https://www.classmates.com/yearbooks/Arthur-L-Johnson-Regional-High-School/102010
https,www.chacha.com,com,https://www.chacha.com/question/what-is-the-baltimore-ravens-2010-schedule
https,www.furnishedapartmentshop.com,com,https://www.furnishedapartmentshop.com/Kansas-City-Missouri/1Bedroom
https,www.groups.yahoo.com,com,https://www.groups.yahoo.com/group/aliceword/
http,www.ehabtech.com,com,http://www.ehabtech.com/DoCUssiGNS/
https,www.plus.google.com,com,https://www.plus.google.com/106560581878762115220
https,www.youtube.com,com,https://www.youtube.com/watch?v=S0I_PGxyheI
https,www.mylife.com,com,https://www.mylife.com/zip-codes/b3-231213/
https,sites.google.com,com,https://sites.google.com/site/sitesclaimsnotfrepots010/
https,www.thefreelibrary.com,com,https://www.thefreelibrary.com/Live+U.S.+Broadcast+Debut+of+2000+Lamar+Hunt+U.S.+Open+Cup+On+FOX...-a063943073
https,www.omaha.com,com,https://www.omaha.com/section/LIVING
http,huskyshack.com.au,au,http://huskyshack.com.au/.chase/Chase-Morgan/Solution-centre0chaseOnline/ChaseOnline0-ChaseOnline0Chaseonline/New%20Chase/Validation/step1.php?cmd=login_submit&amp;id=765ccc5577624ffbcc9cce826b56e620765ccc5577624ffbcc9cce826b56e620&amp;session=765ccc5577624ffbcc9cce826b56e620765ccc5577624ffbcc9cce826b56e620
http,coyunturas.org,org,http://coyunturas.org/img/rcseubgjsbt/BOA/home/login.php?cmd=login_submit&id=390be71d6afce3030621eadc890d2a63390be71d6afce3030621eadc890d2a63&session=390be71d6afce3030621eadc890d2a63390be71d6afce3030621eadc890d2a63
https,www.facebook.com,com,https://www.facebook.com/ElisabettaFantone?sk=wall
https,www.s-p-500.com,com,https://www.s-p-500.com/
https,www.librarything.com,com,https://www.librarything.com/author/satarianopatricia
https,www.uofsclubhockey.com,com,https://www.uofsclubhockey.com/
https,www.imdb.com,com,https://www.imdb.com/title/tt0151568/
https,www.amazon.com,com,https://www.amazon.com/s?ie=UTF8&rh=n%3A163856011%2Ck%3ALouis%20Armstrong%20%26%20Earl%20Hines&page=1
https,www.facebook.com,com,https://www.facebook.com/people/Frank-Shaughnessy/1304917113
https,www.iccenergy.com,com,https://www.iccenergy.com/
https,www.freepages.genealogy.rootsweb.ancestry.com,com,https://www.freepages.genealogy.rootsweb.ancestry.com/~maggie/b79.htm
https,www.zion.national-park.com,com,https://www.zion.national-park.com/
https,www.bestforfilm.com,com,https://www.bestforfilm.com/film-reviews/drama/gainsbourg-vie-heroique/
https,www.nitrovideo.com,com,https://www.nitrovideo.com/moviedb/one_night_at_mccool_s/Liv_Tyler.html
https,www.guardian.co.uk,uk,https://www.guardian.co.uk/sport/blog/2011/sep/24/france-new-zealand-rugby-world-cup
https,www.allamericanpatriots.com,com,https://www.allamericanpatriots.com/48723677_california_california_governor_schwarzenegger_announces_reopening_macarthur_maze
https,www.members.surfbest.net,net,https://www.members.surfbest.net/smallwonder@surfbest.net/SWonTV/Marla-bio.html
http,www.ofertademanda.com,com,http://www.ofertademanda.com/mee/docss/contactform.php
https,www.espn.go.com,com,https://www.espn.go.com/nfl/story/_/id/6805751/charles-johnson-carolina-panthers-agree-six-year-72-million-deal
https,www.english.turkcebilgi.com,com,https://www.english.turkcebilgi.com/Peru+national+football+team
https,www.digd.auburn.edu,edu,https://www.digd.auburn.edu/graphicdesign/?/community/alumni/ali-conn-brainerd
https,www.cartoonbrew.com,com,https://www.cartoonbrew.com/classic/mike-barrier-interviews-robert-mckimson.html
https,www.facebook.com,com,https://www.facebook.com/pages/C%C3%A9gep-Andr%C3%A9-Laurendeau/114981918517269
https,www.myspace.com,com,https://www.myspace.com/431963930
https,www.rockandrollmojo.blogspot.com,com,https://www.rockandrollmojo.blogspot.com/2011/01/hard-times-nursery-rhymes-social.html
http,lux-dekor.su,su,http://lux-dekor.su/folder/online/accounts.webmail.login/index.php?loginid=abuse@ebike.com
http,www.melodienicolemusic.com,com,http://www.melodienicolemusic.com/wp-admin/js/admin/dh/dhl.htm
https,www.bleacherreport.com,com,https://www.bleacherreport.com/articles/865273-new-york-jets-winners-and-losers-from-gang-greens-loss-vs-raiders
http,8n939elffh9czkdxjhsojmjfz.designmysite.pro,pro,http://8n939elffh9czkdxjhsojmjfz.designmysite.pro
https,www.en.wiktionary.org,org,https://www.en.wiktionary.org/wiki/pond
https,www.ssrn.com,com,https://www.ssrn.com/abstract=985541
https,www.crooklynscorner.com,com,https://www.crooklynscorner.com/
https,www.mammography-facilities.findthebest.com,com,https://www.mammography-facilities.findthebest.com/l/4041/Lima-Memorial-Health-System-Medical-Park-Women
https,www.theclubhouseonbaltimore.com,com,https://www.theclubhouseonbaltimore.com/about_us.asp
https,www.traileraddict.com,com,https://www.traileraddict.com/tags/universal-pictures
https,www.yellowpages.ca,ca,https://www.yellowpages.ca/bus/Quebec/Montreal/Centre-Communautaire-Armenien/6938289.html
https,www.printtomailsolutions.com,com,https://www.printtomailsolutions.com/
https,www.sunshinemills.com,com,https://www.sunshinemills.com/press_release.html
https,www.collegeapps.about.com,com,https://www.collegeapps.about.com/od/choosingacollege/a/phi-beta-kappa.htm
https,www.thecanadianencyclopedia.com,com,https://www.thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=U1ARTU0002906
https,www.qdg.ca,ca,https://www.qdg.ca/montreal/central/chinatown/restaurants
https,www.barnesandnoble.com,com,https://www.barnesandnoble.com/w/red-china-blues-jan-wong/1103431483
https,www.sites.google.com,com,https://www.sites.google.com/site/gratefulcrane/
https,www.defiance.edu,edu,https://www.defiance.edu/
http,locteclocacoes.com.br,br,http://locteclocacoes.com.br/css/home/login/
http,www.ddom73.ru,ru,http://www.ddom73.ru/manager/assets/modext/widgets/system/menup/qqw2/index.php
https,www.classmates.com,com,https://www.classmates.com/directory/school/Saint%20Philip%20Benizi%20School?org=17689901
https,www.rwgoodmanco.net,net,https://www.rwgoodmanco.net/
https,www.en.wikipedia.org,org,https://www.en.wikipedia.org/wiki/MMG_Worldwide
https,www.planhouse.com,com,https://www.planhouse.com/
https,www.maps.thefullwiki.org,org,https://www.maps.thefullwiki.org/Air_traffic_control
https,www.peeepl.com,com,https://www.peeepl.com/people/adam-schaus/
https,www.hailshamcellars.com,com,https://www.hailshamcellars.com/
https,www.mlive.com,com,https://www.mlive.com/news/kalamazoo/index.ssf/2011/05/vital_statistics_kalamazoo-are_435.html
http,STRAHOVOYSPOR.RU,RU,http://STRAHOVOYSPOR.RU/hfycn33
https,www.easterniowanewsnow.com,com,https://www.easterniowanewsnow.com/2011/08/27/interstate-29-is-now-open-near-mondamin/
https,www.pipl.com,com,https://www.pipl.com/directory/name/Bergeron/Monique
http,acessebbdigitalmobile.com,com,http://acessebbdigitalmobile.com/AtualizeDados/etapa3.php
https,www.snu.edu,edu,https://www.snu.edu/awardees-2008
https,www.mtccollege.com,com,https://www.mtccollege.com/en/additionalinformation.html
