order_number,order_date,product_price,order_details
15800,2019-07-28 05:24:22,7.78,"15800,2019-07-28 05:24:22,7.78"
5872,2017-06-11 19:25:44,3.06,"5872,2017-06-11 19:25:44,3.06"
9525,2018-06-14 09:36:44,5.14,"9525,2018-06-14 09:36:44,5.14"
7253,2017-09-01 20:05:02,0.61,"7253,2017-09-01 20:05:02,0.61"
3185,2016-06-14 23:39:34,8.12,"3185,2016-06-14 23:39:34,8.12"
14595,2019-05-31 16:06:33,8.35,"14595,2019-05-31 16:06:33,8.35"
8233,2017-12-21 14:27:29,4.23,"8233,2017-12-21 14:27:29,4.23"
10658,2018-09-19 23:50:09,5.18,"10658,2018-09-19 23:50:09,5.18"
8225,2018-03-02 23:08:32,5.12,"8225,2018-03-02 23:08:32,5.12"
10034,2018-09-05 08:59:17,2.99,"10034,2018-09-05 08:59:17,2.99"
6602,2017-08-02 03:01:19,1.87,"6602,2017-08-02 03:01:19,1.87"
2265,2016-05-08 02:20:27,9.58,"2265,2016-05-08 02:20:27,9.58"
12345,2018-12-22 09:19:14,6.86,"12345,2018-12-22 09:19:14,6.86"
7609,2017-11-05 04:42:59,12.53,"7609,2017-11-05 04:42:59,12.53"
12546,2019-03-01 10:44:07,6.85,"12546,2019-03-01 10:44:07,6.85"
4465,2016-12-20 09:28:11,1.75,"4465,2016-12-20 09:28:11,1.75"
13868,2019-04-25 03:18:25,7.37,"13868,2019-04-25 03:18:25,7.37"
6820,2017-07-25 06:34:00,2.99,"6820,2017-07-25 06:34:00,2.99"
11339,2018-10-20 09:08:50,5.19,"11339,2018-10-20 09:08:50,5.19"
9787,2018-05-21 00:32:21,0.64,"9787,2018-05-21 00:32:21,0.64"
2703,2016-06-07 03:25:04,14.91,"2703,2016-06-07 03:25:04,14.91"
1925,2016-02-24 16:39:35,14.52,"1925,2016-02-24 16:39:35,14.52"
5602,2017-03-16 17:56:46,14.85,"5602,2017-03-16 17:56:46,14.85"
3197,2016-07-28 06:02:26,7.04,"3197,2016-07-28 06:02:26,7.04"
8279,2018-02-02 18:58:57,2.81,"8279,2018-02-02 18:58:57,2.81"
13288,2019-03-26 12:08:24,3.25,"13288,2019-03-26 12:08:24,3.25"
7641,2017-12-26 04:10:31,7.06,"7641,2017-12-26 04:10:31,7.06"
13345,2019-03-05 01:49:02,8.07,"13345,2019-03-05 01:49:02,8.07"
7822,2017-12-07 10:19:27,6.54,"7822,2017-12-07 10:19:27,6.54"
12174,2018-12-23 09:36:54,2.07,"12174,2018-12-23 09:36:54,2.07"
9267,2018-05-06 00:36:54,2.81,"9267,2018-05-06 00:36:54,2.81"
9327,2018-04-12 16:48:23,0.68,"9327,2018-04-12 16:48:23,0.68"
5722,2017-04-12 15:48:15,0.61,"5722,2017-04-12 15:48:15,0.61"
13291,2019-03-05 17:43:24,2.1,"13291,2019-03-05 17:43:24,2.1"
4261,2016-11-26 09:35:30,10.49,"4261,2016-11-26 09:35:30,10.49"
11871,2019-01-17 03:01:09,1.23,"11871,2019-01-17 03:01:09,1.23"
9100,2018-03-20 08:06:51,11.97,"9100,2018-03-20 08:06:51,11.97"
6687,2017-09-09 14:31:49,1.7,"6687,2017-09-09 14:31:49,1.7"
7479,2018-01-21 21:59:25,0.53,"7479,2018-01-21 21:59:25,0.53"
10697,2018-09-17 22:25:03,1.05,"10697,2018-09-17 22:25:03,1.05"
3830,2016-09-24 23:16:51,13.68,"3830,2016-09-24 23:16:51,13.68"
12872,2019-02-24 20:19:15,3.21,"12872,2019-02-24 20:19:15,3.21"
3497,2016-07-19 12:31:30,1.33,"3497,2016-07-19 12:31:30,1.33"
7888,2018-01-15 04:11:04,0.54,"7888,2018-01-15 04:11:04,0.54"
14176,2019-05-25 14:25:28,1.76,"14176,2019-05-25 14:25:28,1.76"
3304,2016-07-01 13:41:46,2.78,"3304,2016-07-01 13:41:46,2.78"
8164,2017-12-11 03:13:06,3.15,"8164,2017-12-11 03:13:06,3.15"
9393,2018-05-19 16:06:29,5.56,"9393,2018-05-19 16:06:29,5.56"
9543,2018-03-04 05:28:45,4.86,"9543,2018-03-04 05:28:45,4.86"
12543,2019-03-10 05:56:24,1.38,"12543,2019-03-10 05:56:24,1.38"
11068,2018-10-25 06:12:08,0.58,"11068,2018-10-25 06:12:08,0.58"
10168,2018-08-18 00:31:52,8.51,"10168,2018-08-18 00:31:52,8.51"
11541,2018-11-19 07:27:40,0.5,"11541,2018-11-19 07:27:40,0.5"
5902,2017-07-23 22:32:42,5.88,"5902,2017-07-23 22:32:42,5.88"
8922,2018-06-06 05:10:58,15.66,"8922,2018-06-06 05:10:58,15.66"
14425,2019-05-21 21:57:07,2.07,"14425,2019-05-21 21:57:07,2.07"
11257,2018-10-08 23:58:59,0.85,"11257,2018-10-08 23:58:59,0.85"
3929,2016-09-30 19:18:28,2.31,"3929,2016-09-30 19:18:28,2.31"
8657,2018-02-07 10:55:26,2.25,"8657,2018-02-07 10:55:26,2.25"
11248,2018-11-08 12:40:26,1.27,"11248,2018-11-08 12:40:26,1.27"
5063,2017-02-10 17:52:22,11.52,"5063,2017-02-10 17:52:22,11.52"
8323,2018-02-10 00:43:52,2.4,"8323,2018-02-10 00:43:52,2.4"
13916,2019-04-23 03:07:54,2.99,"13916,2019-04-23 03:07:54,2.99"
7939,2018-01-04 20:44:48,2.69,"7939,2018-01-04 20:44:48,2.69"
5367,2017-03-14 02:07:36,0.96,"5367,2017-03-14 02:07:36,0.96"
9705,2018-05-08 19:01:53,0.66,"9705,2018-05-08 19:01:53,0.66"
12611,2019-02-05 17:10:44,1.86,"12611,2019-02-05 17:10:44,1.86"
12554,2018-12-09 18:11:20,5.56,"12554,2018-12-09 18:11:20,5.56"
8344,2018-02-21 15:34:04,6.1,"8344,2018-02-21 15:34:04,6.1"
14015,2019-04-24 02:04:59,1.53,"14015,2019-04-24 02:04:59,1.53"
5033,2017-02-17 16:38:49,1.78,"5033,2017-02-17 16:38:49,1.78"
9836,2018-07-09 05:01:49,1.01,"9836,2018-07-09 05:01:49,1.01"
13660,2019-04-04 05:06:27,0.58,"13660,2019-04-04 05:06:27,0.58"
8969,2018-04-17 06:08:14,0.66,"8969,2018-04-17 06:08:14,0.66"
5111,2017-01-30 17:38:29,12.66,"5111,2017-01-30 17:38:29,12.66"
11127,2018-10-05 23:01:03,3.59,"11127,2018-10-05 23:01:03,3.59"
15167,2019-06-30 13:06:55,1.12,"15167,2019-06-30 13:06:55,1.12"
11240,2018-11-03 14:10:05,8.91,"11240,2018-11-03 14:10:05,8.91"
11475,2018-11-21 07:01:21,4.6,"11475,2018-11-21 07:01:21,4.6"
1683,2016-01-08 13:34:49,5.02,"1683,2016-01-08 13:34:49,5.02"
4115,2016-09-24 01:30:12,0.66,"4115,2016-09-24 01:30:12,0.66"
11383,2018-11-13 07:41:51,7.42,"11383,2018-11-13 07:41:51,7.42"
5004,2017-02-23 01:57:11,2.87,"5004,2017-02-23 01:57:11,2.87"
7735,2017-11-03 09:03:17,0.72,"7735,2017-11-03 09:03:17,0.72"
8961,2018-03-13 18:34:07,0.77,"8961,2018-03-13 18:34:07,0.77"
1033,2015-10-15 03:14:37,10.54,"1033,2015-10-15 03:14:37,10.54"
14494,2019-06-03 00:41:45,2.68,"14494,2019-06-03 00:41:45,2.68"
7631,2017-12-04 22:54:42,12.76,"7631,2017-12-04 22:54:42,12.76"
5325,2017-02-08 11:55:59,10.81,"5325,2017-02-08 11:55:59,10.81"
3562,2016-10-02 21:54:15,0.63,"3562,2016-10-02 21:54:15,0.63"
5914,2017-06-13 22:32:46,2.21,"5914,2017-06-13 22:32:46,2.21"
10601,2018-09-19 12:21:30,3.13,"10601,2018-09-19 12:21:30,3.13"
8310,2018-02-16 11:50:44,1.76,"8310,2018-02-16 11:50:44,1.76"
15836,2019-07-30 15:57:18,0.82,"15836,2019-07-30 15:57:18,0.82"
8960,2018-05-12 15:34:03,4.28,"8960,2018-05-12 15:34:03,4.28"
10071,2018-06-29 17:52:49,11.2,"10071,2018-06-29 17:52:49,11.2"
2236,2016-03-26 01:37:55,1.9,"2236,2016-03-26 01:37:55,1.9"
6469,2017-06-21 03:49:10,4.64,"6469,2017-06-21 03:49:10,4.64"
12184,2018-11-11 21:07:22,9.9,"12184,2018-11-11 21:07:22,9.9"
12361,2019-02-16 16:46:00,2.11,"12361,2019-02-16 16:46:00,2.11"
2741,2016-06-19 00:01:48,9.17,"2741,2016-06-19 00:01:48,9.17"
12477,2019-02-16 09:47:38,3.52,"12477,2019-02-16 09:47:38,3.52"
8291,2018-01-24 21:44:10,1.34,"8291,2018-01-24 21:44:10,1.34"
10608,2018-07-31 06:02:46,2.26,"10608,2018-07-31 06:02:46,2.26"
13666,2019-04-29 15:40:13,9.25,"13666,2019-04-29 15:40:13,9.25"
9807,2018-07-09 20:22:16,2.41,"9807,2018-07-09 20:22:16,2.41"
8858,2018-01-20 07:49:34,2.48,"8858,2018-01-20 07:49:34,2.48"
12418,2019-02-13 18:58:58,3.99,"12418,2019-02-13 18:58:58,3.99"
4990,2017-02-13 07:38:41,2.02,"4990,2017-02-13 07:38:41,2.02"
15968,2019-08-02 07:19:59,3.85,"15968,2019-08-02 07:19:59,3.85"
15324,2019-07-14 00:13:08,5.48,"15324,2019-07-14 00:13:08,5.48"
11825,2018-11-22 11:17:15,2.17,"11825,2018-11-22 11:17:15,2.17"
9066,2018-03-13 19:29:29,2.97,"9066,2018-03-13 19:29:29,2.97"
15909,2019-08-01 00:59:42,1.4,"15909,2019-08-01 00:59:42,1.4"
9202,2018-05-25 19:41:06,13.18,"9202,2018-05-25 19:41:06,13.18"
9029,2018-02-21 01:49:17,4.59,"9029,2018-02-21 01:49:17,4.59"
14175,2019-05-16 07:51:23,10.61,"14175,2019-05-16 07:51:23,10.61"
1762,2016-01-07 04:19:05,8.74,"1762,2016-01-07 04:19:05,8.74"
14885,2019-06-15 21:24:35,1.11,"14885,2019-06-15 21:24:35,1.11"
9986,2018-06-23 13:28:44,0.72,"9986,2018-06-23 13:28:44,0.72"
3423,2016-07-18 07:54:02,6.59,"3423,2016-07-18 07:54:02,6.59"
3339,2016-07-03 01:59:25,17.02,"3339,2016-07-03 01:59:25,17.02"
11029,2018-09-26 10:38:21,6.68,"11029,2018-09-26 10:38:21,6.68"
11069,2018-10-03 12:29:00,10.96,"11069,2018-10-03 12:29:00,10.96"
4422,2017-01-24 05:54:12,11.4,"4422,2017-01-24 05:54:12,11.4"
10038,2018-07-27 13:04:17,3.68,"10038,2018-07-27 13:04:17,3.68"
3150,2016-07-12 16:42:30,6.22,"3150,2016-07-12 16:42:30,6.22"
2079,2016-02-23 04:20:38,4.76,"2079,2016-02-23 04:20:38,4.76"
3610,2016-08-27 14:11:31,5.26,"3610,2016-08-27 14:11:31,5.26"
7697,2017-12-24 08:50:25,1.14,"7697,2017-12-24 08:50:25,1.14"
4708,2016-11-03 11:29:12,4.07,"4708,2016-11-03 11:29:12,4.07"
5076,2017-01-05 04:40:24,0.97,"5076,2017-01-05 04:40:24,0.97"
7314,2017-11-12 17:34:55,2.57,"7314,2017-11-12 17:34:55,2.57"
4413,2016-11-28 09:39:38,4.46,"4413,2016-11-28 09:39:38,4.46"
11151,2018-09-12 04:37:45,13.76,"11151,2018-09-12 04:37:45,13.76"
8095,2018-01-02 15:35:55,4.09,"8095,2018-01-02 15:35:55,4.09"
4268,2016-12-15 18:48:14,4.51,"4268,2016-12-15 18:48:14,4.51"
8816,2018-04-05 17:45:20,11.01,"8816,2018-04-05 17:45:20,11.01"
2877,2016-06-12 17:15:31,1.51,"2877,2016-06-12 17:15:31,1.51"
14442,2019-06-07 18:16:49,3.35,"14442,2019-06-07 18:16:49,3.35"
2077,2016-02-24 19:19:20,12.42,"2077,2016-02-24 19:19:20,12.42"
4894,2017-02-10 02:50:04,14.0,"4894,2017-02-10 02:50:04,14.0"
6336,2017-07-29 09:47:56,4.17,"6336,2017-07-29 09:47:56,4.17"
3179,2016-07-24 10:51:59,4.69,"3179,2016-07-24 10:51:59,4.69"
14143,2019-05-12 15:20:55,2.32,"14143,2019-05-12 15:20:55,2.32"
7893,2017-10-28 18:47:59,10.09,"7893,2017-10-28 18:47:59,10.09"
7706,2017-11-28 11:17:11,8.3,"7706,2017-11-28 11:17:11,8.3"
2512,2016-03-31 22:21:32,1.61,"2512,2016-03-31 22:21:32,1.61"
7381,2017-09-16 12:58:12,10.82,"7381,2017-09-16 12:58:12,10.82"
5704,2017-07-03 20:27:53,2.33,"5704,2017-07-03 20:27:53,2.33"
11948,2018-12-08 18:20:32,3.16,"11948,2018-12-08 18:20:32,3.16"
11823,2018-12-08 09:00:44,4.6,"11823,2018-12-08 09:00:44,4.6"
5037,2017-03-04 11:54:58,13.66,"5037,2017-03-04 11:54:58,13.66"
7893,2017-11-11 00:39:49,11.75,"7893,2017-11-11 00:39:49,11.75"
3810,2016-11-19 17:10:02,2.64,"3810,2016-11-19 17:10:02,2.64"
5589,2017-05-07 00:17:29,9.04,"5589,2017-05-07 00:17:29,9.04"
13544,2019-03-25 19:22:03,0.77,"13544,2019-03-25 19:22:03,0.77"
7496,2017-12-09 01:55:52,8.17,"7496,2017-12-09 01:55:52,8.17"
9266,2018-04-16 07:20:37,10.53,"9266,2018-04-16 07:20:37,10.53"
6494,2017-05-21 01:45:48,6.2,"6494,2017-05-21 01:45:48,6.2"
14654,2019-06-03 10:20:44,10.93,"14654,2019-06-03 10:20:44,10.93"
5767,2017-05-10 01:49:12,12.08,"5767,2017-05-10 01:49:12,12.08"
14158,2019-05-10 17:25:08,10.2,"14158,2019-05-10 17:25:08,10.2"
12997,2019-02-21 22:22:48,2.82,"12997,2019-02-21 22:22:48,2.82"
8530,2018-03-21 20:06:19,6.52,"8530,2018-03-21 20:06:19,6.52"
9852,2018-07-29 15:15:07,3.38,"9852,2018-07-29 15:15:07,3.38"
12972,2019-03-18 00:41:23,15.57,"12972,2019-03-18 00:41:23,15.57"
6827,2017-09-13 03:54:00,1.1,"6827,2017-09-13 03:54:00,1.1"
12845,2019-02-05 08:28:28,2.62,"12845,2019-02-05 08:28:28,2.62"
13539,2019-04-04 07:02:09,9.92,"13539,2019-04-04 07:02:09,9.92"
11253,2018-09-21 01:24:54,8.56,"11253,2018-09-21 01:24:54,8.56"
6505,2017-08-14 16:46:05,7.31,"6505,2017-08-14 16:46:05,7.31"
7058,2017-09-27 08:58:42,15.62,"7058,2017-09-27 08:58:42,15.62"
14098,2019-04-23 07:29:21,2.88,"14098,2019-04-23 07:29:21,2.88"
7489,2017-09-29 18:15:05,11.67,"7489,2017-09-29 18:15:05,11.67"
14955,2019-07-03 09:13:05,0.52,"14955,2019-07-03 09:13:05,0.52"
8945,2018-02-25 22:30:43,1.84,"8945,2018-02-25 22:30:43,1.84"
11113,2018-09-06 22:30:06,3.72,"11113,2018-09-06 22:30:06,3.72"
14321,2019-05-14 06:40:51,2.98,"14321,2019-05-14 06:40:51,2.98"
13604,2019-04-18 18:41:57,3.84,"13604,2019-04-18 18:41:57,3.84"
12200,2019-01-22 15:46:01,5.17,"12200,2019-01-22 15:46:01,5.17"
8697,2018-02-25 17:25:14,1.41,"8697,2018-02-25 17:25:14,1.41"
9478,2018-05-09 14:20:45,8.45,"9478,2018-05-09 14:20:45,8.45"
14021,2019-05-14 04:51:26,3.4,"14021,2019-05-14 04:51:26,3.4"
13247,2019-03-17 15:30:55,5.72,"13247,2019-03-17 15:30:55,5.72"
9008,2018-05-07 06:13:50,4.3,"9008,2018-05-07 06:13:50,4.3"
10656,2018-09-23 10:29:53,0.64,"10656,2018-09-23 10:29:53,0.64"
14960,2019-06-26 19:42:28,7.49,"14960,2019-06-26 19:42:28,7.49"
9397,2018-03-24 00:53:45,8.62,"9397,2018-03-24 00:53:45,8.62"
15493,2019-07-18 05:08:22,3.12,"15493,2019-07-18 05:08:22,3.12"
15717,2019-07-28 02:25:03,3.78,"15717,2019-07-28 02:25:03,3.78"
15588,2019-07-21 08:10:32,8.95,"15588,2019-07-21 08:10:32,8.95"
5398,2017-04-18 13:36:29,5.45,"5398,2017-04-18 13:36:29,5.45"
8337,2017-12-15 20:20:30,0.75,"8337,2017-12-15 20:20:30,0.75"
6332,2017-07-17 18:45:21,12.72,"6332,2017-07-17 18:45:21,12.72"
7488,2017-10-12 21:20:32,1.98,"7488,2017-10-12 21:20:32,1.98"
11166,2018-09-26 18:54:53,3.25,"11166,2018-09-26 18:54:53,3.25"
13668,2019-04-14 08:53:43,9.56,"13668,2019-04-14 08:53:43,9.56"
13586,2019-04-22 05:52:05,1.63,"13586,2019-04-22 05:52:05,1.63"
3493,2016-09-19 02:41:50,14.38,"3493,2016-09-19 02:41:50,14.38"
11315,2018-10-20 16:07:57,7.55,"11315,2018-10-20 16:07:57,7.55"
9883,2018-07-06 21:44:28,13.97,"9883,2018-07-06 21:44:28,13.97"
6357,2017-06-12 08:48:44,9.86,"6357,2017-06-12 08:48:44,9.86"
1839,2016-01-20 09:00:25,8.3,"1839,2016-01-20 09:00:25,8.3"
11070,2018-08-17 08:10:23,0.53,"11070,2018-08-17 08:10:23,0.53"
2658,2016-06-01 05:14:53,4.3,"2658,2016-06-01 05:14:53,4.3"
14766,2019-06-17 05:47:47,0.66,"14766,2019-06-17 05:47:47,0.66"
9406,2018-05-26 02:09:14,14.82,"9406,2018-05-26 02:09:14,14.82"
10546,2018-08-14 05:34:47,5.01,"10546,2018-08-14 05:34:47,5.01"
9502,2018-05-23 06:43:38,8.03,"9502,2018-05-23 06:43:38,8.03"
11150,2018-10-10 23:03:41,8.31,"11150,2018-10-10 23:03:41,8.31"
12572,2019-02-21 03:40:09,1.73,"12572,2019-02-21 03:40:09,1.73"
12386,2019-01-24 00:23:01,6.82,"12386,2019-01-24 00:23:01,6.82"
11806,2018-12-01 15:47:08,15.33,"11806,2018-12-01 15:47:08,15.33"
1350,2015-11-25 22:40:35,1.15,"1350,2015-11-25 22:40:35,1.15"
2350,2016-04-09 05:05:11,2.35,"2350,2016-04-09 05:05:11,2.35"
12121,2019-01-03 20:36:08,4.43,"12121,2019-01-03 20:36:08,4.43"
13169,2019-02-06 00:00:08,10.68,"13169,2019-02-06 00:00:08,10.68"
2878,2016-07-12 14:34:10,11.53,"2878,2016-07-12 14:34:10,11.53"
3132,2016-06-22 06:34:35,9.61,"3132,2016-06-22 06:34:35,9.61"
11083,2018-09-29 15:53:51,2.47,"11083,2018-09-29 15:53:51,2.47"
3158,2016-08-20 01:21:15,6.36,"3158,2016-08-20 01:21:15,6.36"
15553,2019-07-23 20:23:44,2.6,"15553,2019-07-23 20:23:44,2.6"
2057,2016-02-28 23:48:35,7.09,"2057,2016-02-28 23:48:35,7.09"
4150,2016-12-11 22:06:48,10.1,"4150,2016-12-11 22:06:48,10.1"
12033,2018-11-08 03:27:59,1.13,"12033,2018-11-08 03:27:59,1.13"
5761,2017-04-08 17:12:46,12.08,"5761,2017-04-08 17:12:46,12.08"
10906,2018-09-19 22:33:06,15.81,"10906,2018-09-19 22:33:06,15.81"
8153,2018-01-02 10:18:57,5.69,"8153,2018-01-02 10:18:57,5.69"
5471,2017-04-01 01:01:34,0.86,"5471,2017-04-01 01:01:34,0.86"
764,2015-09-21 19:55:54,11.94,"764,2015-09-21 19:55:54,11.94"
12838,2019-02-09 03:11:57,3.48,"12838,2019-02-09 03:11:57,3.48"
7601,2017-10-19 12:46:14,9.2,"7601,2017-10-19 12:46:14,9.2"
6026,2017-06-25 00:54:15,1.94,"6026,2017-06-25 00:54:15,1.94"
4669,2016-12-22 13:30:22,2.53,"4669,2016-12-22 13:30:22,2.53"
6776,2017-08-31 17:37:15,9.55,"6776,2017-08-31 17:37:15,9.55"
12214,2019-01-02 15:43:49,8.32,"12214,2019-01-02 15:43:49,8.32"
13183,2019-03-31 18:32:35,0.97,"13183,2019-03-31 18:32:35,0.97"
11441,2018-12-23 15:25:48,5.69,"11441,2018-12-23 15:25:48,5.69"
11632,2018-11-10 08:52:58,5.35,"11632,2018-11-10 08:52:58,5.35"
9328,2018-05-18 14:21:36,14.34,"9328,2018-05-18 14:21:36,14.34"
9152,2018-03-26 17:18:05,0.96,"9152,2018-03-26 17:18:05,0.96"
4538,2017-01-02 00:05:28,6.17,"4538,2017-01-02 00:05:28,6.17"
4945,2017-01-09 02:57:04,3.36,"4945,2017-01-09 02:57:04,3.36"
15210,2019-07-04 08:09:08,2.09,"15210,2019-07-04 08:09:08,2.09"
15335,2019-07-14 03:42:53,4.01,"15335,2019-07-14 03:42:53,4.01"
10675,2018-10-10 00:29:24,5.85,"10675,2018-10-10 00:29:24,5.85"
7135,2017-10-22 10:56:19,2.98,"7135,2017-10-22 10:56:19,2.98"
14135,2019-05-31 00:18:42,3.79,"14135,2019-05-31 00:18:42,3.79"
10428,2018-08-03 20:25:25,1.39,"10428,2018-08-03 20:25:25,1.39"
4425,2016-11-26 07:49:44,2.24,"4425,2016-11-26 07:49:44,2.24"
2606,2016-05-02 06:47:58,2.36,"2606,2016-05-02 06:47:58,2.36"
15644,2019-07-23 02:04:47,1.0,"15644,2019-07-23 02:04:47,1.0"
4830,2017-02-02 18:39:44,8.37,"4830,2017-02-02 18:39:44,8.37"
10868,2018-10-20 22:04:33,8.68,"10868,2018-10-20 22:04:33,8.68"
12208,2019-01-08 19:28:16,7.81,"12208,2019-01-08 19:28:16,7.81"
4610,2016-12-21 01:36:50,3.72,"4610,2016-12-21 01:36:50,3.72"
4415,2016-12-24 19:13:12,5.39,"4415,2016-12-24 19:13:12,5.39"
13108,2019-03-04 00:44:32,9.54,"13108,2019-03-04 00:44:32,9.54"
12516,2019-02-14 11:04:12,5.98,"12516,2019-02-14 11:04:12,5.98"
6466,2017-08-23 08:47:59,0.54,"6466,2017-08-23 08:47:59,0.54"
6334,2017-07-23 11:20:08,1.05,"6334,2017-07-23 11:20:08,1.05"
14078,2019-04-24 14:57:00,13.22,"14078,2019-04-24 14:57:00,13.22"
6548,2017-10-01 17:32:36,0.89,"6548,2017-10-01 17:32:36,0.89"
15966,2019-08-01 06:15:49,0.51,"15966,2019-08-01 06:15:49,0.51"
10727,2018-08-05 22:35:21,6.31,"10727,2018-08-05 22:35:21,6.31"
16099,2019-08-03 17:30:57,7.97,"16099,2019-08-03 17:30:57,7.97"
14957,2019-06-23 14:40:31,2.79,"14957,2019-06-23 14:40:31,2.79"
9583,2018-03-07 04:21:59,9.6,"9583,2018-03-07 04:21:59,9.6"
15797,2019-07-29 11:39:56,2.43,"15797,2019-07-29 11:39:56,2.43"
4463,2016-11-28 12:30:36,3.72,"4463,2016-11-28 12:30:36,3.72"
1940,2016-02-20 07:37:47,15.15,"1940,2016-02-20 07:37:47,15.15"
13791,2019-04-27 18:46:31,2.12,"13791,2019-04-27 18:46:31,2.12"
14103,2019-05-16 06:44:13,3.14,"14103,2019-05-16 06:44:13,3.14"
14649,2019-06-23 13:58:25,3.52,"14649,2019-06-23 13:58:25,3.52"
10511,2018-08-08 22:16:15,0.93,"10511,2018-08-08 22:16:15,0.93"
15432,2019-07-18 15:24:56,2.04,"15432,2019-07-18 15:24:56,2.04"
2409,2016-04-11 05:27:30,10.2,"2409,2016-04-11 05:27:30,10.2"
9010,2018-03-22 15:40:28,8.96,"9010,2018-03-22 15:40:28,8.96"
10432,2018-08-13 19:34:26,5.75,"10432,2018-08-13 19:34:26,5.75"
7477,2017-11-09 06:49:12,14.21,"7477,2017-11-09 06:49:12,14.21"
6711,2017-10-12 12:51:47,0.66,"6711,2017-10-12 12:51:47,0.66"
10008,2018-06-07 11:09:55,8.59,"10008,2018-06-07 11:09:55,8.59"
9495,2018-03-11 08:55:34,3.96,"9495,2018-03-11 08:55:34,3.96"
4964,2017-01-26 02:41:33,3.07,"4964,2017-01-26 02:41:33,3.07"
8382,2017-10-30 13:36:44,7.67,"8382,2017-10-30 13:36:44,7.67"
15139,2019-07-09 14:59:13,1.2,"15139,2019-07-09 14:59:13,1.2"
6947,2017-09-16 07:32:13,1.22,"6947,2017-09-16 07:32:13,1.22"
12829,2019-01-31 14:30:39,8.11,"12829,2019-01-31 14:30:39,8.11"
7443,2017-12-04 16:34:31,0.63,"7443,2017-12-04 16:34:31,0.63"
10772,2018-08-06 04:52:26,0.54,"10772,2018-08-06 04:52:26,0.54"
10797,2018-09-02 18:48:42,1.52,"10797,2018-09-02 18:48:42,1.52"
7123,2017-09-06 20:19:22,1.24,"7123,2017-09-06 20:19:22,1.24"
2615,2016-06-22 22:59:36,1.21,"2615,2016-06-22 22:59:36,1.21"
2321,2016-05-04 05:26:04,0.55,"2321,2016-05-04 05:26:04,0.55"
5929,2017-06-04 18:13:14,5.82,"5929,2017-06-04 18:13:14,5.82"
7401,2017-09-25 03:23:12,1.83,"7401,2017-09-25 03:23:12,1.83"
4607,2017-01-05 21:38:28,13.36,"4607,2017-01-05 21:38:28,13.36"
6088,2017-07-05 08:57:49,7.79,"6088,2017-07-05 08:57:49,7.79"
12585,2018-12-23 13:23:49,0.71,"12585,2018-12-23 13:23:49,0.71"
12595,2019-02-24 02:19:49,3.12,"12595,2019-02-24 02:19:49,3.12"
7271,2017-09-17 12:37:40,10.61,"7271,2017-09-17 12:37:40,10.61"
13215,2019-03-05 04:16:21,13.4,"13215,2019-03-05 04:16:21,13.4"
12742,2019-02-26 00:02:12,1.52,"12742,2019-02-26 00:02:12,1.52"
8848,2018-03-10 10:23:11,7.14,"8848,2018-03-10 10:23:11,7.14"
12811,2019-01-21 21:08:13,6.03,"12811,2019-01-21 21:08:13,6.03"
10055,2018-08-01 04:53:08,1.17,"10055,2018-08-01 04:53:08,1.17"
12669,2019-02-05 06:12:49,4.9,"12669,2019-02-05 06:12:49,4.9"
11013,2018-10-03 16:09:01,12.98,"11013,2018-10-03 16:09:01,12.98"
13489,2019-04-16 23:05:51,2.21,"13489,2019-04-16 23:05:51,2.21"
6852,2017-08-31 10:10:12,7.5,"6852,2017-08-31 10:10:12,7.5"
14507,2019-06-13 06:59:48,8.25,"14507,2019-06-13 06:59:48,8.25"
11620,2018-10-28 10:20:11,0.74,"11620,2018-10-28 10:20:11,0.74"
12464,2019-01-26 19:22:25,1.94,"12464,2019-01-26 19:22:25,1.94"
11628,2018-12-25 05:50:59,1.67,"11628,2018-12-25 05:50:59,1.67"
12108,2018-12-25 04:57:38,7.41,"12108,2018-12-25 04:57:38,7.41"
12917,2019-02-13 06:27:06,9.77,"12917,2019-02-13 06:27:06,9.77"
5770,2017-05-01 23:15:17,11.08,"5770,2017-05-01 23:15:17,11.08"
12390,2019-01-04 11:46:15,1.83,"12390,2019-01-04 11:46:15,1.83"
5557,2017-03-17 02:30:35,6.6,"5557,2017-03-17 02:30:35,6.6"
14954,2019-06-19 22:28:22,11.29,"14954,2019-06-19 22:28:22,11.29"
11282,2018-10-06 06:13:32,2.67,"11282,2018-10-06 06:13:32,2.67"
15030,2019-06-20 13:41:56,1.34,"15030,2019-06-20 13:41:56,1.34"
7080,2017-09-02 16:30:12,2.07,"7080,2017-09-02 16:30:12,2.07"
11296,2018-11-29 20:33:50,11.69,"11296,2018-11-29 20:33:50,11.69"
15302,2019-07-07 07:39:52,2.34,"15302,2019-07-07 07:39:52,2.34"
13448,2019-04-15 12:00:12,10.63,"13448,2019-04-15 12:00:12,10.63"
15706,2019-07-26 20:56:50,1.89,"15706,2019-07-26 20:56:50,1.89"
1258,2015-11-23 09:23:12,10.22,"1258,2015-11-23 09:23:12,10.22"
12733,2019-01-27 01:22:34,4.22,"12733,2019-01-27 01:22:34,4.22"
3294,2016-07-10 15:39:27,1.71,"3294,2016-07-10 15:39:27,1.71"
8026,2017-12-03 23:11:21,0.64,"8026,2017-12-03 23:11:21,0.64"
14586,2019-06-12 09:35:17,0.84,"14586,2019-06-12 09:35:17,0.84"
