temperature,humidity,pressure,weather
10,26,5098,"10,26,5098"
9,5,6588,"9,5,6588"
13,97,4785,"13,97,4785"
87,79,4296,"87,79,4296"
9,41,1582,"9,41,1582"
78,31,9064,"78,31,9064"
61,83,354,"61,83,354"
86,9,2021,"86,9,2021"
60,89,581,"60,89,581"
41,65,9340,"41,65,9340"
46,87,2524,"46,87,2524"
65,75,9770,"65,75,9770"
24,77,2387,"24,77,2387"
6,21,9246,"6,21,9246"
52,1,8056,"52,1,8056"
93,71,6081,"93,71,6081"
36,19,1584,"36,19,1584"
71,52,8454,"71,52,8454"
63,68,1917,"63,68,1917"
68,69,6613,"68,69,6613"
4,96,828,"4,96,828"
54,32,1249,"54,32,1249"
1,37,760,"1,37,760"
34,83,6413,"34,83,6413"
39,65,413,"39,65,413"
81,48,3316,"81,48,3316"
10,3,5287,"10,3,5287"
54,44,4924,"54,44,4924"
33,75,9870,"33,75,9870"
23,59,4053,"23,59,4053"
2,80,2592,"2,80,2592"
98,26,9405,"98,26,9405"
11,83,2215,"11,83,2215"
76,41,5589,"76,41,5589"
92,69,5821,"92,69,5821"
99,34,4962,"99,34,4962"
85,1,9383,"85,1,9383"
66,16,8312,"66,16,8312"
34,50,3974,"34,50,3974"
79,93,2772,"79,93,2772"
75,77,4676,"75,77,4676"
25,16,121,"25,16,121"
12,34,6513,"12,34,6513"
91,39,9424,"91,39,9424"
16,2,5869,"16,2,5869"
15,13,2799,"15,13,2799"
4,65,2184,"4,65,2184"
53,13,5194,"53,13,5194"
49,71,3816,"49,71,3816"
86,95,1417,"86,95,1417"
94,65,6581,"94,65,6581"
84,49,3628,"84,49,3628"
54,15,1970,"54,15,1970"
86,19,1717,"86,19,1717"
17,26,5344,"17,26,5344"
75,39,7636,"75,39,7636"
11,64,8575,"11,64,8575"
13,20,7622,"13,20,7622"
61,51,3358,"61,51,3358"
97,32,9793,"97,32,9793"
32,61,3223,"32,61,3223"
90,52,7097,"90,52,7097"
5,51,5974,"5,51,5974"
43,51,124,"43,51,124"
38,72,3169,"38,72,3169"
99,28,7463,"99,28,7463"
94,79,6740,"94,79,6740"
37,95,5802,"37,95,5802"
95,1,534,"95,1,534"
83,50,5005,"83,50,5005"
44,0,685,"44,0,685"
1,19,2198,"1,19,2198"
48,11,5723,"48,11,5723"
98,78,6412,"98,78,6412"
21,40,2413,"21,40,2413"
0,77,9803,"0,77,9803"
11,16,2860,"11,16,2860"
24,89,1771,"24,89,1771"
24,14,6038,"24,14,6038"
14,81,7648,"14,81,7648"
81,79,5496,"81,79,5496"
3,91,8865,"3,91,8865"
36,54,8548,"36,54,8548"
90,80,3252,"90,80,3252"
9,14,9053,"9,14,9053"
10,5,3959,"10,5,3959"
43,71,6656,"43,71,6656"
0,63,8243,"0,63,8243"
20,35,9913,"20,35,9913"
21,60,8862,"21,60,8862"
96,81,3892,"96,81,3892"
20,58,2928,"20,58,2928"
82,96,539,"82,96,539"
91,45,5244,"91,45,5244"
92,25,8146,"92,25,8146"
98,78,3648,"98,78,3648"
62,76,4986,"62,76,4986"
20,97,6197,"20,97,6197"
72,17,8638,"72,17,8638"
61,72,4576,"61,72,4576"
76,52,3641,"76,52,3641"
45,26,4853,"45,26,4853"
35,93,2574,"35,93,2574"
67,96,5485,"67,96,5485"
79,38,6500,"79,38,6500"
66,21,8716,"66,21,8716"
59,33,1370,"59,33,1370"
12,20,9413,"12,20,9413"
16,3,9924,"16,3,9924"
72,14,1430,"72,14,1430"
11,79,1675,"11,79,1675"
62,56,2985,"62,56,2985"
19,92,1239,"19,92,1239"
67,38,8188,"67,38,8188"
64,87,6118,"64,87,6118"
81,77,9582,"81,77,9582"
84,3,722,"84,3,722"
60,41,7292,"60,41,7292"
19,66,8534,"19,66,8534"
25,53,823,"25,53,823"
88,4,9433,"88,4,9433"
55,87,7595,"55,87,7595"
56,90,4228,"56,90,4228"
87,20,8192,"87,20,8192"
49,74,1549,"49,74,1549"
23,31,9064,"23,31,9064"
4,93,6849,"4,93,6849"
64,63,7399,"64,63,7399"
32,18,9103,"32,18,9103"
6,99,2000,"6,99,2000"
1,86,4377,"1,86,4377"
97,37,5987,"97,37,5987"
79,13,5111,"79,13,5111"
61,32,9450,"61,32,9450"
42,65,5881,"42,65,5881"
94,4,6272,"94,4,6272"
4,60,6314,"4,60,6314"
84,46,9750,"84,46,9750"
81,54,8171,"81,54,8171"
44,43,3259,"44,43,3259"
86,3,2445,"86,3,2445"
20,58,5667,"20,58,5667"
95,59,8516,"95,59,8516"
29,0,2926,"29,0,2926"
9,59,9605,"9,59,9605"
67,20,2779,"67,20,2779"
58,39,8214,"58,39,8214"
54,95,8975,"54,95,8975"
28,10,8627,"28,10,8627"
50,30,3590,"50,30,3590"
37,72,3676,"37,72,3676"
53,82,8404,"53,82,8404"
63,26,4461,"63,26,4461"
21,97,6667,"21,97,6667"
44,68,7862,"44,68,7862"
71,16,8116,"71,16,8116"
27,35,985,"27,35,985"
90,97,7437,"90,97,7437"
61,29,1662,"61,29,1662"
92,92,780,"92,92,780"
5,93,1439,"5,93,1439"
63,16,7183,"63,16,7183"
45,76,7076,"45,76,7076"
4,65,6042,"4,65,6042"
59,37,4760,"59,37,4760"
55,67,1102,"55,67,1102"
32,53,9281,"32,53,9281"
88,18,3057,"88,18,3057"
19,14,1303,"19,14,1303"
93,87,9605,"93,87,9605"
42,71,721,"42,71,721"
36,25,6245,"36,25,6245"
59,1,4270,"59,1,4270"
82,46,8422,"82,46,8422"
55,60,7315,"55,60,7315"
0,78,2676,"0,78,2676"
57,53,6912,"57,53,6912"
4,30,7268,"4,30,7268"
24,12,1376,"24,12,1376"
67,76,9057,"67,76,9057"
34,4,5851,"34,4,5851"
5,13,3871,"5,13,3871"
95,88,5652,"95,88,5652"
67,45,5347,"67,45,5347"
90,81,9585,"90,81,9585"
87,96,4433,"87,96,4433"
48,66,4018,"48,66,4018"
48,3,2489,"48,3,2489"
74,70,8798,"74,70,8798"
42,3,6865,"42,3,6865"
84,22,9211,"84,22,9211"
67,30,7078,"67,30,7078"
96,33,6019,"96,33,6019"
75,19,2805,"75,19,2805"
56,16,849,"56,16,849"
1,97,8023,"1,97,8023"
10,88,3060,"10,88,3060"
98,66,5143,"98,66,5143"
65,9,5593,"65,9,5593"
22,60,7242,"22,60,7242"
67,95,3770,"67,95,3770"
80,43,156,"80,43,156"
53,81,8660,"53,81,8660"
97,76,568,"97,76,568"
34,37,3682,"34,37,3682"
6,25,6068,"6,25,6068"
69,53,3957,"69,53,3957"
88,86,2014,"88,86,2014"
43,29,8757,"43,29,8757"
97,75,9599,"97,75,9599"
25,63,6711,"25,63,6711"
98,56,6317,"98,56,6317"
20,35,6726,"20,35,6726"
6,37,9695,"6,37,9695"
48,9,2694,"48,9,2694"
81,23,3645,"81,23,3645"
20,56,1016,"20,56,1016"
24,99,3663,"24,99,3663"
31,62,5484,"31,62,5484"
92,88,9848,"92,88,9848"
72,4,6829,"72,4,6829"
47,27,5164,"47,27,5164"
21,38,7252,"21,38,7252"
23,85,1907,"23,85,1907"
51,33,9497,"51,33,9497"
38,98,9279,"38,98,9279"
42,90,119,"42,90,119"
92,75,4511,"92,75,4511"
44,39,6035,"44,39,6035"
88,53,6448,"88,53,6448"
11,52,272,"11,52,272"
32,91,6760,"32,91,6760"
79,35,5622,"79,35,5622"
16,77,3757,"16,77,3757"
89,91,1035,"89,91,1035"
5,70,2171,"5,70,2171"
6,20,8037,"6,20,8037"
1,84,9031,"1,84,9031"
87,7,1447,"87,7,1447"
52,24,7440,"52,24,7440"
46,80,1903,"46,80,1903"
86,83,7104,"86,83,7104"
35,58,1225,"35,58,1225"
10,20,4897,"10,20,4897"
47,37,5303,"47,37,5303"
61,88,5007,"61,88,5007"
41,83,47,"41,83,47"
35,65,7004,"35,65,7004"
69,90,266,"69,90,266"
8,22,4763,"8,22,4763"
5,59,6352,"5,59,6352"
99,21,8479,"99,21,8479"
87,16,6413,"87,16,6413"
51,17,3443,"51,17,3443"
25,63,4766,"25,63,4766"
95,86,7681,"95,86,7681"
0,29,318,"0,29,318"
7,2,1708,"7,2,1708"
66,33,9084,"66,33,9084"
88,6,4402,"88,6,4402"
25,80,2284,"25,80,2284"
15,61,7648,"15,61,7648"
26,16,3263,"26,16,3263"
97,9,8889,"97,9,8889"
3,84,3997,"3,84,3997"
58,72,5661,"58,72,5661"
31,83,6580,"31,83,6580"
63,22,3766,"63,22,3766"
3,42,6979,"3,42,6979"
53,89,6722,"53,89,6722"
63,43,1924,"63,43,1924"
36,11,7898,"36,11,7898"
66,37,5701,"66,37,5701"
80,61,7581,"80,61,7581"
90,24,5972,"90,24,5972"
12,63,3865,"12,63,3865"
85,98,6187,"85,98,6187"
48,47,4307,"48,47,4307"
88,97,84,"88,97,84"
33,84,6430,"33,84,6430"
28,11,4585,"28,11,4585"
7,18,7784,"7,18,7784"
60,43,3842,"60,43,3842"
20,19,436,"20,19,436"
64,6,1521,"64,6,1521"
85,69,3494,"85,69,3494"
88,82,4303,"88,82,4303"
70,10,4153,"70,10,4153"
39,54,5224,"39,54,5224"
78,23,1261,"78,23,1261"
12,57,1558,"12,57,1558"
21,86,5097,"21,86,5097"
60,28,3353,"60,28,3353"
32,14,8013,"32,14,8013"
82,86,5106,"82,86,5106"
26,62,5919,"26,62,5919"
63,99,902,"63,99,902"
1,74,7241,"1,74,7241"
18,42,8836,"18,42,8836"
54,75,6672,"54,75,6672"
19,77,184,"19,77,184"
44,17,7741,"44,17,7741"
31,29,1820,"31,29,1820"
14,99,5608,"14,99,5608"
74,12,4038,"74,12,4038"
24,6,9395,"24,6,9395"
67,39,3478,"67,39,3478"
11,83,9516,"11,83,9516"
30,97,3661,"30,97,3661"
76,9,7618,"76,9,7618"
45,82,9643,"45,82,9643"
44,23,2345,"44,23,2345"
31,22,6883,"31,22,6883"
74,99,4383,"74,99,4383"
91,95,7195,"91,95,7195"
87,6,7260,"87,6,7260"
64,70,3611,"64,70,3611"
13,7,2928,"13,7,2928"
46,16,4223,"46,16,4223"
80,40,6032,"80,40,6032"
38,39,7491,"38,39,7491"
35,85,6478,"35,85,6478"
75,23,74,"75,23,74"
19,91,6306,"19,91,6306"
91,19,6682,"91,19,6682"
65,30,1420,"65,30,1420"
17,35,4502,"17,35,4502"
41,31,5833,"41,31,5833"
30,91,4364,"30,91,4364"
64,93,9116,"64,93,9116"
23,55,105,"23,55,105"
54,98,5697,"54,98,5697"
90,64,3083,"90,64,3083"
77,64,6027,"77,64,6027"
24,96,6587,"24,96,6587"
49,18,7599,"49,18,7599"
26,28,7273,"26,28,7273"
56,18,8801,"56,18,8801"
32,97,4384,"32,97,4384"
62,97,2561,"62,97,2561"
33,16,6717,"33,16,6717"
31,37,5971,"31,37,5971"
48,51,4665,"48,51,4665"
61,55,1521,"61,55,1521"
99,87,856,"99,87,856"
71,98,385,"71,98,385"
56,57,4728,"56,57,4728"
54,30,8319,"54,30,8319"
99,7,524,"99,7,524"
78,34,2077,"78,34,2077"
56,5,8364,"56,5,8364"
74,23,6822,"74,23,6822"
50,4,5364,"50,4,5364"
74,70,98,"74,70,98"
96,99,7800,"96,99,7800"
58,41,3820,"58,41,3820"
27,15,7441,"27,15,7441"
95,41,7455,"95,41,7455"
88,15,320,"88,15,320"
70,31,8169,"70,31,8169"
27,94,7251,"27,94,7251"
48,44,930,"48,44,930"
56,15,272,"56,15,272"
95,9,4091,"95,9,4091"
66,68,7164,"66,68,7164"
35,32,3516,"35,32,3516"
53,2,1870,"53,2,1870"
34,17,4959,"34,17,4959"
19,25,1091,"19,25,1091"
39,74,5571,"39,74,5571"
87,42,2552,"87,42,2552"
32,68,2078,"32,68,2078"
19,16,5479,"19,16,5479"
15,82,3677,"15,82,3677"
69,11,5669,"69,11,5669"
62,33,7595,"62,33,7595"
97,33,502,"97,33,502"
61,70,5152,"61,70,5152"
9,49,3195,"9,49,3195"
90,50,2545,"90,50,2545"
95,53,3220,"95,53,3220"
21,72,9887,"21,72,9887"
56,71,7277,"56,71,7277"
68,25,5126,"68,25,5126"
6,55,7711,"6,55,7711"
1,18,5221,"1,18,5221"
35,66,807,"35,66,807"
46,37,5879,"46,37,5879"
71,53,5989,"71,53,5989"
62,19,5536,"62,19,5536"
96,41,1593,"96,41,1593"
2,65,2756,"2,65,2756"
71,98,9755,"71,98,9755"
77,48,1333,"77,48,1333"
44,66,751,"44,66,751"
96,64,7,"96,64,7"
18,45,5466,"18,45,5466"
78,28,9286,"78,28,9286"
27,49,3772,"27,49,3772"
81,20,1674,"81,20,1674"
52,43,7393,"52,43,7393"
3,92,6354,"3,92,6354"
71,35,8861,"71,35,8861"
14,31,4672,"14,31,4672"
70,99,8540,"70,99,8540"
84,37,9846,"84,37,9846"
81,54,9454,"81,54,9454"
82,25,4537,"82,25,4537"
78,5,7353,"78,5,7353"
52,29,6944,"52,29,6944"
55,67,5199,"55,67,5199"
9,12,6623,"9,12,6623"
45,91,9156,"45,91,9156"
99,38,8095,"99,38,8095"
29,9,6641,"29,9,6641"
3,74,2238,"3,74,2238"
6,31,7792,"6,31,7792"
47,76,2079,"47,76,2079"
77,36,7541,"77,36,7541"
33,49,3376,"33,49,3376"
63,51,7273,"63,51,7273"
33,70,4666,"33,70,4666"
55,65,8960,"55,65,8960"
31,11,9684,"31,11,9684"
54,39,9416,"54,39,9416"
90,38,7738,"90,38,7738"
43,55,4408,"43,55,4408"
38,15,5525,"38,15,5525"
90,9,4237,"90,9,4237"
70,29,9658,"70,29,9658"
73,80,7400,"73,80,7400"
25,73,6954,"25,73,6954"
68,48,6395,"68,48,6395"
54,0,4182,"54,0,4182"
22,81,31,"22,81,31"
35,26,9402,"35,26,9402"
60,2,4534,"60,2,4534"
43,53,4294,"43,53,4294"
37,61,2062,"37,61,2062"
46,49,598,"46,49,598"
87,57,8866,"87,57,8866"
20,20,3492,"20,20,3492"
76,54,9888,"76,54,9888"
13,40,3853,"13,40,3853"
35,14,5238,"35,14,5238"
1,97,6928,"1,97,6928"
31,29,5643,"31,29,5643"
38,33,4213,"38,33,4213"
43,49,3183,"43,49,3183"
66,92,2417,"66,92,2417"
22,62,9513,"22,62,9513"
48,26,2177,"48,26,2177"
13,6,8062,"13,6,8062"
10,55,3384,"10,55,3384"
67,45,7848,"67,45,7848"
20,77,7700,"20,77,7700"
68,98,7519,"68,98,7519"
81,30,5653,"81,30,5653"
78,75,4745,"78,75,4745"
48,78,8919,"48,78,8919"
97,34,5012,"97,34,5012"
65,65,1983,"65,65,1983"
64,45,479,"64,45,479"
36,87,5604,"36,87,5604"
7,92,8990,"7,92,8990"
15,70,3025,"15,70,3025"
38,10,6991,"38,10,6991"
97,80,127,"97,80,127"
20,26,9860,"20,26,9860"
59,61,2805,"59,61,2805"
55,35,8471,"55,35,8471"
79,97,4080,"79,97,4080"
89,61,4639,"89,61,4639"
46,24,7155,"46,24,7155"
10,14,8011,"10,14,8011"
44,76,3373,"44,76,3373"
27,74,8000,"27,74,8000"
84,43,1285,"84,43,1285"
48,69,8687,"48,69,8687"
41,51,4233,"41,51,4233"
66,89,1990,"66,89,1990"
32,92,9982,"32,92,9982"
3,2,2856,"3,2,2856"
51,55,8899,"51,55,8899"
53,69,3302,"53,69,3302"
94,85,9107,"94,85,9107"
58,34,3781,"58,34,3781"
94,24,9471,"94,24,9471"
78,32,1885,"78,32,1885"
46,87,1949,"46,87,1949"
68,9,8714,"68,9,8714"
12,27,7512,"12,27,7512"
3,70,4297,"3,70,4297"
73,62,6378,"73,62,6378"
22,20,1274,"22,20,1274"
40,13,2469,"40,13,2469"
8,77,2959,"8,77,2959"
54,83,763,"54,83,763"
63,8,7079,"63,8,7079"
80,47,9260,"80,47,9260"
53,78,8915,"53,78,8915"
71,59,5539,"71,59,5539"
46,11,6279,"46,11,6279"
76,97,9592,"76,97,9592"
16,6,4766,"16,6,4766"
48,73,1459,"48,73,1459"
68,52,3043,"68,52,3043"
53,27,5071,"53,27,5071"
52,75,4795,"52,75,4795"
43,48,5814,"43,48,5814"
67,35,3310,"67,35,3310"
56,94,5185,"56,94,5185"
25,58,8666,"25,58,8666"
3,37,9043,"3,37,9043"
26,46,1090,"26,46,1090"
44,6,5576,"44,6,5576"
38,61,9264,"38,61,9264"
52,17,1806,"52,17,1806"
41,29,8769,"41,29,8769"
38,6,1223,"38,6,1223"
69,52,4934,"69,52,4934"
26,42,5115,"26,42,5115"
6,3,1747,"6,3,1747"
0,80,1567,"0,80,1567"
19,29,1036,"19,29,1036"
35,67,5496,"35,67,5496"
94,60,1417,"94,60,1417"
40,30,5646,"40,30,5646"
92,62,1882,"92,62,1882"
0,32,1334,"0,32,1334"
96,0,3565,"96,0,3565"
73,90,9917,"73,90,9917"
43,72,6090,"43,72,6090"
23,42,1634,"23,42,1634"
63,89,2144,"63,89,2144"
21,66,4738,"21,66,4738"
62,77,8978,"62,77,8978"
48,10,6055,"48,10,6055"
35,25,5703,"35,25,5703"
85,71,9063,"85,71,9063"
1,94,3123,"1,94,3123"
76,63,3137,"76,63,3137"
60,0,4594,"60,0,4594"
88,51,3741,"88,51,3741"
80,5,6174,"80,5,6174"
28,17,3618,"28,17,3618"
48,74,1532,"48,74,1532"
91,96,4499,"91,96,4499"
29,92,5724,"29,92,5724"
96,30,1324,"96,30,1324"
92,89,5816,"92,89,5816"
48,95,3281,"48,95,3281"
40,89,3132,"40,89,3132"
41,77,4124,"41,77,4124"
3,59,9028,"3,59,9028"
4,63,8112,"4,63,8112"
33,3,7314,"33,3,7314"
34,24,2407,"34,24,2407"
56,82,9804,"56,82,9804"
3,83,2873,"3,83,2873"
88,50,5952,"88,50,5952"
21,5,2519,"21,5,2519"
42,74,1959,"42,74,1959"
70,2,9445,"70,2,9445"
74,4,9968,"74,4,9968"
4,36,232,"4,36,232"
95,73,2076,"95,73,2076"
78,98,1527,"78,98,1527"
50,78,7797,"50,78,7797"
55,18,5767,"55,18,5767"
54,31,5469,"54,31,5469"
87,74,5317,"87,74,5317"
18,99,548,"18,99,548"
65,46,6017,"65,46,6017"
0,19,2150,"0,19,2150"
55,16,3099,"55,16,3099"
59,12,3667,"59,12,3667"
81,81,9990,"81,81,9990"
97,42,5731,"97,42,5731"
14,36,7318,"14,36,7318"
46,53,197,"46,53,197"
63,28,2420,"63,28,2420"
28,20,6972,"28,20,6972"
65,36,9992,"65,36,9992"
81,13,2697,"81,13,2697"
27,57,5018,"27,57,5018"
22,72,1865,"22,72,1865"
90,75,8560,"90,75,8560"
45,21,6180,"45,21,6180"
69,4,1001,"69,4,1001"
64,52,9378,"64,52,9378"
41,78,3662,"41,78,3662"
68,84,6092,"68,84,6092"
18,99,8165,"18,99,8165"
93,4,5774,"93,4,5774"
1,57,9625,"1,57,9625"
74,55,2964,"74,55,2964"
9,92,7562,"9,92,7562"
23,87,7780,"23,87,7780"
83,3,9198,"83,3,9198"
23,90,1418,"23,90,1418"
72,59,9784,"72,59,9784"
27,39,7500,"27,39,7500"
87,51,6824,"87,51,6824"
45,74,9904,"45,74,9904"
35,86,2895,"35,86,2895"
97,15,5447,"97,15,5447"
35,56,6188,"35,56,6188"
25,51,64,"25,51,64"
85,20,4089,"85,20,4089"
35,31,6158,"35,31,6158"
66,76,5294,"66,76,5294"
43,83,1124,"43,83,1124"
71,50,6778,"71,50,6778"
97,35,1825,"97,35,1825"
54,71,6696,"54,71,6696"
57,92,7652,"57,92,7652"
52,53,5875,"52,53,5875"
95,26,9251,"95,26,9251"
1,86,2627,"1,86,2627"
63,20,3059,"63,20,3059"
67,52,9673,"67,52,9673"
37,19,1302,"37,19,1302"
18,22,6944,"18,22,6944"
75,9,7073,"75,9,7073"
29,53,5992,"29,53,5992"
30,3,283,"30,3,283"
31,56,117,"31,56,117"
79,60,8016,"79,60,8016"
86,92,9053,"86,92,9053"
25,31,2918,"25,31,2918"
46,0,853,"46,0,853"
47,8,9958,"47,8,9958"
3,67,8739,"3,67,8739"
17,54,5500,"17,54,5500"
79,18,763,"79,18,763"
21,51,9937,"21,51,9937"
50,19,9516,"50,19,9516"
72,2,9117,"72,2,9117"
88,10,4810,"88,10,4810"
3,71,6898,"3,71,6898"
25,50,1017,"25,50,1017"
88,21,4288,"88,21,4288"
71,28,9333,"71,28,9333"
37,63,8255,"37,63,8255"
98,9,6996,"98,9,6996"
94,53,8656,"94,53,8656"
29,53,9103,"29,53,9103"
25,89,2228,"25,89,2228"
80,66,7811,"80,66,7811"
22,70,3701,"22,70,3701"
16,70,6780,"16,70,6780"
96,37,2144,"96,37,2144"
12,93,6820,"12,93,6820"
11,28,3394,"11,28,3394"
14,69,442,"14,69,442"
88,77,4293,"88,77,4293"
31,14,1347,"31,14,1347"
51,13,9226,"51,13,9226"
98,6,3152,"98,6,3152"
66,65,6384,"66,65,6384"
68,64,1044,"68,64,1044"
17,51,6202,"17,51,6202"
16,24,9171,"16,24,9171"
82,82,9087,"82,82,9087"
42,92,5809,"42,92,5809"
68,82,3577,"68,82,3577"
13,44,5892,"13,44,5892"
31,24,6951,"31,24,6951"
96,14,5785,"96,14,5785"
1,63,6767,"1,63,6767"
19,5,1937,"19,5,1937"
25,42,28,"25,42,28"
26,45,1273,"26,45,1273"
96,53,8753,"96,53,8753"
27,65,361,"27,65,361"
88,83,4912,"88,83,4912"
39,70,7627,"39,70,7627"
89,20,6875,"89,20,6875"
77,53,5079,"77,53,5079"
82,1,8796,"82,1,8796"
42,13,7381,"42,13,7381"
84,8,5116,"84,8,5116"
99,60,4850,"99,60,4850"
51,27,2592,"51,27,2592"
93,22,3137,"93,22,3137"
73,77,5653,"73,77,5653"
72,70,268,"72,70,268"
91,38,6109,"91,38,6109"
49,26,4241,"49,26,4241"
78,31,5463,"78,31,5463"
68,66,6749,"68,66,6749"
57,1,4619,"57,1,4619"
16,60,6119,"16,60,6119"
33,50,2199,"33,50,2199"
86,9,2449,"86,9,2449"
79,59,7254,"79,59,7254"
16,26,5148,"16,26,5148"
59,28,9897,"59,28,9897"
39,34,7317,"39,34,7317"
97,81,8163,"97,81,8163"
20,12,578,"20,12,578"
14,45,1555,"14,45,1555"
75,30,1992,"75,30,1992"
84,69,7070,"84,69,7070"
46,82,284,"46,82,284"
61,74,8559,"61,74,8559"
29,24,1365,"29,24,1365"
41,36,1553,"41,36,1553"
18,41,7504,"18,41,7504"
39,61,6416,"39,61,6416"
92,68,7993,"92,68,7993"
6,85,3236,"6,85,3236"
80,90,3060,"80,90,3060"
54,83,5850,"54,83,5850"
83,36,6713,"83,36,6713"
66,61,880,"66,61,880"
11,47,8834,"11,47,8834"
81,50,1890,"81,50,1890"
40,24,3119,"40,24,3119"
10,77,1664,"10,77,1664"
22,44,195,"22,44,195"
69,16,7355,"69,16,7355"
51,75,535,"51,75,535"
47,14,3458,"47,14,3458"
99,40,2537,"99,40,2537"
96,63,8207,"96,63,8207"
23,32,1083,"23,32,1083"
26,46,4863,"26,46,4863"
97,8,6722,"97,8,6722"
66,70,8544,"66,70,8544"
18,16,1575,"18,16,1575"
22,26,3418,"22,26,3418"
31,99,3052,"31,99,3052"
69,71,5994,"69,71,5994"
14,86,749,"14,86,749"
84,28,505,"84,28,505"
4,63,3576,"4,63,3576"
65,94,1106,"65,94,1106"
20,71,4756,"20,71,4756"
41,54,5290,"41,54,5290"
7,47,2309,"7,47,2309"
42,91,2232,"42,91,2232"
94,34,1362,"94,34,1362"
32,60,6953,"32,60,6953"
72,91,8478,"72,91,8478"
17,58,1298,"17,58,1298"
7,31,4019,"7,31,4019"
72,8,7242,"72,8,7242"
61,95,7530,"61,95,7530"
34,24,8876,"34,24,8876"
99,48,2760,"99,48,2760"
92,44,5202,"92,44,5202"
38,81,3418,"38,81,3418"
46,78,8727,"46,78,8727"
19,68,4947,"19,68,4947"
47,65,3817,"47,65,3817"
89,96,8057,"89,96,8057"
48,29,4388,"48,29,4388"
86,82,1779,"86,82,1779"
10,73,7134,"10,73,7134"
17,16,5080,"17,16,5080"
11,22,5622,"11,22,5622"
27,35,2752,"27,35,2752"
47,22,9223,"47,22,9223"
9,51,6601,"9,51,6601"
28,54,8708,"28,54,8708"
96,41,5305,"96,41,5305"
45,2,8620,"45,2,8620"
24,96,7862,"24,96,7862"
45,24,5708,"45,24,5708"
71,40,9257,"71,40,9257"
87,95,7726,"87,95,7726"
66,29,1968,"66,29,1968"
93,77,1502,"93,77,1502"
14,90,7356,"14,90,7356"
37,86,9388,"37,86,9388"
32,92,6673,"32,92,6673"
71,13,1736,"71,13,1736"
77,25,2151,"77,25,2151"
20,96,1394,"20,96,1394"
75,53,1394,"75,53,1394"
32,79,2231,"32,79,2231"
36,59,1782,"36,59,1782"
35,40,6030,"35,40,6030"
29,47,1370,"29,47,1370"
87,5,2764,"87,5,2764"
60,85,5435,"60,85,5435"
71,33,9793,"71,33,9793"
2,17,4443,"2,17,4443"
54,16,2142,"54,16,2142"
44,5,3582,"44,5,3582"
4,14,127,"4,14,127"
66,16,4918,"66,16,4918"
78,36,3306,"78,36,3306"
6,40,5967,"6,40,5967"
68,46,3457,"68,46,3457"
55,68,3819,"55,68,3819"
48,24,4491,"48,24,4491"
44,65,4738,"44,65,4738"
13,59,7390,"13,59,7390"
1,8,8906,"1,8,8906"
1,76,9998,"1,76,9998"
75,45,9622,"75,45,9622"
22,3,6849,"22,3,6849"
36,94,8285,"36,94,8285"
73,43,6872,"73,43,6872"
39,81,9233,"39,81,9233"
49,24,2599,"49,24,2599"
97,78,2929,"97,78,2929"
92,37,2470,"92,37,2470"
13,22,5335,"13,22,5335"
12,68,1858,"12,68,1858"
44,69,9775,"44,69,9775"
33,27,9021,"33,27,9021"
74,79,3943,"74,79,3943"
66,5,7508,"66,5,7508"
63,38,4906,"63,38,4906"
82,5,8850,"82,5,8850"
59,96,5342,"59,96,5342"
65,3,9733,"65,3,9733"
65,32,2879,"65,32,2879"
99,10,3794,"99,10,3794"
35,6,7072,"35,6,7072"
14,19,4259,"14,19,4259"
33,69,258,"33,69,258"
18,45,3680,"18,45,3680"
15,60,2971,"15,60,2971"
12,10,6596,"12,10,6596"
90,78,8755,"90,78,8755"
7,10,1147,"7,10,1147"
77,34,9160,"77,34,9160"
94,29,8475,"94,29,8475"
42,26,343,"42,26,343"
70,39,5855,"70,39,5855"
97,65,5172,"97,65,5172"
7,34,3655,"7,34,3655"
15,4,7743,"15,4,7743"
56,68,5128,"56,68,5128"
87,55,324,"87,55,324"
79,82,5748,"79,82,5748"
0,30,2231,"0,30,2231"
36,63,2941,"36,63,2941"
7,63,3801,"7,63,3801"
13,56,4814,"13,56,4814"
39,34,2876,"39,34,2876"
38,22,4228,"38,22,4228"
16,71,1016,"16,71,1016"
77,0,7025,"77,0,7025"
86,78,4173,"86,78,4173"
91,48,6064,"91,48,6064"
96,28,5812,"96,28,5812"
84,3,2406,"84,3,2406"
15,37,4608,"15,37,4608"
79,84,8924,"79,84,8924"
19,12,9974,"19,12,9974"
45,22,7020,"45,22,7020"
50,12,1855,"50,12,1855"
13,90,5524,"13,90,5524"
43,86,833,"43,86,833"
62,15,4520,"62,15,4520"
33,40,4933,"33,40,4933"
42,94,9662,"42,94,9662"
7,19,4200,"7,19,4200"
24,2,4213,"24,2,4213"
36,98,1684,"36,98,1684"
69,11,5940,"69,11,5940"
15,82,3860,"15,82,3860"
0,59,6053,"0,59,6053"
70,50,102,"70,50,102"
74,14,4303,"74,14,4303"
43,18,7084,"43,18,7084"
49,72,1218,"49,72,1218"
51,25,3834,"51,25,3834"
58,73,7470,"58,73,7470"
54,48,2563,"54,48,2563"
10,45,1637,"10,45,1637"
4,77,1670,"4,77,1670"
63,6,5938,"63,6,5938"
82,67,5349,"82,67,5349"
6,8,6199,"6,8,6199"
0,9,4988,"0,9,4988"
