brand_name,model_name,os,phone_info
Vodafone,iPhone 6 128GB (Gold),Android,"Vodafone,iPhone 6 128GB (Gold),Android"
CAT,Pop 4 Pro BC3 1/16GB Cosmic Shine,Android,"CAT,Pop 4 Pro BC3 1/16GB Cosmic Shine,Android"
Samsung,Blade L210 1/32GB Black,Android,"Samsung,Blade L210 1/32GB Black,Android"
Apple,nubia Red Magic 5G 8/128GB Black,iOS,"Apple,nubia Red Magic 5G 8/128GB Black,iOS"
Samsung,Mate 10 6/256GB Porsche Design,Android,"Samsung,Mate 10 6/256GB Porsche Design,Android"
Samsung,Poco M3 4/64GB Black,Android,"Samsung,Poco M3 4/64GB Black,Android"
Sony,N30 4/128GB Dreamy Blue,Android,"Sony,N30 4/128GB Dreamy Blue,Android"
Lenovo,G8X ThinQ 6/128GB Aurora Black,Android,"Lenovo,G8X ThinQ 6/128GB Aurora Black,Android"
Xiaomi,Galaxy S20+ 5G SM-G986B 12/128GB Black,Android,"Xiaomi,Galaxy S20+ 5G SM-G986B 12/128GB Black,Android"
Xiaomi,Moto X (2nd. Gen) (Black) 16GB,iOS,"Xiaomi,Moto X (2nd. Gen) (Black) 16GB,iOS"
Sigma mobile,K13 4/64GB Pro Black,Android,"Sigma mobile,K13 4/64GB Pro Black,Android"
Tecno,Cool Play 6 6/64GB Black,Android,"Tecno,Cool Play 6 6/64GB Black,Android"
Apple,iPhone XS Max 256GB Gold (MT552),Android,"Apple,iPhone XS Max 256GB Gold (MT552),Android"
Apple,Zenfone 7 ZS670KS 8/128GB Black,iOS,"Apple,Zenfone 7 ZS670KS 8/128GB Black,iOS"
NUU,Galaxy A51 SM-A515F 2020 8/128GB Blue,Android,"NUU,Galaxy A51 SM-A515F 2020 8/128GB Blue,Android"
DOOGEE,BL5000 Black (6924351609900),Android,"DOOGEE,BL5000 Black (6924351609900),Android"
Apple,iPhone 6 Plus 64GB Space Gray (MGAH2),iOS,"Apple,iPhone 6 Plus 64GB Space Gray (MGAH2),iOS"
Apple,iPhone X 64GB Space Gray (MQAC2),Android,"Apple,iPhone X 64GB Space Gray (MQAC2),Android"
Apple,iPhone 5S 16GB Space Gray (ME432),Android,"Apple,iPhone 5S 16GB Space Gray (ME432),Android"
Tecno,Mi 10T Pro 8/128GB Cosmic Black,Android,"Tecno,Mi 10T Pro 8/128GB Cosmic Black,Android"
Motorola,Redmi Note 6 Pro 4/64GB Rose Gold,Android,"Motorola,Redmi Note 6 Pro 4/64GB Rose Gold,Android"
Samsung,Nexus 6 32GB (Cloud White),Android,"Samsung,Nexus 6 32GB (Cloud White),Android"
Samsung,S561 3/32GB Black,Android,"Samsung,S561 3/32GB Black,Android"
Oukitel,Nord 12/256GB Gray Onyx,Android,"Oukitel,Nord 12/256GB Gray Onyx,Android"
OnePlus,8T 12/256GB Lunar Silver,Android,"OnePlus,8T 12/256GB Lunar Silver,Android"
Blackview,G6 32GB Black (H870S.ACISBK),Android,"Blackview,G6 32GB Black (H870S.ACISBK),Android"
Apple,Pixel XL 128GB (Quite Black),Android,"Apple,Pixel XL 128GB (Quite Black),Android"
HUAWEI,Camon 12 CC7 Dark Jade,Android,"HUAWEI,Camon 12 CC7 Dark Jade,Android"
Apple,Redmi Note 9 4/128GB White (no NFC),Android,"Apple,Redmi Note 9 4/128GB White (no NFC),Android"
Xiaomi,Moto Z2 Force 6/64GB Black (PA900007UA),Android,"Xiaomi,Moto Z2 Force 6/64GB Black (PA900007UA),Android"
OnePlus,8A 3/64GB Blue,Android,"OnePlus,8A 3/64GB Blue,Android"
Apple,Redmi Note 4x 4/64GB Gold,Android,"Apple,Redmi Note 4x 4/64GB Gold,Android"
Blackview,Spark 6 KE7 4/64GB Ocean Blue (4895180762024),Android,"Blackview,Spark 6 KE7 4/64GB Ocean Blue (4895180762024),Android"
Xiaomi,Galaxy S10 Lite SM-G770 8/128GB Black,Android,"Xiaomi,Galaxy S10 Lite SM-G770 8/128GB Black,Android"
LG,Galaxy Note 9 N960 8/512GB Lavender Purple,iOS,"LG,Galaxy Note 9 N960 8/512GB Lavender Purple,iOS"
Samsung,A7 2/32GB L19111 Blue,Android,"Samsung,A7 2/32GB L19111 Blue,Android"
Motorola,BV6300 3/32GB Black,Android,"Motorola,BV6300 3/32GB Black,Android"
Samsung,WP6 6/128GB Black,Android,"Samsung,WP6 6/128GB Black,Android"
Blackview,Armor X6 2/16GB Orange,Android,"Blackview,Armor X6 2/16GB Orange,Android"
LG,Redmi Note 8T 3/32GB Grey,Android,"LG,Redmi Note 8T 3/32GB Grey,Android"
Lenovo,C11 2/32GB Green,Android,"Lenovo,C11 2/32GB Green,Android"
HTC,Y7 Prime 2018 3/32GB Black (51092JHA),iOS,"HTC,Y7 Prime 2018 3/32GB Black (51092JHA),iOS"
Google,Galaxy S10 SM-G973 DS 128GB Green (SM-G973FZGD),Android,"Google,Galaxy S10 SM-G973 DS 128GB Green (SM-G973FZGD),Android"
Lenovo,Galaxy A20s 2019 A207F 3/32GB Black (SM-A207FZKD),Android,"Lenovo,Galaxy A20s 2019 A207F 3/32GB Black (SM-A207FZKD),Android"
OnePlus,Aquos D10 4/64GB Black,Android,"OnePlus,Aquos D10 4/64GB Black,Android"
vivo,Y7 2019 3/32GB Coral Red (51093HEW),Android,"vivo,Y7 2019 3/32GB Coral Red (51093HEW),Android"
Cubot,2720 Flip Black (16BTSB01A10),Android,"Cubot,2720 Flip Black (16BTSB01A10),Android"
realme,U11 4/64GB Black 99HAMB075-00,Android,"realme,U11 4/64GB Black 99HAMB075-00,Android"
Xiaomi,Galaxy Note 10 SM-N970F 8/256GB Black (SM-N970FZKD),Android,"Xiaomi,Galaxy Note 10 SM-N970F 8/256GB Black (SM-N970FZKD),Android"
Samsung,iPhone 11 Pro 512GB Midnight Green (MWCV2),Android,"Samsung,iPhone 11 Pro 512GB Midnight Green (MWCV2),Android"
HUAWEI,Moto Z2 Force 6/64GB Black (PA900007UA),Android,"HUAWEI,Moto Z2 Force 6/64GB Black (PA900007UA),Android"
Microsoft,S58 Pro 6/64GB Black,Android,"Microsoft,S58 Pro 6/64GB Black,Android"
HUAWEI,Redmi Note 4 3/64GB (Gold),Android,"HUAWEI,Redmi Note 4 3/64GB (Gold),Android"
DOOGEE,Moto G6 Plus XT1926 Dual Sim 64GB Indigo Blue,Android,"DOOGEE,Moto G6 Plus XT1926 Dual Sim 64GB Indigo Blue,Android"
Samsung,Note 9 4/64GB Black,Android,"Samsung,Note 9 4/64GB Black,Android"
Cubot,P smart Z 4/64GB Emerald Green (51093WVK),Android,"Cubot,P smart Z 4/64GB Emerald Green (51093WVK),Android"
Samsung,iPhone 6 16GB Space Gray (MG472),iOS,"Samsung,iPhone 6 16GB Space Gray (MG472),iOS"
Meizu,1.3 1/16GB Charcoal,Android,"Meizu,1.3 1/16GB Charcoal,Android"
Samsung,P30 4/64GB Black,Android,"Samsung,P30 4/64GB Black,Android"
Samsung,One Hyper XT2027-1 4/128GB Deep Sea Blue,iOS,"Samsung,One Hyper XT2027-1 4/128GB Deep Sea Blue,iOS"
Tecno,A30 2/16GB Black,Android,"Tecno,A30 2/16GB Black,Android"
Honor,Galaxy A41 4/64GB Black (SM-A415FZKD),Android,"Honor,Galaxy A41 4/64GB Black (SM-A415FZKD),Android"
Samsung,Armor 10 5G 8/128GB Black,Android,"Samsung,Armor 10 5G 8/128GB Black,Android"
Honor,A72 4/128GB Aurora Purple,Android,"Honor,A72 4/128GB Aurora Purple,Android"
Samsung,G6 G600L 4/64GB Black,iOS,"Samsung,G6 G600L 4/64GB Black,iOS"
LG,Xperia 5 J9210 6/128GB Black,Android,"LG,Xperia 5 J9210 6/128GB Black,Android"
ASUS,Redmi 9 6/128GB Grey (no NFC),Android,"ASUS,Redmi 9 6/128GB Grey (no NFC),Android"
Apple,iPhone XR 64GB Black (MRY42),Android,"Apple,iPhone XR 64GB Black (MRY42),Android"
Xiaomi,BV6300 Pro 6/128GB Black,Android,"Xiaomi,BV6300 Pro 6/128GB Black,Android"
Samsung,Galaxy S21 8/256GB Phantom Grey (SM-G991BZAGSEK),Android,"Samsung,Galaxy S21 8/256GB Phantom Grey (SM-G991BZAGSEK),Android"
realme,Galaxy A80 2019 A8050 8/128GB Black,Android,"realme,Galaxy A80 2019 A8050 8/128GB Black,Android"
Honor,G8X ThinQ 6/128GB Aurora Black,Android,"Honor,G8X ThinQ 6/128GB Aurora Black,Android"
CAT,iPhone 6s Plus 16GB Space Gray (MKU12),Android,"CAT,iPhone 6s Plus 16GB Space Gray (MKU12),Android"
DOOGEE,N20 4/64GB Black,Android,"DOOGEE,N20 4/64GB Black,Android"
Samsung,Mobile GM8 Space Gray,Android,"Samsung,Mobile GM8 Space Gray,Android"
Samsung,Find X2 Pro 12/512GB Orange,Android,"Samsung,Find X2 Pro 12/512GB Orange,Android"
Philips,C9 Pro 3/32GB Black,Android,"Philips,C9 Pro 3/32GB Black,Android"
Ulefone,F572L 2018 DualSim Silver,Android,"Ulefone,F572L 2018 DualSim Silver,Android"
Xiaomi,16X 6/128GB Dual Purple,Android,"Xiaomi,16X 6/128GB Dual Purple,Android"
Samsung,Xperia XA1 Dual (G3112) Black,Android,"Samsung,Xperia XA1 Dual (G3112) Black,Android"
Oukitel,P30 6/128GB Black (51093NDK),Android,"Oukitel,P30 6/128GB Black (51093NDK),Android"
Apple,Nord N10 5G 6/128GB Midnight Ice,Android,"Apple,Nord N10 5G 6/128GB Midnight Ice,Android"
OPPO,A7 2/32GB L19111 Blue,Android,"OPPO,A7 2/32GB L19111 Blue,Android"
Assistant,Y5p 2/32GB Mint Green (51095MUB),Android,"Assistant,Y5p 2/32GB Mint Green (51095MUB),Android"
Blackview,Galaxy S7 G930F 32GB (Gold),Android,"Blackview,Galaxy S7 G930F 32GB (Gold),Android"
Samsung,Redmi Note 4x 3/32GB Black,Android,"Samsung,Redmi Note 4x 3/32GB Black,Android"
Ulefone,Kingkong mini 3/32GB Red,iOS,"Ulefone,Kingkong mini 3/32GB Red,iOS"
DOOGEE,A80 2/16GB Red,Android,"DOOGEE,A80 2/16GB Red,Android"
Blackview,8 Pro 12/256GB Glacial Green,Android,"Blackview,8 Pro 12/256GB Glacial Green,Android"
Tecno,P30 6/128GB Black (51093NDK),Android,"Tecno,P30 6/128GB Black (51093NDK),Android"
Blackview,A52 4/64GB Twilight Black,Android,"Blackview,A52 4/64GB Twilight Black,Android"
ZTE,Galaxy M10 SM-M105F 2/16GB Black (SM-M105GDAG),Android,"ZTE,Galaxy M10 SM-M105F 2/16GB Black (SM-M105GDAG),Android"
Google,Reno2 8/256GB Ocean Blue,Android,"Google,Reno2 8/256GB Ocean Blue,Android"
Samsung,Galaxy A12 SM-A125F 3/32GB Black (SM-A125FZKUSEK),Android,"Samsung,Galaxy A12 SM-A125F 3/32GB Black (SM-A125FZKUSEK),Android"
Samsung,iPhone 12 Pro 128GB Dual Sim Pacific Blue (MGLD3),Android,"Samsung,iPhone 12 Pro 128GB Dual Sim Pacific Blue (MGLD3),Android"
ZTE,Galaxy S9+ SM-G965 DS 128GB Grey,Android,"ZTE,Galaxy S9+ SM-G965 DS 128GB Grey,Android"
Samsung,Redmi Note 5 3/32GB Gold,Android,"Samsung,Redmi Note 5 3/32GB Gold,Android"
LG,Galaxy S21 8/128GB Phantom Grey (SM-G991BZADSEK),Android,"LG,Galaxy S21 8/128GB Phantom Grey (SM-G991BZADSEK),Android"
Ulefone,Galaxy S21 Ultra 16/512GB Phantom Black (SM-G998BZKHSEK),iOS,"Ulefone,Galaxy S21 Ultra 16/512GB Phantom Black (SM-G998BZKHSEK),iOS"
realme,BV9600E 4/128GB Grey,Android,"realme,BV9600E 4/128GB Grey,Android"
Samsung,X7 Dual Sim 6/64GB Black,Android,"Samsung,X7 Dual Sim 6/64GB Black,Android"
DOOGEE,C21 4/64GB Black,Android,"DOOGEE,C21 4/64GB Black,Android"
HTC,Galaxy A6+ 4/32GB Gold,Android,"HTC,Galaxy A6+ 4/32GB Gold,Android"
LG,Redmi Note 8 Pro 8/128GB White,Android,"LG,Redmi Note 8 Pro 8/128GB White,Android"
Xiaomi,BV6900 4/64GB Black,Android,"Xiaomi,BV6900 4/64GB Black,Android"
Motorola,3X 5048Y Black (5048Y-2AALWE12),iOS,"Motorola,3X 5048Y Black (5048Y-2AALWE12),iOS"
2E,Galaxy S20 5G SM-G9810 12/128GB Cloud Pink,Android,"2E,Galaxy S20 5G SM-G9810 12/128GB Cloud Pink,Android"
Ulefone,Galaxy A10s 2019 SM-A107F 2/32GB Black (SM-A107FZKD),Android,"Ulefone,Galaxy A10s 2019 SM-A107F 2/32GB Black (SM-A107FZKD),Android"
HUAWEI,Redmi Note 8 6/128GB Blue,Android,"HUAWEI,Redmi Note 8 6/128GB Blue,Android"
Nokia,BV9600 4/64GB Silver,Android,"Nokia,BV9600 4/64GB Silver,Android"
Xiaomi,A80 2/16GB Red,iOS,"Xiaomi,A80 2/16GB Red,iOS"
Sony,Redmi Note 5 3/32GB Gold,iOS,"Sony,Redmi Note 5 3/32GB Gold,iOS"
Honor,Black Shark 2 Pro 8/128GB Black,Android,"Honor,Black Shark 2 Pro 8/128GB Black,Android"
Ulefone,Moto G9 Power 4/128GB Gray (PALR0020RS),Android,"Ulefone,Moto G9 Power 4/128GB Gray (PALR0020RS),Android"
2E,MIX 2 6/64GB Black,Android,"2E,MIX 2 6/64GB Black,Android"
OPPO,X50 5G 6/128GB Jungle Green,Android,"OPPO,X50 5G 6/128GB Jungle Green,Android"
Apple,Galaxy A70 2019 SM-A7050 6/128GB Blue,Android,"Apple,Galaxy A70 2019 SM-A7050 6/128GB Blue,Android"
2E,Galaxy A51 2020 6/128GB Blue (SM-A515FZBW),iOS,"2E,Galaxy A51 2020 6/128GB Blue (SM-A515FZBW),iOS"
HUAWEI,Mate Xs 8/512GB Interstellar blue (51095CSQ),Android,"HUAWEI,Mate Xs 8/512GB Interstellar blue (51095CSQ),Android"
Xiaomi,Galaxy A51 SM-A515F 2020 8/128GB Blue,OxygenOS,"Xiaomi,Galaxy A51 SM-A515F 2020 8/128GB Blue,OxygenOS"
Samsung,A60 Pro 3/16GB Black,Android,"Samsung,A60 Pro 3/16GB Black,Android"
Apple,Galaxy Note10 Lite SM-N770F Dual 8/128GB Black (SM-N770FZKU),Android,"Apple,Galaxy Note10 Lite SM-N770F Dual 8/128GB Black (SM-N770FZKU),Android"
Samsung,iPhone 11 128GB Slim Box Black (MHDH3),iOS,"Samsung,iPhone 11 128GB Slim Box Black (MHDH3),iOS"
ZTE,One Fusion+ 6/128GB Blue (PAJW0006RS),iOS,"ZTE,One Fusion+ 6/128GB Blue (PAJW0006RS),iOS"
realme,B1P DS Champagne Gold,Android,"realme,B1P DS Champagne Gold,Android"
DOOGEE,Mate RS Porsche Design 6/256GB Black,Android,"DOOGEE,Mate RS Porsche Design 6/256GB Black,Android"
Samsung,Galaxy S21 8/256GB Phantom Grey (SM-G991BZAGSEK),Android,"Samsung,Galaxy S21 8/256GB Phantom Grey (SM-G991BZAGSEK),Android"
DOOGEE,Galaxy Note 10 SM-N970F 8/256GB Black (SM-N970FZKD),Android,"DOOGEE,Galaxy Note 10 SM-N970F 8/256GB Black (SM-N970FZKD),Android"
Oukitel,Galaxy A7 2018 4/64GB Black (SM-A750FZKU),Android,"Oukitel,Galaxy A7 2018 4/64GB Black (SM-A750FZKU),Android"
Samsung,Xperia Z5 Premium E6853 (Black),Android,"Samsung,Xperia Z5 Premium E6853 (Black),Android"
ZTE,Galaxy A30s 3/32GB Black (SM-A307FZKU),Android,"ZTE,Galaxy A30s 3/32GB Black (SM-A307FZKU),Android"
OnePlus,BV9500 Black,Android,"OnePlus,BV9500 Black,Android"
Sharp,Mi 10 Lite 6/64GB Cosmic Grey,iOS,"Sharp,Mi 10 Lite 6/64GB Cosmic Grey,iOS"
Samsung,Redmi 5 Plus 4/64GB Gold,Android,"Samsung,Redmi 5 Plus 4/64GB Gold,Android"
Xiaomi,iPhone 12 mini 256GB Black (MGE93),Android,"Xiaomi,iPhone 12 mini 256GB Black (MGE93),Android"
Samsung,Galaxy Note 9 N960 8/512GB Metallic Copper,Android,"Samsung,Galaxy Note 9 N960 8/512GB Metallic Copper,Android"
Samsung,Y20 4/64GB Obsidian Black,iOS,"Samsung,Y20 4/64GB Obsidian Black,iOS"
Blackview,BV4900 3/32GB Black,Android,"Blackview,BV4900 3/32GB Black,Android"
Motorola,Galaxy A6+ 3/32GB Gold (SM-A605FZDN),Android,"Motorola,Galaxy A6+ 3/32GB Gold (SM-A605FZDN),Android"
Motorola,S561 3/32GB Black,iOS,"Motorola,S561 3/32GB Black,iOS"
Xiaomi,Cool Play 6 6/64GB Black,iOS,"Xiaomi,Cool Play 6 6/64GB Black,iOS"
Ulefone,H990 V20 Dual 64GB (Silver),Android,"Ulefone,H990 V20 Dual 64GB (Silver),Android"
Samsung,Power 6 4/64GB Red,Android,"Samsung,Power 6 4/64GB Red,Android"
HUAWEI,iPhone 12 mini 128GB Black (MGE33),iOS,"HUAWEI,iPhone 12 mini 128GB Black (MGE33),iOS"
HUAWEI,Quest 4/64GB Black,Android,"HUAWEI,Quest 4/64GB Black,Android"
Samsung,P smart+ 4/64GB Black (51092TFB),Android,"Samsung,P smart+ 4/64GB Black (51092TFB),Android"
Nokia,6 Pro 8/128GB Blue,Android,"Nokia,6 Pro 8/128GB Blue,Android"
Nokia,BV9500 Pro 6/128GB Black,Android,"Nokia,BV9500 Pro 6/128GB Black,Android"
HUAWEI,Power 6 4/64GB Black,Android,"HUAWEI,Power 6 4/64GB Black,Android"
Ulefone,BL5500 Lite 2/16GB Dual Sim Gold,Android,"Ulefone,BL5500 Lite 2/16GB Dual Sim Gold,Android"
OPPO,Galaxy Fold 5G SM-F907B 12/512GB Black,Android,"OPPO,Galaxy Fold 5G SM-F907B 12/512GB Black,Android"
Tecno,Galaxy S10+ SM-G9750 DS 128GB Black,Android,"Tecno,Galaxy S10+ SM-G9750 DS 128GB Black,Android"
ALCATEL,8 3/32GB Blue,Android,"ALCATEL,8 3/32GB Blue,Android"
vivo,Xperia 1 J9110 Black,Android,"vivo,Xperia 1 J9110 Black,Android"
Samsung,M10 2/32GB Black,Android,"Samsung,M10 2/32GB Black,Android"
Blackview,Mi Note 10 Lite 6/64GB Purple,Android,"Blackview,Mi Note 10 Lite 6/64GB Purple,Android"
OPPO,16Xs 6/128GB Pearl White,Android,"OPPO,16Xs 6/128GB Pearl White,Android"
Xiaomi,BV5500 2/16GB Black,Android,"Xiaomi,BV5500 2/16GB Black,Android"
Samsung,Galaxy S8+ 64GB Black (SM-G955FZKD),Android,"Samsung,Galaxy S8+ 64GB Black (SM-G955FZKD),Android"
Oukitel,G7 4/64GB Ceramic Black (XT1962-6),Android,"Oukitel,G7 4/64GB Ceramic Black (XT1962-6),Android"
Apple,Zenfone 7 Pro ZS671KS 8/256GB Black,iOS,"Apple,Zenfone 7 Pro ZS671KS 8/256GB Black,iOS"
Samsung,G925F Galaxy S6 Edge 32GB (White Pearl),Android,"Samsung,G925F Galaxy S6 Edge 32GB (White Pearl),Android"
Samsung,Redmi Note 9 3/64GB Grey NFC,Android,"Samsung,Redmi Note 9 3/64GB Grey NFC,Android"
Honor,3T 64GB (Gunmetal),Android,"Honor,3T 64GB (Gunmetal),Android"
Blackview,Galaxy S8+ 64GB Black (SM-G955FZKD),Android,"Blackview,Galaxy S8+ 64GB Black (SM-G955FZKD),Android"
Xiaomi,iPhone 6 128GB (Gold),Android,"Xiaomi,iPhone 6 128GB (Gold),Android"
Sigma mobile,Galaxy S21 Ultra 12/256GB Phantom Black (SM-G998BZKGSEK),Android,"Sigma mobile,Galaxy S21 Ultra 12/256GB Phantom Black (SM-G998BZKGSEK),Android"
Tecno,6S 4/64GB Eclipse Black,Android,"Tecno,6S 4/64GB Eclipse Black,Android"
vivo,N30 4/128GB Dreamy Blue,Android,"vivo,N30 4/128GB Dreamy Blue,Android"
Xiaomi,Galaxy A71 2020 6/128GB Black (SM-A715FZKU),Android,"Xiaomi,Galaxy A71 2020 6/128GB Black (SM-A715FZKU),Android"
Xiaomi,Redmi 7 4/64GB Blue,Android,"Xiaomi,Redmi 7 4/64GB Blue,Android"
Apple,S96 Pro 8/128GB Green,Android,"Apple,S96 Pro 8/128GB Green,Android"
Samsung,Galaxy Note10 Lite SM-N770F Dual 6/128GB Black (SM-N770FZKD),Android,"Samsung,Galaxy Note10 Lite SM-N770F Dual 6/128GB Black (SM-N770FZKD),Android"
Blackview,Redmi 8 4/64GB Blue,Android,"Blackview,Redmi 8 4/64GB Blue,Android"
Sigma mobile,N1-550 Cruiser Dual Sim Black,Android,"Sigma mobile,N1-550 Cruiser Dual Sim Black,Android"
Blackview,BV5100 Pro 4/128GB Black,Android,"Blackview,BV5100 Pro 4/128GB Black,Android"
Apple,iPhone 6s 32GB Space Gray (MN0W2),iOS,"Apple,iPhone 6s 32GB Space Gray (MN0W2),iOS"
Apple,iPhone 12 Pro 128GB Dual Sim Pacific Blue (MGLD3),Android,"Apple,iPhone 12 Pro 128GB Dual Sim Pacific Blue (MGLD3),Android"
Motorola,Redmi Note 4x 3/32GB Black,Android,"Motorola,Redmi Note 4x 3/32GB Black,Android"
Xiaomi,One Hyper XT2027-1 4/128GB Deep Sea Blue,Android,"Xiaomi,One Hyper XT2027-1 4/128GB Deep Sea Blue,Android"
Apple,iPhone 12 mini 64GB Black (MGDX3),iOS,"Apple,iPhone 12 mini 64GB Black (MGDX3),iOS"
Vernee,Mi 10T Pro 8/256GB Cosmic Black,Android,"Vernee,Mi 10T Pro 8/256GB Cosmic Black,Android"
Tecno,Redmi 8A 4/64GB Black,Android,"Tecno,Redmi 8A 4/64GB Black,Android"
Apple,iPhone 11 Pro 256GB Midnight Green (MWCQ2),Android,"Apple,iPhone 11 Pro 256GB Midnight Green (MWCQ2),Android"
Nokia,Armor 8 4/64GB Black (6937748733744),Android,"Nokia,Armor 8 4/64GB Black (6937748733744),Android"
Samsung,iPhone 11 Pro Max 64GB Space Gray (MWGY2; MWHD2),iOS,"Samsung,iPhone 11 Pro Max 64GB Space Gray (MWGY2; MWHD2),iOS"
Xiaomi,Galaxy S7 G930F 32GB (Gold),iOS,"Xiaomi,Galaxy S7 G930F 32GB (Gold),iOS"
Meizu,Droid Turbo 2 32GB (Ballistic Nylon Black),Android,"Meizu,Droid Turbo 2 32GB (Ballistic Nylon Black),Android"
OPPO,Mi 10 Lite 8/256GB Dream White,Android,"OPPO,Mi 10 Lite 8/256GB Dream White,Android"
Samsung,Redmi K30 8/128GB Purple,Android,"Samsung,Redmi K30 8/128GB Purple,Android"
Samsung,S31 Black,Android,"Samsung,S31 Black,Android"
Motorola,A9 2020 4/128GB Marine Green,Android,"Motorola,A9 2020 4/128GB Marine Green,Android"
Samsung,Galaxy S9 SM-G960 DS 128GB Grey (SM-G960FZAG),Android,"Samsung,Galaxy S9 SM-G960 DS 128GB Grey (SM-G960FZAG),Android"
Archos,A80 Pro 4/64GB Black,Android,"Archos,A80 Pro 4/64GB Black,Android"
Honor,8T 12/256GB Cyberpunk 2077 Limited Edition,Android,"Honor,8T 12/256GB Cyberpunk 2077 Limited Edition,Android"
OnePlus,BV6800 Pro 4/64GB Black,Android,"OnePlus,BV6800 Pro 4/64GB Black,Android"
Xiaomi,Black Shark 2 Pro 8/128GB Iceberg Grey,Android,"Xiaomi,Black Shark 2 Pro 8/128GB Iceberg Grey,Android"
Honor,Kingkong mini 3/32GB Yellow,Android,"Honor,Kingkong mini 3/32GB Yellow,Android"
Honor,G8 ThinQ 6/128GB Black,Android,"Honor,G8 ThinQ 6/128GB Black,Android"
ZTE,C3 3/64GB Blue,Android,"ZTE,C3 3/64GB Blue,Android"
OPPO,Blade A7 2020 2/32GB Gradient,Android,"OPPO,Blade A7 2020 2/32GB Gradient,Android"
Samsung,Y5 2019 2/16GB Black (51093SHA),Android,"Samsung,Y5 2019 2/16GB Black (51093SHA),Android"
Xiaomi,Galaxy S20+ 5G SM-G986F-DS 12/128GB Black,Android,"Xiaomi,Galaxy S20+ 5G SM-G986F-DS 12/128GB Black,Android"
DOOGEE,A512 Harmony Pro DS Black,Android,"DOOGEE,A512 Harmony Pro DS Black,Android"
Samsung,Mi 10T Lite 6/128GB Pearl Gray,Android,"Samsung,Mi 10T Lite 6/128GB Pearl Gray,Android"
Meizu,6 8/128GB Blue,Android,"Meizu,6 8/128GB Blue,Android"
Apple,Spark 6 Go KE5 2/32GB Aqua Blue (4895180762383),Android,"Apple,Spark 6 Go KE5 2/32GB Aqua Blue (4895180762383),Android"
Meizu,Armor X5 Pro 4/64GB Black (6937748733829),Android,"Meizu,Armor X5 Pro 4/64GB Black (6937748733829),Android"
Xiaomi,Galaxy A51 2020 4/64GB Black (SM-A515FZKU),Android,"Xiaomi,Galaxy A51 2020 4/64GB Black (SM-A515FZKU),Android"
Xiaomi,C18 Pro 4/64GB Purple,Android,"Xiaomi,C18 Pro 4/64GB Purple,Android"
OPPO,8x Max 4/64GB Blue,Android,"OPPO,8x Max 4/64GB Blue,Android"
Smartex,X3 6/64GB Black,Android,"Smartex,X3 6/64GB Black,Android"
ERGO,Redmi Note 5 3/32GB Black,Android,"ERGO,Redmi Note 5 3/32GB Black,Android"
Oukitel,Hammer Energy Black,Android,"Oukitel,Hammer Energy Black,Android"
Nokia,A7 2/32GB L19111 Blue,Android,"Nokia,A7 2/32GB L19111 Blue,Android"
DOOGEE,ROG Phone 3 ZS661KS 12/512GB Black,Android,"DOOGEE,ROG Phone 3 ZS661KS 12/512GB Black,Android"
Motorola,7 8/256GB Mirror Gray,Android,"Motorola,7 8/256GB Mirror Gray,Android"
Samsung,Redmi Note 4x 4/64GB Black,Android,"Samsung,Redmi Note 4x 4/64GB Black,Android"
Samsung,Redmi 7a 2/16GB Black,Android,"Samsung,Redmi 7a 2/16GB Black,Android"
ZTE,Galaxy A12 SM-A125F 3/32GB Black (SM-A125FZKUSEK),Android,"ZTE,Galaxy A12 SM-A125F 3/32GB Black (SM-A125FZKUSEK),Android"
Xiaomi,Redmi 9 4/128GB Grey (no NFC),Android,"Xiaomi,Redmi 9 4/128GB Grey (no NFC),Android"
Xiaomi,2720 Flip Black (16BTSB01A10),Android,"Xiaomi,2720 Flip Black (16BTSB01A10),Android"
Xiaomi,E6 Plus XT2025-2 4/64GB Blue,Android,"Xiaomi,E6 Plus XT2025-2 4/64GB Blue,Android"
Motorola,U20 5G 8/256GB White,iOS,"Motorola,U20 5G 8/256GB White,iOS"
Samsung,Galaxy A50 2019 SM-A505F 6/128GB Blue (SM-A505FZBQ),Android,"Samsung,Galaxy A50 2019 SM-A505F 6/128GB Blue (SM-A505FZBQ),Android"
Motorola,Redmi 6 3/64GB Black,Android,"Motorola,Redmi 6 3/64GB Black,Android"
OnePlus,Pixel 3 4/128GB Just Black,Android,"OnePlus,Pixel 3 4/128GB Just Black,Android"
vivo,iPhone 8 Plus 128GB Gold (MX262),Android,"vivo,iPhone 8 Plus 128GB Gold (MX262),Android"
Xiaomi,Galaxy Note20 Ultra 5G SM-N9860 12/256GB Mystic Black,Android,"Xiaomi,Galaxy Note20 Ultra 5G SM-N9860 12/256GB Mystic Black,Android"
Sigma mobile,iPhone 12 Pro 256GB Dual Sim Pacific Blue (MGLH3),Android,"Sigma mobile,iPhone 12 Pro 256GB Dual Sim Pacific Blue (MGLH3),Android"
Samsung,U11 4/64GB White,Android,"Samsung,U11 4/64GB White,Android"
Samsung,Galaxy M10 SM-M105F 3/32GB Black,Android,"Samsung,Galaxy M10 SM-M105F 3/32GB Black,Android"
